tax_id,Order,Family,Species,Density_log10,SD_log10,Q2.5_log10,Q5_log10,Q25_log10,Q75_log10,Q95_log10,Q97.5_log10,Predicted_Density_n_km2,Q2.5,Q5,Q25,Q75,Q95,Q97.5
22695535,Accipitriformes,Accipitridae,Accipiter_albogularis,0.852965467,0.519306483,-0.168688075,0.000444771,0.500885336,1.202402543,1.706266886,1.860562262,7.128,0.678,1.001,3.169,15.937,50.847,72.537
22695490,Accipitriformes,Accipitridae,Accipiter_badius,0.470961744,0.52892934,-0.561790221,-0.397299796,0.11408785,0.827456507,1.340591703,1.506000994,2.958,0.274,0.401,1.3,6.721,21.907,32.063
22695669,Accipitriformes,Accipitridae,Accipiter_bicolor,0.56567579,0.537462471,-0.484591107,-0.316829927,0.203315095,0.927889894,1.448519987,1.617053717,3.679,0.328,0.482,1.597,8.47,28.088,41.405
22695605,Accipitriformes,Accipitridae,Accipiter_brachyurus,0.89877758,0.515582146,-0.096633715,0.056824352,0.552601208,1.251125425,1.749069086,1.899227393,7.921,0.801,1.14,3.569,17.829,56.114,79.292
22695499,Accipitriformes,Accipitridae,Accipiter_brevipes,0.447791483,0.519377735,-0.567133812,-0.40478778,0.097500277,0.797863663,1.301068215,1.464087925,2.804,0.271,0.394,1.252,6.279,20.002,29.113
22695486,Accipitriformes,Accipitridae,Accipiter_castanilius,0.806156118,0.521706221,-0.214729299,-0.050574243,0.45484467,1.158371167,1.66200233,1.824693833,6.4,0.61,0.89,2.85,14.4,45.92,66.787
22695599,Accipitriformes,Accipitridae,Accipiter_cirrocephalus,0.789879852,0.519556914,-0.228348486,-0.06549453,0.440777759,1.139730534,1.642300951,1.80481338,6.164,0.591,0.86,2.759,13.795,43.883,63.799
22695568,Accipitriformes,Accipitridae,Accipiter_collaris,0.6656772,0.518522277,-0.346282264,-0.18298451,0.31636265,1.014293075,1.520161996,1.68419275,4.631,0.451,0.656,2.072,10.335,33.125,48.327
22695656,Accipitriformes,Accipitridae,Accipiter_cooperii,0.346243626,0.527679342,-0.684917812,-0.519664151,-0.009513796,0.701651111,1.213888155,1.378831167,2.219,0.207,0.302,0.978,5.031,16.364,23.924
22695596,Accipitriformes,Accipitridae,Accipiter_erythrauchen,0.937224631,0.520079513,-0.083196727,0.0830822,0.587362116,1.286051281,1.792197187,1.956792602,8.654,0.826,1.211,3.867,19.322,61.972,90.53
22695576,Accipitriformes,Accipitridae,Accipiter_erythropus,0.861511232,0.521216567,-0.158193258,0.004676144,0.510393595,1.212925498,1.716877779,1.879974203,7.27,0.695,1.011,3.239,16.328,52.105,75.853
22695527,Accipitriformes,Accipitridae,Accipiter_fasciatus,0.635416428,0.51867449,-0.379834449,-0.217254486,0.285960542,0.984848372,1.48788752,1.648312972,4.319,0.417,0.606,1.932,9.657,30.753,44.495
22695508,Accipitriformes,Accipitridae,Accipiter_francesiae,0.843835814,0.51244685,-0.158784975,0.002194962,0.498416141,1.190415809,1.683246005,1.844791853,6.98,0.694,1.005,3.151,15.503,48.222,69.951
22695683,Accipitriformes,Accipitridae,Accipiter_gentilis,0.171218081,0.520800499,-0.846804031,-0.683750125,-0.179995526,0.522014039,1.027511499,1.190881463,1.483,0.142,0.207,0.661,3.327,10.654,15.52
22695465,Accipitriformes,Accipitridae,Accipiter_griseiceps,0.771936801,0.518144588,-0.243034263,-0.082270761,0.422699576,1.119602747,1.626733144,1.789402612,5.915,0.571,0.827,2.647,13.171,42.338,61.575
22695585,Accipitriformes,Accipitridae,Accipiter_gularis,0.426737546,0.521799303,-0.594368459,-0.430397749,0.075463016,0.778982531,1.282979336,1.447428447,2.671,0.254,0.371,1.19,6.011,19.186,28.017
22695659,Accipitriformes,Accipitridae,Accipiter_gundlachi,0.550212365,0.523983268,-0.472655947,-0.31214677,0.197958265,0.90293326,1.410671664,1.575623151,3.55,0.337,0.487,1.577,7.997,25.744,37.638
22695541,Accipitriformes,Accipitridae,Accipiter_haplochrous,0.683265199,0.515520011,-0.315175997,-0.176459944,0.334148445,1.021906305,1.528712636,1.698072008,4.822,0.484,0.666,2.158,10.517,33.784,49.897
22695544,Accipitriformes,Accipitridae,Accipiter_henicogrammus,0.776935134,0.510461551,-0.211302382,-0.058664755,0.430134232,1.124641434,1.623908078,1.766245604,5.983,0.615,0.874,2.692,13.324,42.064,58.378
22695678,Accipitriformes,Accipitridae,Accipiter_henstii,0.410972335,0.515370498,-0.601757023,-0.437862176,0.065914353,0.757910442,1.257046889,1.419564095,2.576,0.25,0.365,1.164,5.727,18.074,26.276
22695553,Accipitriformes,Accipitridae,Accipiter_imitator,0.869365787,0.514893686,-0.130372238,0.029304376,0.52331561,1.220403212,1.715705024,1.866018219,7.402,0.741,1.07,3.337,16.611,51.964,73.454
22695547,Accipitriformes,Accipitridae,Accipiter_luteoschistaceus,0.844758791,0.519046371,-0.168712756,-0.006340055,0.49639002,1.19724349,1.692778051,1.85874753,6.995,0.678,0.986,3.136,15.749,49.292,72.235
22695613,Accipitriformes,Accipitridae,Accipiter_madagascariensis,0.690333024,0.516480532,-0.324448512,-0.159200316,0.341033501,1.04050854,1.536356572,1.690455782,4.902,0.474,0.693,2.193,10.978,34.384,49.029
22695532,Accipitriformes,Accipitridae,Accipiter_melanochlamys,0.786542046,0.520126596,-0.224150637,-0.064103391,0.435134784,1.134208653,1.642486674,1.810644941,6.117,0.597,0.863,2.724,13.621,43.902,64.661
22695673,Accipitriformes,Accipitridae,Accipiter_melanoleucus,0.626676338,0.519301955,-0.389639771,-0.226612038,0.276770272,0.976891504,1.479127677,1.641899535,4.233,0.408,0.593,1.891,9.482,30.139,43.843
22695689,Accipitriformes,Accipitridae,Accipiter_meyerianus,0.657216851,0.518048806,-0.359922087,-0.198000683,0.307774652,1.007923339,1.504230736,1.668017001,4.542,0.437,0.634,2.031,10.184,31.932,46.56
22695581,Accipitriformes,Accipitridae,Accipiter_minullus,0.90833275,0.519055761,-0.104044245,0.05816023,0.557570829,1.258261207,1.759918735,1.922209514,8.097,0.787,1.143,3.611,18.124,57.533,83.601
22695591,Accipitriformes,Accipitridae,Accipiter_nanus,0.844379448,0.514439726,-0.164394258,-0.003188891,0.49902157,1.189410487,1.686171511,1.847902496,6.988,0.685,0.993,3.155,15.467,48.548,70.453
22695624,Accipitriformes,Accipitridae,Accipiter_nisus,0.333215799,0.520078894,-0.683315948,-0.520521759,-0.017339241,0.683845896,1.187639549,1.350591057,2.154,0.207,0.302,0.961,4.829,15.404,22.418
22727714,Accipitriformes,Accipitridae,Accipiter_novaehollandiae,0.438041871,0.517072921,-0.571295044,-0.411739269,0.090335349,0.786464996,1.287379682,1.448786593,2.742,0.268,0.387,1.231,6.116,19.381,28.105
22695619,Accipitriformes,Accipitridae,Accipiter_ovampensis,0.6956528,0.523893626,-0.328123225,-0.16559206,0.342517577,1.048254357,1.556978539,1.721650276,4.962,0.47,0.683,2.2,11.175,36.056,52.681
22695558,Accipitriformes,Accipitridae,Accipiter_poliocephalus,0.812341216,0.517921647,-0.199700717,-0.03822477,0.463042285,1.161196819,1.66394695,1.824353531,6.491,0.631,0.916,2.904,14.494,46.126,66.735
22695453,Accipitriformes,Accipitridae,Accipiter_poliogaster,0.255660525,0.535920409,-0.79273361,-0.624691969,-0.105582755,0.616788761,1.136280422,1.304266258,1.802,0.161,0.237,0.784,4.138,13.686,20.15
22695561,Accipitriformes,Accipitridae,Accipiter_princeps,0.775222849,0.514693047,-0.225101691,-0.063981909,0.429598519,1.120586096,1.624476129,1.790405837,5.96,0.596,0.863,2.689,13.2,42.119,61.717
22695610,Accipitriformes,Accipitridae,Accipiter_rhodogaster,0.82496148,0.5188811,-0.193393303,-0.028193954,0.47717345,1.174254642,1.675907617,1.84426038,6.683,0.641,0.937,3,14.937,47.414,69.865
22695538,Accipitriformes,Accipitridae,Accipiter_rufitorques,0.821011117,0.519820226,-0.194984571,-0.030522023,0.467906688,1.169481749,1.673633501,1.838785533,6.622,0.638,0.932,2.937,14.773,47.166,68.99
22695630,Accipitriformes,Accipitridae,Accipiter_rufiventris,0.711390668,0.523202075,-0.309937841,-0.148087702,0.358754622,1.063583643,1.570470235,1.734438962,5.145,0.49,0.711,2.284,11.577,37.194,54.255
22695503,Accipitriformes,Accipitridae,Accipiter_soloensis,0.460003066,0.519569043,-0.555416919,-0.393474318,0.109365552,0.809949634,1.31367992,1.476960742,2.884,0.278,0.404,1.286,6.456,20.591,29.989
22695565,Accipitriformes,Accipitridae,Accipiter_superciliosus,0.872459434,0.526828395,-0.158152198,0.006617024,0.517341143,1.227478743,1.737363844,1.901705991,7.455,0.695,1.015,3.291,16.884,54.622,79.745
22727697,Accipitriformes,Accipitridae,Accipiter_tachiro,0.626625222,0.523449605,-0.396315997,-0.236778018,0.27504009,0.979245097,1.486268543,1.648834621,4.233,0.401,0.58,1.884,9.533,30.639,44.549
22727705,Accipitriformes,Accipitridae,Accipiter_toussenelii,0.739767442,0.519857181,-0.278082006,-0.114638683,0.38996314,1.090200853,1.592476608,1.755717351,5.492,0.527,0.768,2.455,12.308,39.127,56.979
22695516,Accipitriformes,Accipitridae,Accipiter_trinotatus,0.847831676,0.518874816,-0.168778499,0.00046224,0.496475216,1.19638608,1.699622421,1.863715077,7.044,0.678,1.001,3.137,15.718,50.075,73.066
22695462,Accipitriformes,Accipitridae,Accipiter_trivirgatus,0.713836807,0.51860119,-0.300184041,-0.137414321,0.36452318,1.062988275,1.565880641,1.72854564,5.174,0.501,0.729,2.315,11.561,36.803,53.524
22734130,Accipitriformes,Accipitridae,Accipiter_ventralis,0.490867118,0.525092868,-0.535433285,-0.37133075,0.136801948,0.844692658,1.353939976,1.518484874,3.096,0.291,0.425,1.37,6.993,22.591,32.998
22695588,Accipitriformes,Accipitridae,Accipiter_virgatus,0.776317556,0.51925438,-0.23913748,-0.07645481,0.426478243,1.12610271,1.62893362,1.792526166,5.975,0.577,0.839,2.67,13.369,42.553,62.019
22695231,Accipitriformes,Accipitridae,Aegypius_monachus,-0.54227387,0.567665463,-1.656240554,-1.47751628,-0.924775851,-0.157540964,0.386465122,0.561727115,0.287,0.022,0.033,0.119,0.696,2.435,3.645
22696042,Accipitriformes,Accipitridae,Aquila_adalberti,-0.024822222,0.518080299,-1.040792664,-0.873182333,-0.375011055,0.324396474,0.829202588,0.989352275,0.944,0.091,0.134,0.422,2.111,6.748,9.758
22696138,Accipitriformes,Accipitridae,Aquila_africanus,0.557726792,0.520716622,-0.460660129,-0.297519183,0.206657948,0.90874691,1.4126386,1.576424532,3.612,0.346,0.504,1.609,8.105,25.861,37.707
22696064,Accipitriformes,Accipitridae,Aquila_audax,0.07477845,0.517984034,-0.940297718,-0.777205629,-0.274089545,0.42532086,0.924756558,1.087561446,1.188,0.115,0.167,0.532,2.663,8.409,12.234
22696060,Accipitriformes,Accipitridae,Aquila_chrysaetos,-0.216488129,0.530219294,-1.253140116,-1.087569368,-0.574218277,0.141263498,0.654351646,0.819870242,0.607,0.056,0.082,0.267,1.384,4.512,6.605
22696027,Accipitriformes,Accipitridae,Aquila_clanga,0.131351899,0.520714466,-0.886458969,-0.723590943,-0.220046856,0.482488432,0.986801871,1.149669743,1.353,0.13,0.189,0.602,3.037,9.701,14.115
22696076,Accipitriformes,Accipitridae,Aquila_fasciatus,0.149517586,0.530283649,-0.886686837,-0.721463705,-0.207930114,0.506577327,1.021137723,1.185132877,1.411,0.13,0.19,0.62,3.211,10.499,15.316
22696056,Accipitriformes,Accipitridae,Aquila_gurneyi,0.365356089,0.523532433,-0.65893022,-0.495410476,0.013313541,0.717787638,1.224774592,1.388788687,2.319,0.219,0.32,1.031,5.221,16.779,24.479
22729779,Accipitriformes,Accipitridae,Aquila_hastata,0.456220022,0.51690614,-0.553296612,-0.392535764,0.107783215,0.804704449,1.304505544,1.465596842,2.859,0.28,0.405,1.282,6.378,20.161,29.214
22696048,Accipitriformes,Accipitridae,Aquila_heliaca,-0.074449086,0.52004942,-1.088227362,-0.927490771,-0.425582477,0.276167491,0.780317848,0.943327287,0.842,0.082,0.118,0.375,1.889,6.03,8.777
22696038,Accipitriformes,Accipitridae,Aquila_nipalensis,-0.007486312,0.526778108,-1.035446377,-0.873809918,-0.363722581,0.347848895,0.856904647,1.020309574,0.983,0.092,0.134,0.433,2.228,7.193,10.479
22696022,Accipitriformes,Accipitridae,Aquila_pomarina,0.129535261,0.517005825,-0.880631923,-0.719689434,-0.218772449,0.478118732,0.979455685,1.141626331,1.348,0.132,0.191,0.604,3.007,9.538,13.856
22696033,Accipitriformes,Accipitridae,Aquila_rapax,0.418204059,0.518702596,-0.596861052,-0.433300302,0.068411861,0.767645838,1.271331036,1.433801053,2.619,0.253,0.369,1.171,5.857,18.678,27.152
22696067,Accipitriformes,Accipitridae,Aquila_verreauxii,0.071538545,0.532122331,-0.969646073,-0.802240516,-0.286814474,0.429613285,0.946094488,1.112720278,1.179,0.107,0.158,0.517,2.689,8.833,12.963
22696072,Accipitriformes,Accipitridae,Aquila_wahlbergi,0.284346743,0.536306931,-0.764668812,-0.596478854,-0.076939961,0.645418568,1.165593489,1.334302316,1.925,0.172,0.253,0.838,4.42,14.642,21.592
22694944,Accipitriformes,Accipitridae,Aviceda_cuculoides,0.552263137,0.538772618,-0.500610987,-0.331089535,0.188661634,0.915322591,1.437998302,1.607592835,3.567,0.316,0.467,1.544,8.229,27.416,40.513
22694956,Accipitriformes,Accipitridae,Aviceda_jerdoni,0.890778852,0.515103361,-0.115778124,0.045154871,0.544134901,1.238057917,1.736543587,1.89894748,7.776,0.766,1.11,3.501,17.3,54.518,79.241
22694964,Accipitriformes,Accipitridae,Aviceda_leuphotes,0.552047624,0.519710504,-0.463527217,-0.301395704,0.201597161,0.902809294,1.405827076,1.567035536,3.565,0.344,0.5,1.591,7.995,25.458,36.901
22694950,Accipitriformes,Accipitridae,Aviceda_madagascariensis,0.622132868,0.516566587,-0.383901376,-0.226796277,0.272345052,0.970141132,1.471707513,1.632358563,4.189,0.413,0.593,1.872,9.336,29.628,42.89
22694961,Accipitriformes,Accipitridae,Aviceda_subcristata,0.922003902,0.515658033,-0.086612866,0.07550219,0.575033909,1.269016805,1.768429665,1.930549314,8.356,0.819,1.19,3.759,18.579,58.672,85.222
22695842,Accipitriformes,Accipitridae,Busarellus_nigricollis,0.525263281,0.518775245,-0.489178745,-0.326164057,0.175672537,0.874914224,1.377179528,1.539723015,3.352,0.324,0.472,1.499,7.497,23.833,34.652
22695726,Accipitriformes,Accipitridae,Butastur_indicus,0.281276518,0.51994533,-0.735655664,-0.57176386,-0.068958472,0.631494803,1.13859316,1.300009789,1.911,0.184,0.268,0.853,4.281,13.759,19.953
22695721,Accipitriformes,Accipitridae,Butastur_liventer,0.675529753,0.51930389,-0.339205661,-0.178090886,0.325398597,1.024918796,1.529624127,1.692656331,4.737,0.458,0.664,2.115,10.591,33.855,49.278
22695714,Accipitriformes,Accipitridae,Butastur_rufipennis,0.443498008,0.524661482,-0.578350974,-0.429284956,0.088772157,0.795713383,1.31161952,1.476329339,2.777,0.264,0.372,1.227,6.248,20.494,29.945
22695718,Accipitriformes,Accipitridae,Butastur_teesa,0.607059496,0.518750807,-0.407486973,-0.244541049,0.257124877,0.956629272,1.459641932,1.622813443,4.046,0.391,0.569,1.808,9.05,28.817,41.958
22695906,Accipitriformes,Accipitridae,Buteo_albicaudatus,0.346839262,0.535029358,-0.698306382,-0.531987651,-0.014116871,0.707396684,1.226308814,1.393700089,2.222,0.2,0.294,0.968,5.098,16.839,24.757
22695900,Accipitriformes,Accipitridae,Buteo_albigula,0.48954778,0.517625958,-0.520661571,-0.359575244,0.140169832,0.839241555,1.339039943,1.50168241,3.087,0.302,0.437,1.381,6.906,21.829,31.746
22695926,Accipitriformes,Accipitridae,Buteo_albonotatus,0.372028192,0.541492591,-0.68739421,-0.517353916,0.006882611,0.737282189,1.261682266,1.431840435,2.355,0.205,0.304,1.016,5.461,18.268,27.03
22732019,Accipitriformes,Accipitridae,Buteo_archeri,0.477776061,0.516012178,-0.532691848,-0.369975471,0.130703721,0.825375637,1.325568371,1.487749323,3.005,0.293,0.427,1.351,6.689,21.163,30.743
22695978,Accipitriformes,Accipitridae,Buteo_auguralis,0.340962164,0.534201176,-0.704308202,-0.536896353,-0.018811444,0.700849619,1.218010498,1.386939385,2.193,0.198,0.29,0.958,5.022,16.52,24.375
22695957,Accipitriformes,Accipitridae,Buteo_brachypterus,0.534044153,0.515212466,-0.474023116,-0.31142748,0.187952684,0.878747585,1.382158106,1.547765657,3.42,0.336,0.488,1.542,7.564,24.108,35.299
22695897,Accipitriformes,Accipitridae,Buteo_brachyurus,0.624902458,0.525236909,-0.40250152,-0.237877261,0.270881517,0.979210945,1.487250035,1.65098531,4.216,0.396,0.578,1.866,9.533,30.708,44.77
61695117,Accipitriformes,Accipitridae,Buteo_buteo,0.116884618,0.519912007,-0.899226442,-0.736693631,-0.233616766,0.467446602,0.971626212,1.134033441,1.309,0.126,0.183,0.584,2.934,9.368,13.615
22695909,Accipitriformes,Accipitridae,Buteo_galapagoensis,0.325048109,0.521034563,-0.692011741,-0.534763356,-0.02725592,0.675898877,1.18650035,1.342016459,2.114,0.203,0.292,0.939,4.741,15.364,21.979
22695967,Accipitriformes,Accipitridae,Buteo_hemilasius,-0.013558616,0.526202839,-1.039361931,-0.878181167,-0.369368096,0.341797868,0.851117471,1.016560608,0.969,0.091,0.132,0.427,2.197,7.098,10.389
22695933,Accipitriformes,Accipitridae,Buteo_jamaicensis,0.134723313,0.521597546,-0.88454956,-0.721395559,-0.2171856,0.486389867,0.991929581,1.155188448,1.364,0.13,0.19,0.606,3.065,9.816,14.295
22695973,Accipitriformes,Accipitridae,Buteo_lagopus,-0.008126378,0.524578875,-1.034019315,-0.869487873,-0.361956583,0.345746002,0.853979757,1.017719959,0.981,0.092,0.135,0.435,2.217,7.145,10.416
22695894,Accipitriformes,Accipitridae,Buteo_leucorrhous,0.579409982,0.517569521,-0.433268775,-0.270219982,0.230455831,0.927467605,1.429300998,1.593719138,3.797,0.369,0.537,1.7,8.462,26.872,39.239
22695883,Accipitriformes,Accipitridae,Buteo_lineatus,0.312271413,0.527483484,-0.719769113,-0.554349225,-0.043286586,0.667709469,1.178968059,1.3440713,2.052,0.191,0.279,0.905,4.653,15.1,22.084
22695880,Accipitriformes,Accipitridae,Buteo_magnirostris,0.696958001,0.519642887,-0.319758892,-0.157226647,0.346926738,1.047387931,1.549760775,1.712675515,4.977,0.479,0.696,2.223,11.153,35.462,51.603
22727766,Accipitriformes,Accipitridae,Buteo_nitidus,0.429107913,0.538093768,-0.622450616,-0.453938532,0.066231799,0.792022993,1.312909171,1.483009121,2.686,0.239,0.352,1.165,6.195,20.555,30.409
22728020,Accipitriformes,Accipitridae,Buteo_oreophilus,0.508355055,0.515933176,-0.500735804,-0.341128535,0.159957246,0.854860571,1.354250242,1.518890798,3.224,0.316,0.456,1.445,7.159,22.607,33.029
22695891,Accipitriformes,Accipitridae,Buteo_platypterus,0.332331607,0.519957698,-0.68423077,-0.521095448,-0.018108215,0.682636845,1.187450872,1.350253965,2.149,0.207,0.301,0.959,4.815,15.398,22.4
22735520,Accipitriformes,Accipitridae,Buteo_polyosoma,0.234038382,0.532603566,-0.805013676,-0.639450874,-0.124691656,0.59357663,1.108107356,1.275154516,1.714,0.157,0.229,0.75,3.923,12.826,18.843
22695970,Accipitriformes,Accipitridae,Buteo_regalis,0.061736531,0.519489411,-0.950361076,-0.790096878,-0.289828975,0.412232482,0.917119902,1.079348168,1.153,0.112,0.162,0.513,2.584,8.263,12.005
22695886,Accipitriformes,Accipitridae,Buteo_ridgwayi,0.500091096,0.517805164,-0.522468906,-0.355461483,0.14827694,0.850980527,1.346080037,1.510605265,3.163,0.3,0.441,1.407,7.095,22.186,32.404
22736562,Accipitriformes,Accipitridae,Buteo_rufinus,0.12743439,0.520229572,-0.888170072,-0.724904667,-0.223941031,0.47801262,0.983531046,1.146591986,1.341,0.129,0.188,0.597,3.006,9.628,14.015
22695987,Accipitriformes,Accipitridae,Buteo_rufofuscus,0.302096996,0.523046721,-0.712028243,-0.54606813,-0.050438597,0.648966664,1.171224744,1.336456589,2.005,0.194,0.284,0.89,4.456,14.833,21.7
22695929,Accipitriformes,Accipitridae,Buteo_solitarius,0.512389867,0.517358215,-0.497242291,-0.333017862,0.165343236,0.857435698,1.35725139,1.503669443,3.254,0.318,0.464,1.463,7.202,22.764,31.891
22695903,Accipitriformes,Accipitridae,Buteo_swainsoni,0.122833367,0.522931186,-0.899838129,-0.736072942,-0.229895284,0.475528501,0.981532782,1.145480209,1.327,0.126,0.184,0.589,2.989,9.584,13.979
22695936,Accipitriformes,Accipitridae,Buteo_ventralis,0.195833491,0.517259826,-0.817793968,-0.655096892,-0.151827295,0.544084776,1.045818079,1.207637609,1.57,0.152,0.221,0.705,3.5,11.113,16.13
22695808,Accipitriformes,Accipitridae,Buteogallus_aequinoctialis,0.558947069,0.518628762,-0.459649026,-0.294701055,0.210368825,0.909309979,1.409115666,1.567558235,3.622,0.347,0.507,1.623,8.115,25.652,36.945
22735514,Accipitriformes,Accipitridae,Buteogallus_anthracinus,0.26811174,0.533727623,-0.771944546,-0.605952011,-0.093254741,0.628025159,1.145147498,1.314382332,1.854,0.169,0.248,0.807,4.246,13.968,20.624
22735287,Accipitriformes,Accipitridae,Buteogallus_gundlachii,0.644802232,0.512566194,-0.342178044,-0.191826802,0.304858457,0.98877017,1.492960911,1.654999118,4.414,0.455,0.643,2.018,9.745,31.114,45.186
22695832,Accipitriformes,Accipitridae,Buteogallus_meridionalis,0.301392912,0.535857762,-0.745557143,-0.578112127,-0.060060137,0.66286599,1.182786242,1.351292108,2.002,0.18,0.264,0.871,4.601,15.233,22.454
22695827,Accipitriformes,Accipitridae,Buteogallus_urubitinga,0.444411086,0.519301309,-0.571300074,-0.408604107,0.094378655,0.79430134,1.297075436,1.459431705,2.782,0.268,0.39,1.243,6.227,19.819,28.803
22695042,Accipitriformes,Accipitridae,Chelictinia_riocourii,0.662532943,0.532486836,-0.347613458,-0.212753148,0.296640263,1.023158283,1.561202442,1.726244066,4.598,0.449,0.613,1.98,10.548,36.408,53.241
22694971,Accipitriformes,Accipitridae,Chondrohierax_uncinatus,0.815781385,0.516131654,-0.194154881,-0.032044903,0.468092384,1.164082629,1.663075815,1.824372325,6.543,0.64,0.929,2.938,14.591,46.034,66.738
22728485,Accipitriformes,Accipitridae,Chondrohierax_wilsonii,0.789658338,0.514183175,-0.222839656,-0.054970836,0.446718134,1.134886352,1.633556135,1.793780901,6.161,0.599,0.881,2.797,13.642,43.009,62.199
22732272,Accipitriformes,Accipitridae,Circaetus_beaudouini,0.415257041,0.517935299,-0.597498968,-0.435445472,0.066056969,0.764492705,1.266233197,1.427259168,2.602,0.253,0.367,1.164,5.814,18.46,26.746
22695283,Accipitriformes,Accipitridae,Circaetus_cinerascens,0.484636284,0.517283279,-0.528347432,-0.365632512,0.136501343,0.833027347,1.334163045,1.494443452,3.052,0.296,0.431,1.369,6.808,21.586,31.221
22695271,Accipitriformes,Accipitridae,Circaetus_cinereus,0.072576572,0.535551402,-0.974211368,-0.806749004,-0.288483877,0.433370676,0.952815409,1.120281873,1.182,0.106,0.156,0.515,2.713,8.97,13.191
22695277,Accipitriformes,Accipitridae,Circaetus_fasciolatus,0.442163416,0.517621598,-0.565272861,-0.407909118,0.092778653,0.790265279,1.296493883,1.454886965,2.768,0.272,0.391,1.238,6.17,19.792,28.503
22734216,Accipitriformes,Accipitridae,Circaetus_gallicus,0.025829215,0.524751496,-0.999782744,-0.835974152,-0.3279527,0.379686077,0.887696108,1.051914646,1.061,0.1,0.146,0.47,2.397,7.721,11.27
22734223,Accipitriformes,Accipitridae,Circaetus_pectoralis,0.439837115,0.518321599,-0.574809788,-0.411959731,0.091086707,0.78902218,1.291474957,1.454373853,2.753,0.266,0.387,1.233,6.152,19.565,28.469
22695344,Accipitriformes,Accipitridae,Circus_aeruginosus,0.455620174,0.524867395,-0.570382046,-0.406506953,0.101664421,0.809496254,1.318044561,1.482187199,2.855,0.269,0.392,1.264,6.449,20.799,30.352
22695363,Accipitriformes,Accipitridae,Circus_approximans,0.468119852,0.527912158,-0.564022582,-0.399243084,0.11246968,0.823866958,1.336719865,1.502010138,2.938,0.273,0.399,1.296,6.666,21.713,31.769
22695376,Accipitriformes,Accipitridae,Circus_assimilis,0.423205669,0.52516526,-0.604049153,-0.440169538,0.069279734,0.778028485,1.287104712,1.449727926,2.65,0.249,0.363,1.173,5.998,19.369,28.166
22695373,Accipitriformes,Accipitridae,Circus_buffoni,0.556288321,0.537538108,-0.495947248,-0.327519885,0.194565641,0.919093493,1.439293881,1.606892974,3.6,0.319,0.47,1.565,8.3,27.498,40.448
22695393,Accipitriformes,Accipitridae,Circus_cinereus,0.396532632,0.53170082,-0.642730638,-0.478132568,0.037219844,0.75559368,1.268849897,1.437034247,2.492,0.228,0.333,1.089,5.696,18.572,27.355
22727733,Accipitriformes,Accipitridae,Circus_cyaneus,0.239327642,0.527187642,-0.792027624,-0.626823593,-0.116272094,0.594803511,1.105131705,1.269936686,1.735,0.161,0.236,0.765,3.934,12.739,18.618
22695368,Accipitriformes,Accipitridae,Circus_macrosceles,0.506736347,0.522548084,-0.517836206,-0.358012772,0.156764365,0.85971375,1.364208317,1.531496838,3.212,0.304,0.439,1.435,7.24,23.132,34.001
22695396,Accipitriformes,Accipitridae,Circus_macrourus,0.255954014,0.526457746,-0.772301346,-0.60767813,-0.099551453,0.610813725,1.121546117,1.285659928,1.803,0.169,0.247,0.795,4.081,13.23,19.305
22728310,Accipitriformes,Accipitridae,Circus_maillardi,0.531515961,0.51801353,-0.487597895,-0.335677288,0.197597768,0.875103714,1.376701404,1.55598327,3.4,0.325,0.462,1.576,7.501,23.807,35.974
22695379,Accipitriformes,Accipitridae,Circus_maurus,0.26267127,0.526755275,-0.790577906,-0.596559654,-0.090531113,0.616603041,1.125134627,1.292056714,1.831,0.162,0.253,0.812,4.136,13.339,19.591
22695402,Accipitriformes,Accipitridae,Circus_melanoleucos,0.259448458,0.533433334,-0.79359567,-0.615518667,-0.0990683,0.621140939,1.135526239,1.301398441,1.817,0.161,0.242,0.796,4.18,13.662,20.017
22695405,Accipitriformes,Accipitridae,Circus_pygargus,0.423459202,0.52486283,-0.603117284,-0.438400715,0.069357112,0.777162453,1.285345065,1.449320871,2.651,0.249,0.364,1.173,5.986,19.291,28.14
22695352,Accipitriformes,Accipitridae,Circus_ranivorus,0.800556485,0.525255425,-0.228569318,-0.063982877,0.447016943,1.154117496,1.662573794,1.826631013,6.318,0.591,0.863,2.799,14.26,45.981,67.086
61709141,Accipitriformes,Accipitridae,Circus_spilonotus,0.315398661,0.532350385,-0.726935626,-0.560246317,-0.043612945,0.675047007,1.18985713,1.352433217,2.067,0.188,0.275,0.904,4.732,15.483,22.513
22695330,Accipitriformes,Accipitridae,Dryotriorchis_spectabilis,0.580199344,0.52025693,-0.439292176,-0.274515823,0.229986252,0.930860785,1.434299139,1.596871646,3.804,0.364,0.531,1.698,8.528,27.183,39.525
22695017,Accipitriformes,Accipitridae,Elanoides_forficatus,0.631294543,0.535175722,-0.415346314,-0.248334556,0.270473799,0.99208335,1.510485062,1.678481002,4.279,0.384,0.565,1.864,9.819,32.396,47.696
22695033,Accipitriformes,Accipitridae,Elanus_axillaris,0.549963475,0.526045432,-0.474133818,-0.312569564,0.19481041,0.903611183,1.416728002,1.581047138,3.548,0.336,0.487,1.566,8.01,26.105,38.111
22695028,Accipitriformes,Accipitridae,Elanus_caeruleus,0.706756419,0.527032444,-0.323799056,-0.158933828,0.351307008,1.062325252,1.572213643,1.736807962,5.09,0.474,0.694,2.245,11.543,37.343,54.552
