COMMON_NAME,area_square_miles,Estimate,Lower,Upper
Rusty-crowned Tit-Spinetail,36044.99635,X,X,X
Crimson-backed Sunbird,22009.814,X,X,X
Rufous-breasted Flycatcher,38820.32674,X,X,X
Inca Flycatcher,33322.78611,X,X,X
Caribbean Dove,35581.43065,X,X,X
Large-tailed Dove,56867.10047,X,X,X
Pallid Dove,45287.81682,X,X,X
Olive-backed Quail-Dove,49321.97924,X,X,X
Tumbes Hummingbird,14865.76329,X,X,X
Buffy Hummingbird,36272.9942,X,X,X
Spot-throated Hummingbird,33469.69767,X,X,X
Auckland Islands Rail,16.69407528,X,X,X
Silver-eared Honeyeater,29402.04043,X,X,X
Olive Honeyeater,3230.428327,X,X,X
Buru Honeyeater,3302.862503,X,X,X
Yellow-eared Honeyeater,9657.167882,X,X,X
Dark-brown Honeyeater,9308.99588,X,X,X
Seram Honeyeater,1433.849704,X,X,X
Black-chested Honeyeater,1018.64349,X,X,X
White-tufted Honeyeater,3860.595079,X,X,X
Black-tailed Godwit,4251.346895,X,X,X
Yemen Linnet,30522.86467,X,X,X
Steere's Liocichla,5571.309777,X,X,X
Dusky Piha,16452.9518,X,X,X
Rose-collared Piha,18290.10756,X,X,X
White-capped Munia,52649.12397,X,X,X
New Ireland Munia,2436.760768,X,X,X
Black-throated Munia,54035.96714,X,X,X
Bismarck Munia,4741.324465,X,X,X
Snow Mountain Munia,9094.495779,X,X,X
Alpine Munia,2067.526961,X,X,X
Five-colored Munia,33281.31097,X,X,X
Black Munia,7217.795043,X,X,X
Black-breasted Munia,6363.541441,X,X,X
White-crested Coquette,6485.713444,X,X,X
Spangled Coquette,51947.48917,X,X,X
Gray-crested Finch,32761.69308,X,X,X
Moluccan Hanging-Parrot,8785.750585,X,X,X
Sri Lanka Hanging-Parrot,6196.899339,X,X,X
Pygmy Hanging-Parrot,39946.55735,X,X,X
Yellow-throated Hanging-Parrot,24104.15952,X,X,X
Sula Hanging-Parrot,2903.422076,X,X,X
Yellow-bibbed Lory,5418.344122,X,X,X
Chattering Lory,9825.484727,X,X,X
Purple-bellied Lory,23910.73149,X,X,X
Barbados Bullfinch,169.7019243,X,X,X
Lesser Antillean Bullfinch,2381.141545,X,X,X
Yellow-shouldered Grassquit,4255.517775,X,X,X
Red-faced Barbet,31902.11187,X,X,X
Club-winged Manakin,15491.72736,X,X,X
Golden-tufted Grackle,22745.04908,X,X,X
Brown Tit-Babbler,42404.63317,X,X,X
Mackinlay's Cuckoo-Dove,21039.17831,X,X,X
Andaman Cuckoo-Dove,2933.490308,X,X,X
Kretschmer's Longbill,46375.42044,X,X,X
Monteiro's Bushshrike,10372.03531,X,X,X
Black-streaked Puffbird,46352.43703,X,X,X
Moustached Puffbird,36324.69331,X,X,X
Malia,16973.84905,X,X,X
McGregor's Cuckooshrike,5292.620434,X,X,X
Lovely Fairywren,49000.23616,X,X,X
Red-winged Fairywren,27534.30782,X,X,X
Orange-collared Manakin,11438.3876,X,X,X
Glossy-mantled Manucode,52829.39695,X,X,X
Crinkle-collared Manucode,31280.63458,X,X,X
Curl-crested Manucode,1243.555463,X,X,X
Jobi Manucode,8682.488257,X,X,X
Bare-legged Owl,42390.55306,X,X,X
Pearly-eyed Thrasher,7950.978141,X,X,X
Beautiful Treerunner,70.04242122,X,X,X
Ruddy Treerunner,2162.907193,X,X,X
Slaty Monarch,6910.505612,X,X,X
Philippine Spinetailed Swift,43496.5768,X,X,X
Rufous-winged Tyrannulet,22687.13427,X,X,X
Buff-banded Tyrannulet,27004.33593,X,X,X
Sulphur-bellied Tyrannulet,23984.78541,X,X,X
New Guinea Flightless Rail,34585.12131,X,X,X
Rusty Thicketbird,13035.28346,X,X,X
Bearded Screech-Owl,7088.915979,X,X,X
Pacific Screech-Owl,27957.28601,X,X,X
Montane Forest Screech-Owl,21010.13959,X,X,X
Cloud-forest Screech-Owl,9547.13954,X,X,X
Cinnamon Screech-Owl,7272.448665,X,X,X
Peruvian Screech-Owl,30619.11186,X,X,X
Buff-rumped Woodpecker,19311.46504,X,X,X
Yellow-eyed Black-Flycatcher,23365.17672,X,X,X
Angola Slaty-Flycatcher,26575.1862,X,X,X
Lesser Melampitta,22898.30818,X,X,X
Golden-naped Woodpecker,5890.351682,X,X,X
Gray-breasted Woodpecker,31576.89905,X,X,X
Puerto Rican Woodpecker,3445.205799,X,X,X
Beautiful Woodpecker,18709.10042,X,X,X
Yucatan Woodpecker,48692.08589,X,X,X
Jamaican Woodpecker,4255.517775,X,X,X
West Indian Woodpecker,44042.11922,X,X,X
Stripe-breasted Tit,14972.20897,X,X,X
Obscure Berrypecker,3476.690734,X,X,X
Mid-mountain Berrypecker,38717.44654,X,X,X
Streaked Berrypecker,33528.00223,X,X,X
Fan-tailed Berrypecker,57321.77934,X,X,X
White-bridled Finch,56362.96172,X,X,X
Dusky Robin,26274.27182,X,X,X
Elegant Crescentchest,31288.66035,X,X,X
Marañon Crescentchest,3883.083965,X,X,X
Black Pitohui,50807.22599,X,X,X
Blue-and-white Mockingbird,38062.97889,X,X,X
Makira Honeyeater,1288.818264,X,X,X
Belford's Melidectes,47997.84236,X,X,X
Huon Melidectes,2375.529605,X,X,X
Sooty Melidectes,27222.8073,X,X,X
Vogelkop Melidectes,4387.267658,X,X,X
Short-bearded Melidectes,3723.859643,X,X,X
Cinnamon-browed Melidectes,19787.34803,X,X,X
Yellow-browed Melidectes,24985.04188,X,X,X
Ornate Melidectes,36996.91642,X,X,X
Yellow-footed Honeyguide,28971.03062,X,X,X
Kadavu Honeyeater,167.1774471,X,X,X
Yellow-spotted Honeyeater,42563.16372,X,X,X
Spangled Honeyeater,2138.998216,X,X,X
Foja Honeyeater,868.6448114,X,X,X
Smoky Honeyeater,56562.62946,X,X,X
Arfak Honeyeater,2837.425088,X,X,X
Black-headed Honeyeater,26266.40991,X,X,X
Strong-billed Honeyeater,23420.96476,X,X,X
White-streaked Friarbird,8785.742918,X,X,X
Bee Hummingbird,42037.00726,X,X,X
Lincoln's Sparrow,3411.977829,X,X,X
White-throated Towhee,24973.60201,X,X,X
White-eared Ground-Sparrow,4363.528614,X,X,X
Albert's Lyrebird,9859.358072,X,X,X
Red-breasted Merganser,36739.92369,X,X,X
Blue-cheeked Bee-eater,59063.93569,X,X,X
Fire-throated Metaltail,13693.25439,X,X,X
Perija Metaltail,637.444996,X,X,X
Black Metaltail,54843.44311,X,X,X
Coppery Metaltail,13483.98552,X,X,X
Viridian Metaltail,19934.54757,X,X,X
Bare-eyed Ground-Dove,41003.49741,X,X,X
Elf Owl,28548.87468,X,X,X
Snowcap,29656.74213,X,X,X
Golden-bellied Flyrobin,1140.915231,X,X,X
Green-tailed Warbler,11768.34883,X,X,X
Finsch's Pygmy-Parrot,16473.11398,X,X,X
Geelvink Pygmy-Parrot,949.4568685,X,X,X
Meek's Pygmy-Parrot,908.4985998,X,X,X
Rusty-browed Warbling-Finch,30941.58422,X,X,X
Buff-throated Warbling-Finch,22171.07516,X,X,X
Ringed Warbling-Finch,46890.48835,X,X,X
Three-striped Hemispingus,31742.78247,X,X,X
Slender-tailed Woodstar,42433.52257,X,X,X
Galapagos Mockingbird,2690.002376,X,X,X
Long-tailed Myna,23487.24669,X,X,X
Olive-striped Flycatcher,15349.32533,X,X,X
Burmese Bushlark,35218.42399,X,X,X
Friedmann's Lark,16262.53636,X,X,X
Somali Long-billed Lark,48054.55225,X,X,X
Olive Flycatcher,35138.92853,X,X,X
Olive-backed Tanager,14990.63237,X,X,X
Gray-cheeked Tit-Babbler,23965.81954,X,X,X
Spot-throat,27323.88654,X,X,X
Whitehead,13901.25513,X,X,X
Pipipi,29725.03061,X,X,X
Andean Motmot,37598.64231,X,X,X
Trinidad Motmot,2015.85881,X,X,X
Blue-capped Motmot,14802.83005,X,X,X
Chestnut-bellied Monarch,10750.10828,X,X,X
Island Monarch,57326.74263,X,X,X
Black-faced Monarch,19138.21667,X,X,X
White-capped Monarch,1968.854319,X,X,X
Littoral Rock-Thrush,7276.641429,X,X,X
Southern Sooty-Woodpecker,41409.49155,X,X,X
Ashy Woodpecker,40084.20128,X,X,X
Northern Sooty-Woodpecker,39419.85028,X,X,X
Ferruginous Flycatcher,4264.361155,X,X,X
Sumba Brown Flycatcher,4133.023168,X,X,X
Plain-capped Ground-Tyrant,16591.96528,X,X,X
Dark-faced Ground-Tyrant,4646.812574,X,X,X
Varied Solitaire,689.794246,X,X,X
Rufous-throated Solitaire,33981.68971,X,X,X
Black-faced Solitaire,12324.33649,X,X,X
Omao,995.3235578,X,X,X
Biak Flycatcher,977.1194611,X,X,X
Azure-crested Flycatcher,170.4102619,X,X,X
Melanesian Flycatcher,12157.60038,X,X,X
Chestnut-throated Flycatcher,5906.592597,X,X,X
Ochre-headed Flycatcher,1286.437789,X,X,X
Palau Flycatcher,176.3414204,X,X,X
Steel-blue Flycatcher,12603.74336,X,X,X
Moluccan Flycatcher,17229.65786,X,X,X
Oceanic Flycatcher,40.87166778,X,X,X
Pohnpei Flycatcher,139.5516806,X,X,X
Puerto Rican Flycatcher,3543.247965,X,X,X
Apical Flycatcher,16045.52299,X,X,X
Sad Flycatcher,4255.517775,X,X,X
Great Crested Flycatcher,7963.352299,X,X,X
Galapagos Flycatcher,3002.438891,X,X,X
Grenada Flycatcher,299.2020649,X,X,X
Lesser Antillean Flycatcher,1707.216831,X,X,X
Sooty-crowned Flycatcher,38479.64063,X,X,X
Stolid Flycatcher,33292.85518,X,X,X
Rufous-tailed Flycatcher,4255.517775,X,X,X
Tepui Redstart,36912.16409,X,X,X
Baird's Flycatcher,37201.55646,X,X,X
Sunda Robin,35365.9657,X,X,X
Foothill Elaenia,6816.870966,X,X,X
Pacific Elaenia,42257.83418,X,X,X
Olive-chested Flycatcher,27203.4456,X,X,X
Unadorned Flycatcher,24433.31215,X,X,X
Orange-crested Flycatcher,17597.88463,X,X,X
White-bellied Pygmy-Tyrant,59290.10264,X,X,X
Rufous-bellied Bush-Tyrant,42400.5826,X,X,X
Two-banded Warbler,44798.58842,X,X,X
Golden-bellied Warbler,16587.33859,X,X,X
White-lored Warbler,1048.867092,X,X,X
Bornean Whistling-Thrush,43760.86744,X,X,X
Sumatran Whistling-Thrush,36011.54494,X,X,X
Javan Whistling-Thrush,9517.90518,X,X,X
Taiwan Whistling-Thrush,8579.744339,X,X,X
Shiny Whistling-Thrush,25836.66388,X,X,X
Ash-colored Tapaculo,45935.61058,X,X,X
Brownish-headed Antbird,21064.84486,X,X,X
Roraiman Antbird,18512.09888,X,X,X
Short-tailed Woodstar,27866.79304,X,X,X
Black-tailed Antbird,12555.31949,X,X,X
Tepui Antpitta,43713.82168,X,X,X
Plain-winged Antwren,53831.69479,X,X,X
Ashy Antwren,25878.08836,X,X,X
Klages's Antwren,21732.55133,X,X,X
Stripe-chested Antwren,59372.64051,X,X,X
Dark-eared Myza,16245.6337,X,X,X
White-eared Myza,3785.401232,X,X,X
White-chinned Myzomela,133.5234075,X,X,X
Banda Myzomela,1983.444339,X,X,X
New Caledonian Myzomela,6383.49892,X,X,X
Cardinal Myzomela,8572.240165,X,X,X
Sulawesi Myzomela,43654.13394,X,X,X
Ashy Myzomela,12620.25643,X,X,X
Sumba Myzomela,3613.914184,X,X,X
Yellow-vented Myzomela,1968.854319,X,X,X
Black-bellied Myzomela,12008.09406,X,X,X
Orange-breasted Myzomela,7046.631906,X,X,X
Crimson-hooded Myzomela,1818.987252,X,X,X
Scarlet-naped Myzomela,6681.362749,X,X,X
Red-bellied Myzomela,1676.934423,X,X,X
Black-headed Myzomela,2281.377956,X,X,X
Bismarck Black Myzomela,712.5324442,X,X,X
Micronesian Myzomela,621.3874893,X,X,X
Sclater's Myzomela,426.9482586,X,X,X
Black-breasted Myzomela,9158.748135,X,X,X
Wakolo Myzomela,2067.694657,X,X,X
Fire-tailed Myzornis,38586.28435,X,X,X
Tepui Parrotlet,18967.22292,X,X,X
Bocage's Sunbird,44115.99085,X,X,X
Red-tufted Sunbird,8227.971287,X,X,X
Purple-breasted Sunbird,27086.50604,X,X,X
Common Sunbird-Asity,21285.56295,X,X,X
Buff-bellied Monarch,3814.669856,X,X,X
Rock Parrot,54878.24952,X,X,X
Orange-billed Lorikeet,44352.70864,X,X,X
Orange-banded Flycatcher,4515.706413,X,X,X
Ochraceous-breasted Flycatcher,35869.25353,X,X,X
Handsome Flycatcher,35659.71699,X,X,X
Pardusco,6730.537927,X,X,X
Grand Comoro Brush-Warbler,398.2369645,X,X,X
Subdesert Brush-Warbler,26919.49666,X,X,X
Moheli Brush-Warbler,80.848335,X,X,X
Shelley's Oliveback,12064.12951,X,X,X
Antillean Piculet,28880.17409,X,X,X
Yellow-throated Honeyeater,25520.56709,X,X,X
Puerto Rican Tanager,3387.80726,X,X,X
Archbold's Newtonia,30052.20315,X,X,X
Rufous-vented Niltava,16393.61679,X,X,X
Tanimbar Boobook,1647.934205,X,X,X
Halmahera Boobook,7762.467308,X,X,X
Solomons Boobook,6652.790262,X,X,X
Northern Boobook,15187.27977,X,X,X
Manus Boobook,706.6190817,X,X,X
Hume's Boobook,2008.874528,X,X,X
Speckled Boobook,58765.98883,X,X,X
Mindanao Boobook,37365.35876,X,X,X
Bismarck Boobook,2994.632027,X,X,X
Chestnut-headed Nunlet,9722.965958,X,X,X
Tawny-breasted Tinamou,53725.07937,X,X,X
Curve-billed Tinamou,20280.99637,X,X,X
Chilean Tinamou,45787.88259,X,X,X
Chaco Nothura,43179.29411,X,X,X
Eurasian Curlew,45051.22146,X,X,X
Andean Potoo,45253.11589,X,X,X
Scrub Nightjar,22134.45459,X,X,X
Choco Poorwill,22363.01487,X,X,X
Yucatan Poorwill,56269.21341,X,X,X
Crag Chilia,15223.73584,X,X,X
Piura Chat-Tyrant,7749.75468,X,X,X
Stripe-faced Wood-Quail,35004.07295,X,X,X
Socotra Starling,1398.611304,X,X,X
Sooty Tern,11.00766066,X,X,X
Mountain Avocetbill,10421.86744,X,X,X
Tit Berrypecker,24069.5981,X,X,X
Bolivian Blackbird,29885.0068,X,X,X
Plum-faced Lorikeet,41702.03044,X,X,X
Orange-cheeked Honeyeater,8611.681147,X,X,X
Fernwren,39521.13852,X,X,X
Mountain Firetail,19755.01267,X,X,X
Ecuadorian Hillstar,14244.98427,X,X,X
Black-breasted Hillstar,21365.51719,X,X,X
Rockwarbler,21993.52108,X,X,X
White-lored Oriole,8564.738104,X,X,X
Buru Oriole,1804.82339,X,X,X
Green-headed Oriole,23605.63455,X,X,X
Black-and-crimson Oriole,9815.550372,X,X,X
Tanimbar Oriole,1076.739515,X,X,X
Seram Oriole,5791.979998,X,X,X
Black Oriole,7885.631083,X,X,X
Timor Oriole,11591.95762,X,X,X
Halmahera Oriole,6991.85643,X,X,X
Philippine Oriole,54083.62579,X,X,X
Piping Bellbird,59049.56867,X,X,X
Pale-footed Swallow,49364.20448,X,X,X
Colombian Chachalaca,45225.26889,X,X,X
Chestnut-winged Chachalaca,42358.30977,X,X,X
White-bellied Chachalaca,22161.55385,X,X,X
Rufous-bellied Chachalaca,44039.16316,X,X,X
Olive-green Tanager,47092.09094,X,X,X
Papuan Logrunner,25246.64914,X,X,X
Chowchilla,9048.952437,X,X,X
Antillean Crested Hummingbird,2986.988874,X,X,X
Cambodian Tailorbird,1900.591672,X,X,X
Green-backed Tailorbird,34582.37825,X,X,X
White-eared Tailorbird,7973.113634,X,X,X
Rufous-fronted Tailorbird,46544.99575,X,X,X
Yellow-breasted Tailorbird,7064.415303,X,X,X
Olive-backed Tailorbird,54158.91675,X,X,X
Rajah Scops-Owl,14997.48227,X,X,X
Pallid Scops-Owl,54442.05542,X,X,X
Sangihe Scops-Owl,214.8769445,X,X,X
Ryukyu Scops-Owl,1549.959303,X,X,X
Everett's Scops-Owl,46166.80388,X,X,X
Luzon Scops-Owl,7654.902763,X,X,X
Moluccan Scops-Owl,32497.15135,X,X,X
Mayotte Scops-Owl,143.2324349,X,X,X
Philippine Scops-Owl,41073.44629,X,X,X
Mindanao Scops-Owl,640.2013104,X,X,X
Wallace's Scops-Owl,10916.87351,X,X,X
Simeulue Scops-Owl,599.3791225,X,X,X
Green-bearded Helmetcrest,7603.736756,X,X,X
White-bearded Helmetcrest,3336.877864,X,X,X
Green-backed Whistler,40306.68616,X,X,X
Wallacean Whistler,2116.134508,X,X,X
Golden-backed Whistler,21811.55239,X,X,X
New Caledonian Whistler,6383.49892,X,X,X
Samoan Whistler,1110.869786,X,X,X
Rusty-breasted Whistler,30083.75378,X,X,X
Drab Whistler,16880.52817,X,X,X
White-vented Whistler,48323.00816,X,X,X
Rusty Whistler,39908.25268,X,X,X
Bornean Whistler,32534.56259,X,X,X
Guadalcanal Hooded Whistler,100.4787504,X,X,X
Tongan Whistler,54.11759992,X,X,X
White-bellied Whistler,1538.300144,X,X,X
Lorentz's Whistler,18327.97555,X,X,X
Black-chinned Whistler,9442.852802,X,X,X
Vogelkop Whistler,3342.808612,X,X,X
Brown-backed Whistler,26311.54588,X,X,X
Black-headed Whistler,12815.01813,X,X,X
Bare-throated Whistler,7754.461265,X,X,X
Oriole Whistler,14095.44746,X,X,X
Fawn-breasted Whistler,8459.157124,X,X,X
Island Whistler,3713.050471,X,X,X
Bougainville Hooded Whistler,228.2009972,X,X,X
Regent Whistler,51205.49887,X,X,X
Gray Whistler,35984.94013,X,X,X
Sulphur-bellied Whistler,19101.55478,X,X,X
Morningbird,176.3197412,X,X,X
Fiji Whistler,7046.713457,X,X,X
Green-backed Robin,20857.81266,X,X,X
Jamaican Becard,4255.517775,X,X,X
Rufous-naped Greenlet,16288.63362,X,X,X
Fiery-throated Hummingbird,3193.655854,X,X,X
Short-tailed Paradigalla,35411.18288,X,X,X
Long-tailed Paradigalla,1281.611671,X,X,X
Greater Bird-of-Paradise,38325.05663,X,X,X
Emperor Bird-of-Paradise,4143.164844,X,X,X
Red Bird-of-Paradise,1497.081405,X,X,X
Red-fronted Antpecker,37645.82598,X,X,X
Crimson-fronted Cardinal,41443.36815,X,X,X
Abyssinian Catbird,30477.06967,X,X,X
Bronze Parotia,300.9150118,X,X,X
Carola's Parotia,8921.941212,X,X,X
Lawes's Parotia,37180.56612,X,X,X
Western Parotia,2783.545103,X,X,X
Kordofan Rufous Sparrow,55439.38115,X,X,X
Cape Verde Sparrow,1384.260372,X,X,X
Kenya Rufous Sparrow,34795.54324,X,X,X
Orange-breasted Bunting,54296.59727,X,X,X
Rose-bellied Bunting,2694.901861,X,X,X
Dusky Pigeon,33601.23702,X,X,X
Brown-winged Kingfisher,48766.47646,X,X,X
American White Pelican,10263.47656,X,X,X
Black-capped Babbler,46970.86712,X,X,X
Brown-capped Babbler,20571.69611,X,X,X
Band-tailed Guan,34264.95621,X,X,X
Red-faced Guan,12318.3136,X,X,X
Mindanao Hornbill,45432.24462,X,X,X
Luzon Hornbill,40409.61286,X,X,X
Highland Guan,39865.62028,X,X,X
White-rumped Robin,19931.06902,X,X,X
Smoky Robin,17606.95287,X,X,X
White-winged Robin,29898.45145,X,X,X
Ashy Minivet,1748.710428,X,X,X
Flores Minivet,11591.17559,X,X,X
Sunda Minivet,59925.16557,X,X,X
Ryukyu Minivet,22430.01412,X,X,X
Chestnut-collared Swallow,42406.31476,X,X,X
Snow Mountain Robin,1041.942304,X,X,X
Subalpine Robin,6256.129971,X,X,X
Pacific Robin,14.6397104,X,X,X
Pink Robin,26277.02418,X,X,X
Chestnut-quilled Rock-Pigeon,21297.226,X,X,X
Black-chested Sparrow,32398.69154,X,X,X
Bridled Sparrow,20308.22204,X,X,X
Cinnamon-tailed Sparrow,2467.865254,X,X,X
Spot-breasted Thornbird,46171.63139,X,X,X
Black-crowned Palm-Tanager,25844.45188,X,X,X
Gray-crowned Palm-Tanager,3578.694899,X,X,X
Minute Hermit,59832.26911,X,X,X
Mexican Hermit,35184.08752,X,X,X
White-browed Hermit,57110.77971,X,X,X
White-whiskered Hermit,46305.62958,X,X,X
Spotted Shag,32882.79905,X,X,X
White-eared Brown-Dove,45691.96027,X,X,X
White-tipped Quetzal,8441.189462,X,X,X
Resplendent Quetzal,57566.56258,X,X,X
Black-thighed Grosbeak,7569.74059,X,X,X
Black-throated Wren,13345.96085,X,X,X
Inca Wren,6937.33849,X,X,X
Plain-tailed Wren,19407.95944,X,X,X
Speckle-breasted Wren,6027.642164,X,X,X
Sooty-headed Wren,19721.51806,X,X,X
Collared Lory,7000.6947,X,X,X
White-naped Friarbird,728.9210165,X,X,X
Brass's Friarbird,3812.929586,X,X,X
New Britain Friarbird,13642.94001,X,X,X
New Caledonian Friarbird,6880.348595,X,X,X
New Ireland Friarbird,662.0605827,X,X,X
Timor Friarbird,11119.33141,X,X,X
Gray Friarbird,206.1991812,X,X,X
Black-faced Friarbird,3265.085178,X,X,X
Seram Friarbird,6592.342087,X,X,X
Velvet Asity,17890.73799,X,X,X
Schlegel's Asity,29200.60882,X,X,X
North Island Saddleback,1.797659255,X,X,X
Banded Quail,35073.76444,X,X,X
Slaty-winged Foliage-gleaner,43032.36982,X,X,X
Ecuadorian Piedtail,9820.05468,X,X,X
Sri Lanka Bay-Owl,29033.11043,X,X,X
Pale-olive Greenbul,58720.94624,X,X,X
Toro Olive-Greenbul,51992.11246,X,X,X
Sassi's Greenbul,15179.97643,X,X,X
Cameroon Olive-Greenbul,17131.5407,X,X,X
Gray-headed Greenbul,12115.03885,X,X,X
Rufous-headed Tailorbird,2956.438672,X,X,X
Ashy-headed Tyrannulet,55801.17128,X,X,X
Plumbeous-crowned Tyrannulet,27769.39243,X,X,X
Sclater's Tyrannulet,33590.73693,X,X,X
Serra do Mar Tyrannulet,59408.49807,X,X,X
Rufous-lored Tyrannulet,2017.592611,X,X,X
Yellow-green Tyrannulet,6668.954852,X,X,X
Ecuadorian Tyrannulet,9520.754116,X,X,X
Oustalet's Tyrannulet,28913.05882,X,X,X
Cinnamon-faced Tyrannulet,36520.84803,X,X,X
Rufous-browed Tyrannulet,8261.06269,X,X,X
Lemon-throated Leaf Warbler,46784.89635,X,X,X
Sunda Warbler,6716.167693,X,X,X
Black-capped Woodland-Warbler,19561.46645,X,X,X
Red-faced Woodland-Warbler,31518.19018,X,X,X
Island Leaf Warbler,130.5809774,X,X,X
Kloss's Leaf Warbler,36477.57478,X,X,X
Philippine Leaf Warbler,51586.51957,X,X,X
Timor Leaf Warbler,13981.07901,X,X,X
Buff-barred Warbler,33158.90541,X,X,X
Sulawesi Leaf Warbler,26708.88945,X,X,X
Buff-throated Warbler,3980.159748,X,X,X
Gray-crowned Warbler,24291.85558,X,X,X
Bianchi's Warbler,22189.08842,X,X,X
Stripe-cheeked Woodpecker,2142.16957,X,X,X
Lita Woodpecker,41203.12751,X,X,X
Rufous-winged Woodpecker,35748.75552,X,X,X
Plain-breasted Piculet,22277.92101,X,X,X
Chestnut Piculet,50551.42966,X,X,X
Ocellated Piculet,38791.30375,X,X,X
Tawny Piculet,46174.74613,X,X,X
Rusty-necked Piculet,4475.284672,X,X,X
Grayish Piculet,10573.22101,X,X,X
Ochraceous Piculet,16163.31599,X,X,X
Arrowhead Piculet,14165.24025,X,X,X
Ecuadorian Piculet,17353.5213,X,X,X
Fine-barred Piculet,15268.05261,X,X,X
Cinereous Finch,16169.91078,X,X,X
Speckle-faced Parrot,58095.57955,X,X,X
Collared Towhee,44037.75134,X,X,X
Golden-breasted Fruiteater,32357.101,X,X,X
Fiery-throated Fruiteater,34055.32977,X,X,X
Handsome Fruiteater,4652.084988,X,X,X
Scarlet-breasted Fruiteater,43907.82913,X,X,X
Band-tailed Fruiteater,46770.69234,X,X,X
Orange-breasted Fruiteater,5342.537297,X,X,X
Black-chested Fruiteater,10937.91083,X,X,X
Masked Fruiteater,30199.13581,X,X,X
Red-banded Fruiteater,9570.879669,X,X,X
Gray-headed Piprites,46263.67074,X,X,X
Rose-throated Tanager,40807.55939,X,X,X
Red-hooded Tanager,31041.94729,X,X,X
Elegant Pitta,30833.02122,X,X,X
Ivory-breasted Pitta,9038.473607,X,X,X
Mangrove Pitta,21850.21636,X,X,X
Black-crowned Antpitta,18985.99753,X,X,X
Rufous-crowned Antpitta,28332.93854,X,X,X
Green Rosella,26274.27182,X,X,X
Yellow-throated Spadebill,44078.35836,X,X,X
White-fronted Wattle-eye,56622.03326,X,X,X
Strange Weaver,23892.48358,X,X,X
Taveta Golden-Weaver,17682.08553,X,X,X
Salvadori's Weaver,45583.9834,X,X,X
Nelicourvi Weaver,53849.53916,X,X,X
Black-chinned Weaver,32585.87663,X,X,X
Principe Golden-Weaver,56.62299926,X,X,X
Tanganyika Masked-Weaver,13413.2046,X,X,X
Lake Lufira Masked-Weaver,2003.868903,X,X,X
Sao Tome Weaver,331.4724996,X,X,X
Fox's Weaver,4893.674183,X,X,X
Bocage's Weaver,30084.98256,X,X,X
Weyns's Weaver,21988.24081,X,X,X
European Golden-Plover,19129.48174,X,X,X
Taiwan Cupwing,6582.745463,X,X,X
Immaculate Cupwing,22956.84658,X,X,X
Red-necked Grebe,3104.088031,X,X,X
Pere David's Tit,21932.2997,X,X,X
Caspian Tit,29911.26528,X,X,X
Black-chinned Robin,43709.7714,X,X,X
Black-backed Tody-Flycatcher,2655.523053,X,X,X
Rufous-crowned Tody-Flycatcher,50030.03154,X,X,X
Ruddy Tody-Flycatcher,11133.88702,X,X,X
Buff-cheeked Tody-Flycatcher,2837.561199,X,X,X
Brown-necked Parrot,36755.63081,X,X,X
White-tailed Warbler,14375.76091,X,X,X
California Gnatcatcher,52475.19172,X,X,X
Slate-throated Gnatcatcher,55795.92885,X,X,X
Bronze-tailed Peacock-Pheasant,32126.87372,X,X,X
Palawan Peacock-Pheasant,4436.041223,X,X,X
Tepui Goldenthroat,28945.0398,X,X,X
Coral-billed Scimitar-Babbler,50552.94292,X,X,X
Sri Lanka Scimitar-Babbler,23335.50821,X,X,X
Taiwan Scimitar-Babbler,12774.20952,X,X,X
Vesper Sparrow,41876.4917,X,X,X
Bolivian Warbling-Finch,25158.79151,X,X,X
Collared Warbling-Finch,44577.0417,X,X,X
Black-throated Prinia,34806.58584,X,X,X
River Prinia,38054.06206,X,X,X
Sao Tome Prinia,331.4724996,X,X,X
Yellow-breasted Racquet-tail,7700.988003,X,X,X
Buru Racquet-tail,2426.84834,X,X,X
Palawan Flowerpecker,5211.816687,X,X,X
Gray-crested Helmetshrike,20311.85918,X,X,X
Cape Sugarbird,44221.37159,X,X,X
Gurney's Sugarbird,40039.69702,X,X,X
Masked Shining-Parrot,4034.306244,X,X,X
Red Shining-Parrot,2424.398138,X,X,X
Mountain Sawwing,1349.913395,X,X,X
Pygmy Tit,4355.889079,X,X,X
Dusky-green Oropendola,53771.86839,X,X,X
Olive Oropendola,56638.34057,X,X,X
Black Oropendola,41529.37227,X,X,X
Cactus Canastero,25093.74655,X,X,X
Dusky-tailed Canastero,45822.56979,X,X,X
Gray-and-white Tyrannulet,20044.86866,X,X,X
Buffy Tuftedcheek,2549.447695,X,X,X
White-bellied Pitohui,233.9867975,X,X,X
Rufous-bellied Mountain-Tanager,9799.919643,X,X,X
Jamaican Owl,4255.516637,X,X,X
Black-headed Hemispingus,26045.44329,X,X,X
Drab Hemispingus,35612.84513,X,X,X
Bronze-olive Pygmy-Tyrant,57288.10666,X,X,X
Hazel-fronted Pygmy-Tyrant,26635.54574,X,X,X
Flame-fronted Barbet,10025.18133,X,X,X
Turquoise-throated Barbet,327.0149591,X,X,X
Brown-throated Barbet,2605.526722,X,X,X
Bornean Barbet,58150.16043,X,X,X
Chinese Barbet,21115.64527,X,X,X
Yellow-fronted Barbet,9680.215566,X,X,X
Black-banded Barbet,29096.02559,X,X,X
Malabar Barbet,39648.60745,X,X,X
Mountain Barbet,20833.81169,X,X,X
