LocalityString,Country,State,County,Lat,Lon,Correction Status,Precision,Error Polygon,Error Polygon (circular polygon),Multiplot,AviList,Source,Specimen.number,n_specimens,Code
"Dinge, Cabinda",Angola,,,-5,12.333333,yes,Low(37),Unavailable,"-12.083333,15.533333,CABINDA|Unavailable|Unavailable|Low(37),-9.15,14.95,CABINDA|Unavailable|Unavailable|Low(37),-7.322386,15.088764,CABINDA|Unavailable|Unavailable|Low(37),-8.341502,17.008385,CABINDA|Unavailable|Unavailable|Low(37),-11.533333,14.2,CABINDA|Unavailable|Unavailable|Low(37),-16.1,17.65,CABINDA|Unavailable|Unavailable|Low(37),-5.55,12.2,CABINDA|Unavailable|Unavailable|Low(37),-8.166667,18.116667,CABINDA|Unavailable|Unavailable|Low(37),-8.348854,14.31965,CABINDA|Unavailable|Unavailable|Low(37),-4.934231,12.405319,CABINDA|Unavailable|Unavailable|Low(37),-5.453481,12.373098,CABINDA|Unavailable|Unavailable|Low(37),-5.5667,12.2,CABINDA|Unavailable|Unavailable|Low(37),-4.934,12.238,CABINDA|Unavailable|Unavailable|Low(37),-8.977467,14.668007,CABINDA|Unavailable|Unavailable|Low(37),-12.633333,14.6,CABINDA|Unavailable|Unavailable|Low(37),-10.069773,14.986565,CABINDA|Unavailable|Unavailable|Low(37),-5,12.333333,DINGE|Unavailable|Unavailable|Low(35),-5.0167,12.3167,DINGE|Unavailable|Unavailable|Low(35)",,"Neolestes torquatus, Criniger calurus, Thescelocichla leucopleura, Eurillas curvirostris, Eurillas latirostris, Stelgidillas gracilirostris, Phyllastrephus viridiceps, Eurillas gracilis, Chlorocichla falkensteini, Eurillas virens, Phyllastrephus icterinus","Lubango Museum, Angola","29880, 29900, 29907, 29908, 29976, 30179, 29902, 29894, 29962, 29962A, 29729, 29959, 29958, 29730, 29736, 29725, 29744",17,2
Dirico,Angola,,,-17.983333,20.783333,no,High(81),unavailable,"-17.983333,20.783333,DIRICO|Unavailable|Unavailable|High(81),-17.5,20.833333,DIRICO|Unavailable|Unavailable|High(81),-17.9667,20.6667,DIRICO|Unavailable|Unavailable|High(81)",,Pycnonotus barbatus,"Lubango Museum, Angola",9672,1,2
"Dirico, Cuando-Cubango",Angola,,,-17.983333,20.783333,no,Low(44),unavailable,"-15.947,19.383,CUANDO-CUBANGO|Unavailable|Unavailable|Low(44),-9.820437,17.472974,CUBANGO|Unavailable|Unavailable|Low(37),-9.843546,17.398822,CUBANGO|Unavailable|Unavailable|Low(37),-9.635368,17.012745,CUBANGO|Unavailable|Unavailable|Low(37),-9.874108,17.297573,CUBANGO|Unavailable|Unavailable|Low(37),-14.4,16.3,CUBANGO|Unavailable|Unavailable|Low(37),-12.05,15.666667,CUBANGO|Unavailable|Unavailable|Low(37),-9.893231,17.391705,CUBANGO|Unavailable|Unavailable|Low(37),-12.303623,13.826062,CUBANGO|Unavailable|Unavailable|Low(37),-14.466667,16.3,CUBANGO|Unavailable|Unavailable|Low(37),-11.798402,14.613021,CUBANGO|Unavailable|Unavailable|Low(37),-14.066667,15.416667,CUANDO|Unavailable|Unavailable|Low(36),-17.983333,20.783333,DIRICO|Unavailable|Unavailable|Low(36),-13.833333,15.416667,CUANDO|Unavailable|Unavailable|Low(36),-16.5333,22.1167,CUANDO|Unavailable|Unavailable|Low(36),-17.9667,20.6667,DIRICO|Unavailable|Unavailable|Low(36),-12.8,15.85,CUANDO|Unavailable|Unavailable|Low(36),-15.9,19,CUANDO|Unavailable|Unavailable|Low(36),-13.1,15.866667,CUANDO|Unavailable|Unavailable|Low(36),-9.218314,19.255717,CUANDO|Unavailable|Unavailable|Low(36),-9.325577,18.885845,CUANDO|Unavailable|Unavailable|Low(36),-14.433333,18.883333,CUANDO|Unavailable|Unavailable|Low(36),-17.5,20.833333,DIRICO|Unavailable|Unavailable|Low(36),-16.533333,22.116667,CUANDO|Unavailable|Unavailable|Low(36),-13.516667,14.883333,CUANDO|Unavailable|Unavailable|Low(36),-14.216667,16.266667,CUANDO|Unavailable|Unavailable|Low(36)",,Pycnonotus nigricans,"Lubango Museum, Angola",9482,1,2
"Djuma, 800 m alt, affluent de la Semliki, Parc National Albert, Kivu, Congo Belge",DRC,,,0.716667,29.75,yes,Low(50),Unavailable,"-1,29.25,PARC NATIONAL ALBERT|Unavailable|Unavailable|Low(50),0,25,CONGO BELGE|Unavailable|Unavailable|Low(41),1.233333,30.466667,SEMLIKI|Unavailable|Unavailable|Low(37),-4.183333,18.35,DJUMA|Unavailable|Unavailable|Low(35),0,25,CONGO|Unavailable|Unavailable|Low(35),4.4,18.833333,DJUMA|Unavailable|Unavailable|Low(35),0.716667,29.75,DJUMA|Unavailable|Unavailable|Low(35),-2.5,28,KIVU|Unavailable|Unavailable|Low(34)",,Phyllastrephus lorenzi,"Royal Belgian Institute of Natural Sciences, Brussels",RBINS 50788,1,3
"Doi Ang Khang, Mae Ngawn, Chiang Mai",Thailand,,,19.863927,99.051889,yes,Medium(60),,"18.787044,99.004682,(g3)Chiang Mai|Unavailable|7773|Medium(60)",,"Hemixos flavala, Ixos mcclellandii, Pycnonotus aurigaster, Pycnonotus flavescens, Rubigula flaviventris",Field1,"3A04002, 3A04297, 4A01136, 4A01128, 4A01130, 4A01131, 4A01129, 4A01120, 4A01142, 3A04294, 3A04295, 3A04296, 4A01010, 4A01008, 4A01143, 4A01148, 4A01009, 4A01015, 4A01016, 4A01023, 4A01024, 4A01125, 4A01121, 4A01126, 4A01132, 4A01127, 4A01116, 4A01122, 3A04300, 3A04278",30,3
"Doi Chiang Dao, Chiang Dao, Chiang Rai",Thailand,,,19.388334,98.890472,yes,Low(40),Unavailable,"19.388334,98.890472,CHIANG DAO|Unavailable|Unavailable|Low(40),19.365417,98.964528,CHIANG DAO|Unavailable|Unavailable|Low(40),19.908584,99.8325,CHIANG RAI|Unavailable|Unavailable|Low(40),19.886074,99.826645,CHIANG RAI|Unavailable|Unavailable|Low(40),19.3667,98.9833,CHIANG DAO|Unavailable|Unavailable|Low(40),19.9333,99.85,CHIANG RAI|Unavailable|Unavailable|Low(40),19.9167,99.9167,CHIANG RAI|Unavailable|Unavailable|Low(40),19.916667,99.916667,CHIANG RAI|Unavailable|Unavailable|Low(40),19.066667,100.25,RAI|Unavailable|Unavailable|Low(33),12.853658,101.300354,RAI|Unavailable|Unavailable|Low(33),19.41975,100.544861,DOI CHI|Unavailable|Unavailable|Low(24),18.533333,101.066667,DOI CHI|Unavailable|Unavailable|Low(24)",,"Iole propinqua, Microtarsus melanocephalos, Pycnonotus aurigaster, Pycnonotus finlaysoni, Pycnonotus flavescens, Rubigula flaviventris, Pycnonotus jocosus, Alophoixus pallidus",Field1,"3A10702, 3A10706, 3A03678, 3A10703, 3A10705, 3A10731, 3A10715, 4A02462, 3A03680, 3A03685, 3A03672, 3A03681, 3A03674, 3A10708, 3A10727, 3A10726, 3A10725, 3A10723, 3A10718, 3A03679, 3A10713, 3A10707, 4A01181, 4A01175, 4A04562, 4A01174, 4A01173, 4A01172, 4A04557, 4A02460, 4A02461, 3A03693, 4A04565, 4A04566, 4A04563, 4A01179, 3A03694, 4A01178, 3A04409, 3A10704, 3A10724, 3A10722, 3A03682, 3A10721, 3A10720, 3A03673, 3A10712, 3A10701, 4A01040, 4A01038, 3A03683, 3A03684, 3A03668, 3A10717, 3A10719, 4A02459, 4A02455, 4A02452, 4A02453, 3A03671, 3A15544, 4A01165, 4A02456, 4A01045, 4A01046, 4A01044, 4A01043, 4A01042, 4A01039, 4A02451, 4A02463, 4A02457, 4A01041, 4A01049, 4A01048, 4A04553",77,3
Doi Hua Mot,Thailand,,,15.9725,98.844861,yes,High(86),Unavailable,"15.9725,98.844861,DOI HUA MOT|Unavailable|Unavailable|High(86),17.550834,97.948472,DOI HUA MOT|Unavailable|Unavailable|High(86),17.559945,97.964445,DOI HUA MOT|Unavailable|Unavailable|High(86),16.680334,98.825555,DOI HUA MOT|Unavailable|Unavailable|High(86),18.195306,99.151306,DOI HUA MOT|Unavailable|Unavailable|High(86),18.349889,98.881694,DOI HUA MOT|Unavailable|Unavailable|High(86),17.797167,98.557472,DOI HUA MOT|Unavailable|Unavailable|High(86)",,Hypsipetes thompsoni,Smithsonian NMNH,USNM 334529,1,3
"Doi Lang, Mae Ai, Chiang Rai",Thailand,,,20.112945,99.260222,yes,Low(40),Unavailable,"19.916667,99.916667,CHIANG RAI|Unavailable|Unavailable|Low(40),19.908584,99.8325,CHIANG RAI|Unavailable|Unavailable|Low(40),19.886074,99.826645,CHIANG RAI|Unavailable|Unavailable|Low(40),19.9333,99.85,CHIANG RAI|Unavailable|Unavailable|Low(40),19.9167,99.9167,CHIANG RAI|Unavailable|Unavailable|Low(40),20.112945,99.260222,DOI LANG|Unavailable|Unavailable|Low(38),19.991361,99.339764,MAE AI|Unavailable|Unavailable|Low(36),20.028834,99.298334,MAE AI|Unavailable|Unavailable|Low(36),10.232222,98.737944,LANG|Unavailable|Unavailable|Low(34),12.288248,102.251123,LANG|Unavailable|Unavailable|Low(34),10.241939,98.742105,LANG|Unavailable|Unavailable|Low(34),19.066667,100.25,RAI|Unavailable|Unavailable|Low(33),12.853658,101.300354,RAI|Unavailable|Unavailable|Low(33),17.309445,99.216445,DOI LAN|Unavailable|Unavailable|Low(24),20.063111,99.329,DOI LAN|Unavailable|Unavailable|Low(24),20.227695,100.157389,DOI LAN|Unavailable|Unavailable|Low(24),17.231667,99.234222,DOI LAN|Unavailable|Unavailable|Low(24),19.810028,100.051222,DOI LAN|Unavailable|Unavailable|Low(24),19.541917,99.600528,DOI LAN|Unavailable|Unavailable|Low(24),17.02025,99.141889,DOI LAN|Unavailable|Unavailable|Low(24),19.489834,97.895584,DOI LAN|Unavailable|Unavailable|Low(24),19.778778,99.56325,DOI LAN|Unavailable|Unavailable|Low(24),18.964945,98.582028,DOI LAN|Unavailable|Unavailable|Low(24),19.675084,99.9435,DOI LAN|Unavailable|Unavailable|Low(24)",,"Hemixos flavala, Ixos mcclellandii, Pycnonotus flavescens",Field1,"4A02766, 4A02753, 4A02756, 4A02570, 4A02754, 4A02769, 4A01158",7,3
Doi Pha Hom Pok,Thailand,,,20.01165,99.156943,yes,High(90),,"20.13032,99.206381,DOI PHA HOM POK|Unavailable|Unavailable|High(90)",,Hypsipetes thompsoni,Smithsonian NMNH,USNM 534768,1,3
Doi Suthep,Thailand,,,18.803611,98.921222,no,High(85),unavailable,"18.803611,98.921222,DOI SUTHEP|Unavailable|Unavailable|High(85),18.81625,98.891806,DOI SUTHEP|Unavailable|Unavailable|High(85)",,Hypsipetes thompsoni,Smithsonian NMNH,USNM 336675,1,3
"Doi Wao, Tha Wang Pha, Nan",Thailand,,,19.137743,100.64109,yes,Low(42),Unavailable,"19.121889,100.811056,THA WANG PHA|Unavailable|Unavailable|Low(42),19.117972,100.651361,DOI WAO|Unavailable|Unavailable|Low(37),19.103778,100.720583,DOI WAO|Unavailable|Unavailable|Low(37),17.123263,99.063844,WANG|Unavailable|Unavailable|Low(34),18.783778,100.778993,NAN|Unavailable|Unavailable|Low(33),15.700628,100.142748,NAN|Unavailable|Unavailable|Low(33),18.8333,100.6667,NAN|Unavailable|Unavailable|Low(33),15,100,THA|Unavailable|Unavailable|Low(33),18.833333,100.666667,NAN|Unavailable|Unavailable|Low(33),18.7833,100.7833,NAN|Unavailable|Unavailable|Low(33),18.808301,100.784018,NAN|Unavailable|Unavailable|Low(33)",,"Pycnonotus flavescens, Alophoixus pallidus",Field1,"3A00749, 3A00750, 3A00748, 4A01377",4,3
Doi Inthanon,Thailand,,,18.587834,98.486306,yes,High(87),,"18.587834,98.486306,DOI INTHANON|Unavailable|Unavailable|High(87)",,Hypsipetes thompsoni,Smithsonian NMNH,USNM 335745,1,3
"Dolondolo (Capira), Moçâmedes",Angola,,,-13.816667,13.133333,yes,Low(39),Unavailable,"-8.171682,16.841674,MOÇÂMEDES|Unavailable|Unavailable|Low(39),-15.766667,12.4,MOÇÂMEDES|Unavailable|Unavailable|Low(39),-13.816667,13.133333,DOLONDOLO|Unavailable|Unavailable|Low(39),-15.196111,12.152222,MOÇÂMEDES|Unavailable|Unavailable|Low(39),-15.331,12.66,MOÇÂMEDES|Unavailable|Unavailable|Low(39),-15.1667,12.15,MOÇÂMEDES|Unavailable|Unavailable|Low(39),-8.984279,15.349197,CAPIRA|Unavailable|Unavailable|Low(36),-13.783333,13.1,CAPIRA|Unavailable|Unavailable|Low(36),-12.983333,14.183333,CAPIRA|Unavailable|Unavailable|Low(36),-14.826612,16.652383,CAPIRA|Unavailable|Unavailable|Low(36),-12.43897,15.270236,CAPIRA|Unavailable|Unavailable|Low(36),-13.2,14.333333,CAPIRA|Unavailable|Unavailable|Low(36)",,Phyllastrephus fulviventris,"Lubango Museum, Angola",33506,1,2
"Dreamland, Gingoog, Mindanao",Phillippines,,,8.827778,125.099722,yes,Low(39),Unavailable,"14.679077,121.112658,DREAMLAND|Unavailable|Unavailable|Low(39),8.833333,125.116667,GINGOOG|Unavailable|Unavailable|Low(37),17.559226,120.349376,MINDORO|Unavailable|Unavailable|Low(37),8.827778,125.099722,GINGOOG|Unavailable|Unavailable|Low(37),12.9304,121.0947,MINDORO|Unavailable|Unavailable|Low(37),15.05,120.066667,MINDORO|Unavailable|Unavailable|Low(37),16.9158,120.4092,MINDORO|Unavailable|Unavailable|Low(37),17.562021,120.355611,MINDORO|Unavailable|Unavailable|Low(37),16.911068,120.412269,MINDORO|Unavailable|Unavailable|Low(37),12.8333,121.0833,MINDORO|Unavailable|Unavailable|Low(37),8.8333,125.1333,GINGOOG|Unavailable|Unavailable|Low(37),14.662121,121.030999,MINDORO|Unavailable|Unavailable|Low(37),8.816667,125.166667,GINGOOG|Unavailable|Unavailable|Low(37)",,Pycnonotus goiavier,NMNH Philippines,NA,1,3
Dumurug Point,Philippines,,,11.94696,124.049207,no,High(88),unavailable,"11.94696,124.049207,DUMURUG POINT|Unavailable|Unavailable|High(88)",,Hypsipetes guimarasensis,Smithsonian NMNH,USNM 211468,1,2
Dundo - (Rio Luachimo),Angola,,,-7.391077,20.849637,yes,Low(38),Unavailable,"-8.609159,20.775148,LUACHIMO|Unavailable|Unavailable|Low(38),-9.662149,20.571428,LUACHIMO|Unavailable|Unavailable|Low(38),-7.363303,20.819486,LUACHIMO|Unavailable|Unavailable|Low(38),-10.52889,20.216842,LUACHIMO|Unavailable|Unavailable|Low(38),-7.34469,20.820081,LUACHIMO|Unavailable|Unavailable|Low(38),-10.650861,20.207815,LUACHIMO|Unavailable|Unavailable|Low(38),-10.781908,19.943711,LUACHIMO|Unavailable|Unavailable|Low(38),-6.561914,20.967439,LUACHIMO|Unavailable|Unavailable|Low(38),-10.175988,14.477772,DUNDO|Unavailable|Unavailable|Low(35),-9.778621,14.723898,DUNDO|Unavailable|Unavailable|Low(35),-9.795211,14.701588,DUNDO|Unavailable|Unavailable|Low(35),-6.583333,15.95,DUNDO|Unavailable|Unavailable|Low(35),-7.308461,14.887875,DUNDO|Unavailable|Unavailable|Low(35),-8.104483,16.339299,DUNDO|Unavailable|Unavailable|Low(35),-12.6,15.1,DUNDO|Unavailable|Unavailable|Low(35),-8.189989,15.472885,DUNDO|Unavailable|Unavailable|Low(35),-12.583333,15.2,DUNDO|Unavailable|Unavailable|Low(35),-9.932275,22.111252,DUNDO|Unavailable|Unavailable|Low(35),-10.142872,14.476799,DUNDO|Unavailable|Unavailable|Low(35),-9.825747,13.71643,DUNDO|Unavailable|Unavailable|Low(35),-9.778988,13.745882,DUNDO|Unavailable|Unavailable|Low(35),-10.453886,16.582048,DUNDO|Unavailable|Unavailable|Low(35),-10.890555,15.845687,DUNDO|Unavailable|Unavailable|Low(35),-11.345328,14.770407,DUNDO|Unavailable|Unavailable|Low(35),-7.359712,20.840976,DUNDO|Unavailable|Unavailable|Low(35),-10.019761,13.736804,DUNDO|Unavailable|Unavailable|Low(35),-10.440765,14.491933,DUNDO|Unavailable|Unavailable|Low(35),-10.846872,15.826951,DUNDO|Unavailable|Unavailable|Low(35),-7.34469,20.820081,DUNDO|Unavailable|Unavailable|Low(35),-10.249304,14.524269,DUNDO|Unavailable|Unavailable|Low(35),-11.511464,14.863689,DUNDO|Unavailable|Unavailable|Low(35),-9.140969,16.463179,RIO LUA|Unavailable|Unavailable|Low(24),-8.712217,16.791294,RIO LUA|Unavailable|Unavailable|Low(24)",,Bleda syndactylus,"Lubango Museum, Angola",34509,1,3
"Dundo, Lunda",Angola,,,-7.374711,20.820755,yes,Low(35),Unavailable,"-6.599268,15.399876,LUNDA|Unavailable|Unavailable|Low(35),-7.403302,15.438751,LUNDA|Unavailable|Unavailable|Low(35),-6.184688,16.649665,LUNDA|Unavailable|Unavailable|Low(35),-8.104483,16.339299,DUNDO|Unavailable|Unavailable|Low(35),-9.932275,22.111252,DUNDO|Unavailable|Unavailable|Low(35),-9.778621,14.723898,DUNDO|Unavailable|Unavailable|Low(35),-6.001256,13.888564,LUNDA|Unavailable|Unavailable|Low(35),-8.189989,15.472885,DUNDO|Unavailable|Unavailable|Low(35),-6.816667,15.3,LUNDA|Unavailable|Unavailable|Low(35),-6.416667,14.033333,LUNDA|Unavailable|Unavailable|Low(35),-6.583333,15.95,DUNDO|Unavailable|Unavailable|Low(35),-12.6,15.1,DUNDO|Unavailable|Unavailable|Low(35),-12.583333,15.2,DUNDO|Unavailable|Unavailable|Low(35),-6.342984,14.127436,LUNDA|Unavailable|Unavailable|Low(35),-6.316667,13.983333,LUNDA|Unavailable|Unavailable|Low(35),-8.55,17.766667,LUNDA|Unavailable|Unavailable|Low(35),-9.795211,14.701588,DUNDO|Unavailable|Unavailable|Low(35),-10.019761,13.736804,DUNDO|Unavailable|Unavailable|Low(35),-9.778988,13.745882,DUNDO|Unavailable|Unavailable|Low(35),-10.249304,14.524269,DUNDO|Unavailable|Unavailable|Low(35),-10.92571,14.836404,LUNDA|Unavailable|Unavailable|Low(35),-10.95055,15.463445,LUNDA|Unavailable|Unavailable|Low(35),-10.893313,15.427704,LUNDA|Unavailable|Unavailable|Low(35),-9.825747,13.71643,DUNDO|Unavailable|Unavailable|Low(35),-7.359712,20.840976,DUNDO|Unavailable|Unavailable|Low(35),-10.175988,14.477772,DUNDO|Unavailable|Unavailable|Low(35),-7.266667,15.066667,LUNDA|Unavailable|Unavailable|Low(35),-7.308461,14.887875,DUNDO|Unavailable|Unavailable|Low(35),-10.142872,14.476799,DUNDO|Unavailable|Unavailable|Low(35),-7.34469,20.820081,DUNDO|Unavailable|Unavailable|Low(35),-11.511464,14.863689,DUNDO|Unavailable|Unavailable|Low(35),-7.25,15.083333,LUNDA|Unavailable|Unavailable|Low(35),-10.440765,14.491933,DUNDO|Unavailable|Unavailable|Low(35)",,Eurillas curvirostris,"Lubango Museum, Angola",27469,1,3
"Dunga (Carmona), Uíge",Angola,,,-9.830241,15.077082,yes,Low(37),Unavailable,"-7.613282,15.056621,CARMONA|Unavailable|Unavailable|Low(37),-9.716667,15.45,DUNGA|Unavailable|Unavailable|Low(35),-9.803881,15.035927,DUNGA|Unavailable|Unavailable|Low(35),-9.797501,14.991025,DUNGA|Unavailable|Unavailable|Low(35),-9.824669,15.063913,DUNGA|Unavailable|Unavailable|Low(35),-9.830241,15.077082,DUNGA|Unavailable|Unavailable|Low(35),-7.613282,15.056621,UÍGE|Unavailable|Unavailable|Low(34),-7.569171,15.090357,UÍGE|Unavailable|Unavailable|Low(34),-7.6167,15.05,UÍGE|Unavailable|Unavailable|Low(34),-7.107,15.44,UÍGE|Unavailable|Unavailable|Low(34),-7.107191,15.440565,UÍGE|Unavailable|Unavailable|Low(34)",,"Stelgidillas gracilirostris, Chlorocichla falkensteini","Lubango Museum, Angola","27169, 27172",2,2
"Dunga (Massucona), Uíge",Angola,,,-9.830241,15.077082,yes,Low(35),Unavailable,"-9.803881,15.035927,DUNGA|Unavailable|Unavailable|Low(35),-9.797501,14.991025,DUNGA|Unavailable|Unavailable|Low(35),-9.830241,15.077082,DUNGA|Unavailable|Unavailable|Low(35),-9.716667,15.45,DUNGA|Unavailable|Unavailable|Low(35),-9.824669,15.063913,DUNGA|Unavailable|Unavailable|Low(35),-7.107,15.44,UÍGE|Unavailable|Unavailable|Low(34),-7.569171,15.090357,UÍGE|Unavailable|Unavailable|Low(34),-7.6167,15.05,UÍGE|Unavailable|Unavailable|Low(34),-7.613282,15.056621,UÍGE|Unavailable|Unavailable|Low(34),-7.107191,15.440565,UÍGE|Unavailable|Unavailable|Low(34),-14.76713,15.95607,MASSUCO|Unavailable|Unavailable|Low(24)",,Neolestes torquatus,"Lubango Museum, Angola","27144, 27257",2,2
"Durban, Natal",South Africa,,,-29.858039,31.019885,yes,Medium(63),,"-29.854316,31.058165,(g3)DURBAN  NATAL|Unavailable|8201|Medium(63),-29.854316,31.058165,(g3)Durban  Natal|Unavailable|8201|Medium(63)",,Pycnonotus barbatus,"Lubango Museum, Angola",40191,1,3
E Java,Indonesia,,,-7.767761,112.580919,yes,Low(34),,"-7.4,110,JAVA|Unavailable|Unavailable|Low(34),-7.491667,110.004444,JAVA|Unavailable|Unavailable|Low(34)",,Rubigula dispar,Queensland Museum,O7865,1,4
Elmina,Ghana,,,5.103488,-1.342552,yes,High(81),Unavailable,"6.037971,1.075046,ELMINA|Unavailable|Unavailable|High(81),5.089809,-1.348045,ELMINA|Unavailable|Unavailable|High(81),5.089809,-1.348045,ELMINA|Unavailable|Unavailable|High(81)",,Criniger calurus,RMNH,RMNH.AVES.126342,1,2
Est. do Caitou (V. Arriaga),Angola,,,-14.4667,13.1167,yes,Low(36),Unavailable,"-14.483333,13.083333,CAITOU|Unavailable|Unavailable|Low(36),-14.4667,13.1167,CAITOU|Unavailable|Unavailable|Low(36)",,Chlorocichla flaviventris,"Lubango Museum, Angola",6686,1,2
Estação Agríc. (Humpata),Angola,,,-15.016667,13.383333,yes,Low(37),,"-15.016667,13.383333,HUMPATA|Unavailable|Unavailable|Low(37),-15.316667,13.466667,HUMPATA|Unavailable|Unavailable|Low(37),-15.0167,13.3833,HUMPATA|Unavailable|Unavailable|Low(37),-15.072501,13.367711,HUMPATA|Unavailable|Unavailable|Low(37)",,Pycnonotus barbatus,"Lubango Museum, Angola",6630,1,2
"Estrada de Turismo (Dundo), Lunda",Angola,,,-7.378648,20.835046,yes,Low(35),,"-6.599268,15.399876,LUNDA|Unavailable|Unavailable|Low(35),-7.403302,15.438751,LUNDA|Unavailable|Unavailable|Low(35),-6.184688,16.649665,LUNDA|Unavailable|Unavailable|Low(35),-8.104483,16.339299,DUNDO|Unavailable|Unavailable|Low(35),-9.932275,22.111252,DUNDO|Unavailable|Unavailable|Low(35),-9.778621,14.723898,DUNDO|Unavailable|Unavailable|Low(35),-6.001256,13.888564,LUNDA|Unavailable|Unavailable|Low(35),-8.189989,15.472885,DUNDO|Unavailable|Unavailable|Low(35),-6.816667,15.3,LUNDA|Unavailable|Unavailable|Low(35),-6.416667,14.033333,LUNDA|Unavailable|Unavailable|Low(35),-6.583333,15.95,DUNDO|Unavailable|Unavailable|Low(35),-12.6,15.1,DUNDO|Unavailable|Unavailable|Low(35),-12.583333,15.2,DUNDO|Unavailable|Unavailable|Low(35),-6.342984,14.127436,LUNDA|Unavailable|Unavailable|Low(35),-6.316667,13.983333,LUNDA|Unavailable|Unavailable|Low(35),-8.55,17.766667,LUNDA|Unavailable|Unavailable|Low(35),-9.795211,14.701588,DUNDO|Unavailable|Unavailable|Low(35),-10.019761,13.736804,DUNDO|Unavailable|Unavailable|Low(35),-9.778988,13.745882,DUNDO|Unavailable|Unavailable|Low(35),-10.249304,14.524269,DUNDO|Unavailable|Unavailable|Low(35),-10.92571,14.836404,LUNDA|Unavailable|Unavailable|Low(35),-10.95055,15.463445,LUNDA|Unavailable|Unavailable|Low(35),-10.893313,15.427704,LUNDA|Unavailable|Unavailable|Low(35),-9.825747,13.71643,DUNDO|Unavailable|Unavailable|Low(35),-7.359712,20.840976,DUNDO|Unavailable|Unavailable|Low(35),-10.175988,14.477772,DUNDO|Unavailable|Unavailable|Low(35),-7.266667,15.066667,LUNDA|Unavailable|Unavailable|Low(35),-7.308461,14.887875,DUNDO|Unavailable|Unavailable|Low(35),-10.142872,14.476799,DUNDO|Unavailable|Unavailable|Low(35),-7.34469,20.820081,DUNDO|Unavailable|Unavailable|Low(35),-11.511464,14.863689,DUNDO|Unavailable|Unavailable|Low(35),-7.25,15.083333,LUNDA|Unavailable|Unavailable|Low(35),-10.440765,14.491933,DUNDO|Unavailable|Unavailable|Low(35)",,"Eurillas curvirostris, Eurillas latirostris, Stelgidillas gracilirostris, Chlorocichla simplex, Eurillas gracilis, Eurillas virens","Lubango Museum, Angola","27633, 27650, 27648, 27668, 27669, 27718, 27628, 27636, 27549, 27716, 28430, 27631, 27551, 27647, 27592, 27683, 27594, 27591, 27659, 27603, 27679, 27667, 27526, 27725",24,2
"F. Prototipo, (Salazar), C. Norte",Angola,,,-9.3,14.916667,yes,Low(37),Unavailable,"-8.656648,15.80302,SALAZAR|Unavailable|Unavailable|Low(37),-9.3,14.916667,SALAZAR|Unavailable|Unavailable|Low(37),-12.31065,13.604652,NORTE|Unavailable|Unavailable|Low(35)",,"Stelgidillas gracilirostris, Chlorocichla simplex","Lubango Museum, Angola","39295, 39311",2,2
"F. Restauracao (Salazar), C. Norte",Angola,,,-9.3,14.916667,no,Low(41),unavailable,"-15.8,12.066667,RESTAURACAO|Unavailable|Unavailable|Low(41),-9.316667,14.9,RESTAURACAO|Unavailable|Unavailable|Low(41),-9.3,14.916667,SALAZAR|Unavailable|Unavailable|Low(37),-8.656648,15.80302,SALAZAR|Unavailable|Unavailable|Low(37),-12.31065,13.604652,NORTE|Unavailable|Unavailable|Low(35)",,Chlorocichla falkensteini,"Lubango Museum, Angola",39390,1,2
