"","Species2_eBird","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Tail.Length"
"114","Rubigula flaviventris",0.565666666666667,0.194666666666666,0.117666666666667,0.109666666666667,1.17466666666667,12.6016666666667,3.99766666666667,53.2666666666667
"115","Rubigula gularis",0.2425,0.0433333333333334,0.02,0.0133333333333333,0.835833333333334,3.58333333333333,0.759999999999999,19.3333333333333
"116","Rubigula melanicterus",0.496666666666666,0.19,0.0158333333333334,0.0366666666666667,0.582500000000001,6.66666666666667,2.0825,35.5833333333333
"117","Rubigula montis",0.349166666666667,0.06,0.00916666666666664,0.02,7.76916666666667,11.3333333333333,2.09583333333333,35
"118","Rubigula squamata",0.0225000000000001,0.00333333333333331,0.0166666666666667,0.0366666666666667,0.00916666666666678,8.91666666666667,0.0200000000000001,2.91666666666667
"119","Setornis criniger",3.10333333333333,2.26,0.00666666666666668,0.14,3.9625,62.9166666666667,8.4825,30.9166666666667
"120","Spizixos canifrons",0.0425000000000001,0.0433333333333333,0.0333333333333333,0.2025,4.6025,18,7.40916666666667,6
"121","Spizixos semitorques",0.0833333333333333,0.169166666666667,0.0425,0.109166666666667,0.675833333333333,3.58333333333333,5.2625,3.66666666666667
"122","Stelgidillas gracilirostris",1.38,0.206666666666666,0.0166666666666667,0.0566666666666666,0.533333333333332,0.916666666666667,17.6966666666667,30.9166666666667
"123","Thescelocichla leucopleura",0.9625,0.7625,0.26,0.0625000000000001,0.5825,4.66666666666667,6.0025,58.9166666666667
"124","Tricholestes criniger",0.706999999999999,0.598666666666666,0.142666666666667,0.0456666666666666,0.578666666666667,16.3,3.12566666666667,5.76666666666667
