Avibase.ID,Species1_BirdLife,Species2_eBird,eBird.species.group,Species3_BirdTree,Data.type,Source,Specimen.number,Sex,Age,Locality,Country_WRI,Country,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand.wing.Index,Tail.Length,Measurer,Protocol,Publication
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,110,NA,NA,NA,70,JHW,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,103,NA,NA,NA,91,JHW,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,93,SEM,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,112,NA,NA,NA,100,JHW,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,105,NA,NA,NA,93,JDW,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,105,NA,NA,NA,NA,JHW,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,104,NA,NA,NA,91,JHW,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,112,NA,NA,NA,NA,AKW,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,JDW,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,106,NA,NA,NA,NA,JHW,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,106,NA,NA,NA,NA,AKW,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,92,AKW,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,104,NA,NA,NA,95,AKW,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,88,JDW,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,88,JDW,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,106,NA,NA,NA,NA,SEM,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,113,NA,NA,NA,NA,AKW,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,112,NA,NA,NA,102,SEM,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,95,AKW,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,106,NA,NA,NA,101,CJ,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,90,JDW,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,101,NA,NA,NA,89,JDW,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,113,NA,NA,NA,98,JDW,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,103,NA,NA,NA,94,JHW,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,108,NA,NA,NA,99,JHW,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,107,NA,NA,NA,89,SEM,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,106,NA,NA,NA,90,JHW,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,112,NA,NA,NA,102,SEM,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,103,NA,NA,NA,94,JHW,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,101,NA,NA,NA,100,KEB,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,104,NA,NA,NA,107,SEM,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,111,NA,NA,NA,NA,CJ,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,86,CJ,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,CJ,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,JDW,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,103,NA,NA,NA,99,JHW,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,106,NA,NA,NA,94,SEM,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,115,NA,NA,NA,104,JDW,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,97,SEM,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,89,SEM,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,101,NA,NA,NA,101,SEM,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,110,NA,NA,NA,99,HP,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,SAL,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,107,NA,NA,NA,95,HP,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,97,SAL,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,93,BAK,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,104,NA,NA,NA,96,PFR,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,113,NA,NA,NA,100,BAK,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,111,NA,NA,NA,99,BAK,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,105,NA,NA,NA,97,BAK,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,116,NA,NA,NA,102,SAL,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,113,NA,NA,NA,102,BAK,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,113,NA,NA,NA,102,EMB,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,109,NA,NA,NA,96,BAK,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,106,NA,NA,NA,95,SAL,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,89,PFR,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,90,PFR,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,85,ELK,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,106,NA,NA,NA,95,EMB,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,93,SAL,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,105,NA,NA,NA,88,BAK,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,25.8,112,NA,NA,NA,101,JDW,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,110,NA,NA,NA,101,JDW,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,101,NA,NA,NA,93,JDW,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,110,NA,NA,NA,100,LLP,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,112,NA,NA,NA,101,JDW,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,103,NA,NA,NA,94,JDW,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,BAK,0,NA
AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,1,NHMUK,1977.20.1180,M,0,NA,NA,NA,27.4,NA,4.6,7.4,28,112,NA,NA,NA,89,GT,0,NA
AVIBASE-1D9175EA,Bleda ugandae,Bleda notatus,Bleda notatus ugandae,Bleda notatus,1,NHMUK,1900.2.24.6,F,0,NA,Democratic Republic of the Congo,NA,18.9,12.8,4,6.3,23.8,88,12,76,13.6,93,CS,1,NA
AVIBASE-C72EC8C8,Brachypodius atriceps,Brachypodius melanocephalos,Brachypodius melanocephalos,Pycnonotus atriceps,1,OUM,B/10245,F,0,NA,Malaysia,NA,15.5,10.4,4.7,4.6,15,77,14.4,62.6,18.7,62,HM,1,NA
AVIBASE-C72EC8C8,Brachypodius atriceps,Brachypodius melanocephalos,Brachypodius melanocephalos,Pycnonotus atriceps,1,OUM,B/10246,F,0,NA,Malaysia,NA,15,9.7,4.6,4.6,14.6,79,14.7,64.3,18.6,67,HM,1,NA
AVIBASE-C72EC8C8,Brachypodius atriceps,Brachypodius melanocephalos,Brachypodius melanocephalos,Pycnonotus atriceps,1,OUM,B/10247,M,0,NA,Malaysia,NA,15.4,10,4.1,4.7,14.2,78,13.4,64.6,17.2,65,HM,1,NA
AVIBASE-C72EC8C8,Brachypodius atriceps,Brachypodius melanocephalos,Brachypodius melanocephalos,Pycnonotus atriceps,1,OUM,B/10248,M,0,NA,Malaysia,NA,16.4,9.9,4.2,4.6,14.7,77,13.9,63.1,18.1,63,HM,1,NA
AVIBASE-C72EC8C8,Brachypodius atriceps,Brachypodius melanocephalos,Brachypodius melanocephalos,Pycnonotus atriceps,1,NHMUK,86.9.1.1175,M,0,NA,NA,NA,16.2,NA,4.2,4.8,15.5,82,NA,NA,NA,79,GT,0,NA
AVIBASE-78E73320,Brachypodius fuscoflavescens,Brachypodius fuscoflavescens,Brachypodius fuscoflavescens,Pycnonotus atriceps,1,NHMUK,86.9.1.12.68,F,0,NA,India,NA,14.7,8.2,3.9,4.5,15.9,74,12.9,61.1,17.4,65,NS,1,NA
AVIBASE-78E73320,Brachypodius fuscoflavescens,Brachypodius fuscoflavescens,Brachypodius fuscoflavescens,Pycnonotus atriceps,1,NHMUK,86.9.1.1270,M,0,NA,India,NA,16.8,9.9,3.7,4.8,15.4,75,12.1,62.9,16.1,64,NS,1,NA
AVIBASE-78E73320,Brachypodius fuscoflavescens,Brachypodius fuscoflavescens,Brachypodius fuscoflavescens,Pycnonotus atriceps,1,NHMUK,88.4.1.382,M,0,NA,India,NA,15.5,8.5,3.8,4.5,14.9,78,11.4,66.6,14.6,69,NS,1,NA
AVIBASE-78E73320,Brachypodius fuscoflavescens,Brachypodius fuscoflavescens,Brachypodius fuscoflavescens,Pycnonotus atriceps,1,NHMUK,88.4.1.385,F,0,NA,India,NA,15.7,9.1,4.2,4.6,15.9,79,11.9,67.1,15.1,69,NS,1,NA
AVIBASE-D370538F,Brachypodius priocephalus,Brachypodius priocephalus,Brachypodius priocephalus,Pycnonotus priocephalus,1,NHMUK,86.9.1.1306,M,0,NA,India,NA,16.1,NA,4,4.4,12.3,72,NA,NA,NA,72,GT,0,NA
AVIBASE-D370538F,Brachypodius priocephalus,Brachypodius priocephalus,Brachypodius priocephalus,Pycnonotus priocephalus,1,NHMUK,1925.12.23.377,F,0,NA,India,NA,13.1,8.5,3.8,4.1,14.6,75,9.7,65.3,12.9,74,CV,1,NA
AVIBASE-D370538F,Brachypodius priocephalus,Brachypodius priocephalus,Brachypodius priocephalus,Pycnonotus priocephalus,1,NHMUK,1949.Whi.1.14546,F,0,NA,India,NA,14.5,7.8,3.6,3.9,14.5,74,10.7,63.3,14.5,76,CV,1,NA
AVIBASE-D370538F,Brachypodius priocephalus,Brachypodius priocephalus,Brachypodius priocephalus,Pycnonotus priocephalus,1,NHMUK,86.9.1.1312,M,0,NA,India,NA,14.4,7.9,3.4,3.8,14.3,75,10.5,64.5,14,78,CV,1,NA
AVIBASE-D370538F,Brachypodius priocephalus,Brachypodius priocephalus,Brachypodius priocephalus,Pycnonotus priocephalus,1,NHMUK,88.4.1.389,M,0,NA,India,NA,13.1,6.9,3.4,3.9,14.8,76,12.3,63.7,16.2,71,CV,1,NA
AVIBASE-3B3C39F1,Calyptocichla serinus,Calyptocichla serinus,Calyptocichla serinus,Calyptocichla serina,1,NHMUK,1977.20.1065,M,0,NA,Liberia,NA,17.8,10.8,4.1,4.3,18,89,14.8,74.2,16.6,79,CV,1,NA
AVIBASE-3B3C39F1,Calyptocichla serinus,Calyptocichla serinus,Calyptocichla serinus,Calyptocichla serina,1,NHMUK,1977.20.1066,M,0,NA,Liberia,NA,16.4,9.9,3.9,4.4,21.3,88,16.8,71.2,19.1,79,CV,1,NA
AVIBASE-3B3C39F1,Calyptocichla serinus,Calyptocichla serinus,Calyptocichla serinus,Calyptocichla serina,1,NHMUK,1977.20.1069,F,0,NA,Liberia,NA,17.7,10.1,4,4.7,20.9,92,15.5,76.5,16.8,81,CV,1,NA
AVIBASE-3B3C39F1,Calyptocichla serinus,Calyptocichla serinus,Calyptocichla serinus,Calyptocichla serina,1,NHMUK,1977.20.1074,F,0,NA,Liberia,NA,17.7,10.5,3.5,4.4,19,90,16.8,73.2,18.7,78,CV,1,NA
AVIBASE-3B3C39F1,Calyptocichla serinus,Calyptocichla serinus,Calyptocichla serinus,Calyptocichla serina,1,NHMUK,1903.7.16.73,M,0,NA,NA,NA,19.9,NA,3.5,4.8,21.7,89,NA,NA,NA,79,GT,0,NA
AVIBASE-FCA9F934,Chlorocichla falkensteini,Chlorocichla falkensteini,Chlorocichla falkensteini,Chlorocichla falkensteini,1,NHMUK,1910.5.6.589,F,0,NA,Angola,NA,17.3,9.2,4.1,5.1,21,91,14.4,76.6,15.8,85,CV,1,NA
AVIBASE-FCA9F934,Chlorocichla falkensteini,Chlorocichla falkensteini,Chlorocichla falkensteini,Chlorocichla falkensteini,1,NHMUK,1910.5.6.592,M,0,NA,Angola,NA,18.8,10.6,4.4,4.7,20.2,94,10.9,83.1,11.6,98,CV,1,NA
AVIBASE-FCA9F934,Chlorocichla falkensteini,Chlorocichla falkensteini,Chlorocichla falkensteini,Chlorocichla falkensteini,1,NHMUK,1957.35.180,F,0,NA,Angola,NA,17.9,9.6,4.3,4.9,20.9,93,12.7,80.3,13.7,85,CV,1,NA
AVIBASE-FCA9F934,Chlorocichla falkensteini,Chlorocichla falkensteini,Chlorocichla falkensteini,Chlorocichla falkensteini,1,NHMUK,1957.35.182,M,0,NA,Angola,NA,18,9.8,3.9,5.3,19.9,94,12,82,12.8,86,CV,1,NA
AVIBASE-FCA9F934,Chlorocichla falkensteini,Chlorocichla falkensteini,Chlorocichla falkensteini,Chlorocichla falkensteini,1,NHMUK,1910.5.6.597,M,0,NA,NA,NA,21.6,NA,4.1,5.9,22.8,90,NA,NA,NA,85,GT,0,NA
AVIBASE-D083BB3F,Chlorocichla flaviventris,Chlorocichla flaviventris,Chlorocichla flaviventris,Chlorocichla flaviventris,1,ZFMK,1959-540,F,0,NA,United Republic of Tanzania,NA,22.9,NA,NA,NA,21.7,100,10,90,10,93,LN,0,NA
AVIBASE-D083BB3F,Chlorocichla flaviventris,Chlorocichla flaviventris,Chlorocichla flaviventris,Chlorocichla flaviventris,1,ZFMK,2012-192,M,0,NA,United Republic of Tanzania,NA,25.3,NA,NA,NA,25.8,108,14,94,13,91,LN,0,NA
AVIBASE-D083BB3F,Chlorocichla flaviventris,Chlorocichla flaviventris,Chlorocichla flaviventris,Chlorocichla flaviventris,1,ZFMK,1959.541,M,0,NA,United Republic of Tanzania,NA,NA,NA,NA,NA,23.5,108,11.5,96.5,10.6,97.5,LB,0,NA
AVIBASE-D083BB3F,Chlorocichla flaviventris,Chlorocichla flaviventris,Chlorocichla flaviventris,Chlorocichla flaviventris,1,ZFMK,1965.493,F,0,NA,United Republic of Tanzania,NA,23.1,NA,NA,NA,22,99.5,11.5,88,11.6,90.5,LB,0,NA
AVIBASE-D083BB3F,Chlorocichla flaviventris,Chlorocichla flaviventris,Chlorocichla flaviventris,Chlorocichla flaviventris,1,NHMUK,1905.12.29.1952,F,0,NA,South Africa,NA,20.7,11.1,4.7,5.9,25.1,88,10.9,77.1,12.4,88,CV,1,NA
AVIBASE-D083BB3F,Chlorocichla flaviventris,Chlorocichla flaviventris,Chlorocichla flaviventris,Chlorocichla flaviventris,1,ZFMK,1966-642,F,0,NA,Angola,NA,21.1,NA,NA,NA,24.6,100,14,86,14,94,LN,0,NA
AVIBASE-D083BB3F,Chlorocichla flaviventris,Chlorocichla flaviventris,Chlorocichla flaviventris,Chlorocichla flaviventris,1,ZFMK,1967-368,F,0,NA,South Africa,NA,23.8,NA,NA,NA,25.1,102,12,90,11.8,99,LN,0,NA
AVIBASE-D083BB3F,Chlorocichla flaviventris,Chlorocichla flaviventris,Chlorocichla flaviventris,Chlorocichla flaviventris,1,ZFMK,1992-057,M,0,NA,United Republic of Tanzania,NA,24.6,NA,NA,NA,25.3,105,16,89,15.2,95,LN,0,NA
AVIBASE-D083BB3F,Chlorocichla flaviventris,Chlorocichla flaviventris,Chlorocichla flaviventris,Chlorocichla flaviventris,1,NHMUK,79.9.7.96,M,0,NA,South Africa,NA,22.1,12,4.7,6.3,22,105,16.3,88.7,15.5,103,CV,1,NA
AVIBASE-D083BB3F,Chlorocichla flaviventris,Chlorocichla flaviventris,Chlorocichla flaviventris,Chlorocichla flaviventris,1,NHMUK,85.1.3.4,M,0,NA,South Africa,NA,22.3,12.7,5,6.7,23.3,104,12.8,91.2,12.3,101,CV,1,NA
AVIBASE-D083BB3F,Chlorocichla flaviventris,Chlorocichla flaviventris,Chlorocichla flaviventris,Chlorocichla flaviventris,1,NHMUK,95.5.1.730,F,0,NA,South Africa,NA,20.2,10.8,4.6,5.7,23.3,96,12.7,83.3,13.2,92,CV,1,NA
AVIBASE-D083BB3F,Chlorocichla flaviventris,Chlorocichla flaviventris,Chlorocichla flaviventris,Chlorocichla flaviventris,2,Field1,NA,U,0,NA,Zambia,NA,20.8,11.4,5.1,6,24.3,95,13,82,13.7,92,MFZ,1,NA
AVIBASE-D083BB3F,Chlorocichla flaviventris,Chlorocichla flaviventris,Chlorocichla flaviventris,Chlorocichla flaviventris,2,Field1,NA,U,0,NA,Zambia,NA,18.7,11.7,5.3,5.8,23.4,98,11,87,11.2,92,MFZ,1,NA
AVIBASE-D083BB3F,Chlorocichla flaviventris,Chlorocichla flaviventris,Chlorocichla flaviventris,Chlorocichla flaviventris,2,Field1,NA,U,0,NA,Zambia,NA,21.6,11.8,4.7,6.2,25.2,104,14,90,13.5,102,MFZ,1,NA
AVIBASE-D083BB3F,Chlorocichla flaviventris,Chlorocichla flaviventris,Chlorocichla flaviventris,Chlorocichla flaviventris,2,Field1,NA,U,1,NA,Zambia,NA,20.3,11.3,5.1,6.3,24.5,100,11,89,11,99,MFZ,1,NA
