avonet_specimen_id,avdb_source_id,avdb_avibase_id,avdb_species_1_birdlife,avdb_species_2_ebird,avdb_species_3_birdtree,gdb_subspecies,avdb_source_type,avdb_source_code,avdb_specimen_identifier_unique,avdb_specimen_identifier_orig,avdb_country_wri,gdb_locality_edited,gdb_locality_original,avdb_sex,avdb_life_stage,avdb_wing_length,avdb_kipps_distance,avdb_secondary_1,avdb_beak_length_culmen,avdb_beak_length_nares,avdb_beak_width,avdb_gape_width,gdb_gape_size,avdb_beak_depth_nares,avdb_beak_depth_max,avdb_tail_length,avdb_tail_graduation,avdb_tarsus_length,avdb_back_toe,avdb_measurer_tag,avdb_measurer_comment,avdb_lit_abbrev
Eurillas virens_85,81426,AVIBASE-3413C42C,Eurillas virens,Eurillas virens,Andropadus virens,NULL,field study,Field1,1_NA_4759,1_NA,Equatorial Guinea,NULL,Oyala,male,Adult,72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,70,NULL,NULL,NULL,KEB,NULL,NULL
Eurillas virens_86,81451,AVIBASE-3413C42C,Eurillas virens,Eurillas virens,Andropadus virens,NULL,field study,Field1,1_NA_4784,1_NA,Equatorial Guinea,NULL,Bioko Island (BBPP),unknown,Adult,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,71,NULL,NULL,NULL,LLP,NULL,NULL
Eurillas virens_87,81404,AVIBASE-3413C42C,Eurillas virens,Eurillas virens,Andropadus virens,NULL,field study,Field1,1_NA_4737,1_NA,Equatorial Guinea,NULL,Bioko Island (Caldera de Luba),unknown,Adult,72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LLP,NULL,NULL
Eurillas virens_88,81400,AVIBASE-3413C42C,Eurillas virens,Eurillas virens,Andropadus virens,NULL,field study,Field1,1_NA_4733,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73,NULL,NULL,NULL,LLP,NULL,NULL
Eurillas virens_89,81450,AVIBASE-3413C42C,Eurillas virens,Eurillas virens,Andropadus virens,NULL,field study,Field1,1_NA_4783,1_NA,Equatorial Guinea,NULL,Oyala,female,Adult,68,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,63,NULL,NULL,NULL,PFR,NULL,NULL
Eurillas virens_9,81510,AVIBASE-3413C42C,Eurillas virens,Eurillas virens,Andropadus virens,NULL,field study,Field1,1_NA_4843,1_NA,Mozambique,NULL,"Njesi Plateau (12°49'35.6""S 35°11'25.6""E)",unknown,Adult,87,NULL,NULL,14.2,7.9,4.2,NULL,NULL,NULL,NULL,85,NULL,NULL,NULL,SEIJ,NULL,NULL
Eurillas virens_90,81421,AVIBASE-3413C42C,Eurillas virens,Eurillas virens,Andropadus virens,NULL,field study,Field1,1_NA_4754,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,68,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,64,NULL,NULL,NULL,PFR,NULL,NULL
Eurillas virens_91,81449,AVIBASE-3413C42C,Eurillas virens,Eurillas virens,Andropadus virens,NULL,field study,Field1,1_NA_4782,1_NA,Equatorial Guinea,NULL,Oyala,female,Adult,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,65,NULL,NULL,NULL,SAL,NULL,NULL
Eurillas virens_92,81442,AVIBASE-3413C42C,Eurillas virens,Eurillas virens,Andropadus virens,NULL,field study,Field1,1_NA_4775,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,66,NULL,NULL,NULL,SAL,NULL,NULL
Eurillas virens_93,81419,AVIBASE-3413C42C,Eurillas virens,Eurillas virens,Andropadus virens,NULL,field study,Field1,1_NA_4752,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,68,NULL,NULL,NULL,SEM,NULL,NULL
Eurillas virens_94,81434,AVIBASE-3413C42C,Eurillas virens,Eurillas virens,Andropadus virens,NULL,field study,Field1,1_NA_4767,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,68,NULL,NULL,NULL,SEM,NULL,NULL
Eurillas virens_95,81433,AVIBASE-3413C42C,Eurillas virens,Eurillas virens,Andropadus virens,NULL,field study,Field1,1_NA_4766,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,63,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,75,NULL,NULL,NULL,SEM,NULL,NULL
Eurillas virens_96,81432,AVIBASE-3413C42C,Eurillas virens,Eurillas virens,Andropadus virens,NULL,field study,Field1,1_NA_4765,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,74,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,68,NULL,NULL,NULL,SEM,NULL,NULL
Eurillas virens_97,81431,AVIBASE-3413C42C,Eurillas virens,Eurillas virens,Andropadus virens,NULL,field study,Field1,1_NA_4764,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,68,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,67,NULL,NULL,NULL,SEM,NULL,NULL
Eurillas virens_98,81427,AVIBASE-3413C42C,Eurillas virens,Eurillas virens,Andropadus virens,NULL,field study,Field1,1_NA_4760,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,65,NULL,NULL,NULL,SEM,NULL,NULL
Eurillas virens_99,81423,AVIBASE-3413C42C,Eurillas virens,Eurillas virens,Andropadus virens,NULL,field study,Field1,1_NA_4756,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,67,NULL,NULL,NULL,SEM,NULL,NULL
Iole charlottae_6,82695,AVIBASE-BD51402C,Iole charlottae,Iole charlottae,Iole olivacea,NULL,field study,Field1,1_NA_5871,1_NA,Malaysia,NULL,"Danum Valley, Sabah, Borneo",unknown,Adult,100,14.2,85.8,20.1,15,6.5,NULL,NULL,7.1,NULL,NULL,NULL,22.7,NULL,JAT,NULL,NULL
Ixidia erythropthalmos_6,82782,AVIBASE-01D478BD,Rubigula erythropthalmos,Rubigula erythropthalmos,Pycnonotus erythropthalmos,NULL,field study,Field1,1_NA_5956,1_NA,Malaysia,NULL,"East Trail, Borneo",unknown,Adult,73,8,65,11.4,7.6,3.6,NULL,NULL,3.6,NULL,NULL,NULL,17.8,NULL,JAT,NULL,NULL
Ixidia erythropthalmos_7,82783,AVIBASE-01D478BD,Rubigula erythropthalmos,Rubigula erythropthalmos,Pycnonotus erythropthalmos,NULL,field study,Field1,1_NA_5957,1_NA,Malaysia,NULL,"Hill-Darrah-Braidwood Trail, Borneo",unknown,Adult,72,6,66,15.4,9.4,4,NULL,NULL,3.4,NULL,NULL,NULL,19.3,NULL,JAT,NULL,NULL
Ixidia erythropthalmos_8,82784,AVIBASE-01D478BD,Rubigula erythropthalmos,Rubigula erythropthalmos,Pycnonotus erythropthalmos,NULL,field study,Field1,1_NA_5958,1_NA,Malaysia,NULL,"Hill-Darrah-Braidwood Trail, Borneo",unknown,Adult,74,8,66,13,8.4,3.8,NULL,NULL,4,NULL,NULL,NULL,19.4,NULL,JAT,NULL,NULL
Phyllastrephus albigula_1,85402,AVIBASE-CEE94E55,Phyllastrephus albigula,Phyllastrephus albigula,Phyllastrephus debilis,albigula,field study,Field1,1_NA_8054,1_NA,United Republic of Tanzania,NULL,West Usambara Mountains,unknown,Adult,70,12,58,17.1,10.3,4,NULL,9.6,3.5,NULL,67,NULL,19,NULL,MNC,NULL,NULL
Phyllastrephus albigula_10,85411,AVIBASE-CEE94E55,Phyllastrephus albigula,Phyllastrephus albigula,Phyllastrephus debilis,rabai,field study,Field1,1_NA_8063,1_NA,United Republic of Tanzania,NULL,East Usambara Mountains,unknown,Adult,67,10,57,15.1,9.5,3.3,NULL,8.7,3.4,NULL,68,NULL,19,NULL,MNC,NULL,NULL
Phyllastrephus albigula_11,85412,AVIBASE-CEE94E55,Phyllastrephus albigula,Phyllastrephus albigula,Phyllastrephus debilis,albigula,field study,Field1,1_NA_8064,1_NA,United Republic of Tanzania,NULL,West Usambara Mountains,unknown,Adult,61,10,51,15.3,8.5,3.8,NULL,8.5,3.6,NULL,59,NULL,18.2,NULL,MNC,NULL,NULL
Phyllastrephus albigula_12,85413,AVIBASE-CEE94E55,Phyllastrephus albigula,Phyllastrephus albigula,Phyllastrephus debilis,albigula,field study,Field1,1_NA_8065,1_NA,United Republic of Tanzania,NULL,West Usambara Mountains,unknown,Adult,61,7,54,17,9.2,3.5,NULL,8.5,3.5,NULL,61,NULL,18.5,NULL,MNC,NULL,NULL
Phyllastrephus albigula_13,85414,AVIBASE-CEE94E55,Phyllastrephus albigula,Phyllastrephus albigula,Phyllastrephus debilis,albigula,field study,Field1,1_NA_8066,1_NA,United Republic of Tanzania,NULL,West Usambara Mountains,unknown,Adult,63,9,54,15.1,8.7,3.7,NULL,8.8,3.3,NULL,62,NULL,19,NULL,MNC,NULL,NULL
Phyllastrephus albigula_14,85415,AVIBASE-CEE94E55,Phyllastrephus albigula,Phyllastrephus albigula,Phyllastrephus debilis,albigula,field study,Field1,1_NA_8067,1_NA,United Republic of Tanzania,NULL,West Usambara Mountains,unknown,Adult,65,7,58,15.8,8.6,3.7,NULL,8.5,3.4,NULL,63,NULL,19.2,NULL,MNC,NULL,NULL
Phyllastrephus albigula_15,85416,AVIBASE-CEE94E55,Phyllastrephus albigula,Phyllastrephus albigula,Phyllastrephus debilis,albigula,field study,Field1,1_NA_8068,1_NA,United Republic of Tanzania,NULL,West Usambara Mountains,unknown,Adult,64,6,58,16.1,8.3,3.6,NULL,8.9,3.7,NULL,62,NULL,18.3,NULL,MNC,NULL,NULL
Phyllastrephus albigula_16,85417,AVIBASE-CEE94E55,Phyllastrephus albigula,Phyllastrephus albigula,Phyllastrephus debilis,albigula,field study,Field1,1_NA_8069,1_NA,United Republic of Tanzania,NULL,West Usambara Mountains,unknown,Adult,66,11,55,17.7,8.5,3.5,NULL,9.1,3.5,NULL,66,NULL,18.5,NULL,MNC,NULL,NULL
Phyllastrephus albigula_17,85418,AVIBASE-CEE94E55,Phyllastrephus albigula,Phyllastrephus albigula,Phyllastrephus debilis,albigula,field study,Field1,1_NA_8070,1_NA,United Republic of Tanzania,NULL,West Usambara Mountains,unknown,Adult,62,8,54,15.6,8.3,3.5,NULL,9.7,3.4,NULL,59,NULL,19.5,NULL,MNC,NULL,NULL
Phyllastrephus albigula_18,85419,AVIBASE-CEE94E55,Phyllastrephus albigula,Phyllastrephus albigula,Phyllastrephus debilis,albigula,field study,Field1,1_NA_8071,1_NA,United Republic of Tanzania,NULL,West Usambara Mountains,unknown,Adult,62,9,53,14.9,8,3.5,NULL,9.2,3.5,NULL,59,NULL,19,NULL,MNC,NULL,NULL
Phyllastrephus albigula_19,85420,AVIBASE-CEE94E55,Phyllastrephus albigula,Phyllastrephus albigula,Phyllastrephus debilis,albigula,field study,Field1,1_NA_8072,1_NA,United Republic of Tanzania,NULL,West Usambara Mountains,unknown,Adult,67,9,58,16,8.5,3.8,NULL,9.4,3.5,NULL,65,NULL,19.3,NULL,MNC,NULL,NULL
Phyllastrephus albigula_2,85403,AVIBASE-CEE94E55,Phyllastrephus albigula,Phyllastrephus albigula,Phyllastrephus debilis,albigula,field study,Field1,1_NA_8055,1_NA,United Republic of Tanzania,NULL,East Usambara Mountains,unknown,Adult,67,8,59,16.4,9.3,3.8,NULL,10.6,3.5,NULL,66,NULL,19.5,NULL,MNC,NULL,NULL
Phyllastrephus albigula_20,85421,AVIBASE-CEE94E55,Phyllastrephus albigula,Phyllastrephus albigula,Phyllastrephus debilis,albigula,field study,Field1,1_NA_8073,1_NA,United Republic of Tanzania,NULL,West Usambara Mountains,unknown,Adult,63,8,55,15.9,8.3,3.5,NULL,9.8,3.5,NULL,63,NULL,18.8,NULL,MNC,NULL,NULL
Phyllastrephus albigula_21,85422,AVIBASE-CEE94E55,Phyllastrephus albigula,Phyllastrephus albigula,Phyllastrephus debilis,albigula,field study,Field1,1_NA_8074,1_NA,United Republic of Tanzania,NULL,West Usambara Mountains,unknown,Adult,68,10,58,16.2,8.6,3.5,NULL,9.4,3.6,NULL,67,NULL,19.6,NULL,MNC,NULL,NULL
Phyllastrephus albigula_3,85404,AVIBASE-CEE94E55,Phyllastrephus albigula,Phyllastrephus albigula,Phyllastrephus debilis,albigula,field study,Field1,1_NA_8056,1_NA,United Republic of Tanzania,NULL,East Usambara Mountains,unknown,Adult,61,8,53,15.5,9.2,3.6,NULL,11.6,3.5,NULL,61,NULL,18.2,NULL,MNC,NULL,NULL
Phyllastrephus albigula_4,85405,AVIBASE-CEE94E55,Phyllastrephus albigula,Phyllastrephus albigula,Phyllastrephus debilis,albigula,field study,Field1,1_NA_8057,1_NA,United Republic of Tanzania,NULL,East Usambara Mountains,unknown,Adult,62,7,55,15.3,8.8,3.7,NULL,10.5,3.3,NULL,64,NULL,18.7,NULL,MNC,NULL,NULL
Phyllastrephus albigula_5,85406,AVIBASE-CEE94E55,Phyllastrephus albigula,Phyllastrephus albigula,Phyllastrephus debilis,albigula,field study,Field1,1_NA_8058,1_NA,United Republic of Tanzania,NULL,East Usambara Mountains,unknown,Adult,64,9,55,15.6,9.3,3.7,NULL,9.4,3.5,NULL,63,NULL,19.5,NULL,MNC,NULL,NULL
Phyllastrephus albigula_6,85407,AVIBASE-CEE94E55,Phyllastrephus albigula,Phyllastrephus albigula,Phyllastrephus debilis,albigula,field study,Field1,1_NA_8059,1_NA,United Republic of Tanzania,NULL,East Usambara Mountains,unknown,Adult,64,10,54,14.1,8.3,3.2,NULL,8.9,3.3,NULL,67,NULL,19,NULL,MNC,NULL,NULL
Phyllastrephus albigula_7,85408,AVIBASE-CEE94E55,Phyllastrephus albigula,Phyllastrephus albigula,Phyllastrephus debilis,albigula,field study,Field1,1_NA_8060,1_NA,United Republic of Tanzania,NULL,East Usambara Mountains,unknown,Adult,63,10,53,14.5,7.9,3.4,NULL,9.8,3.4,NULL,62,NULL,18.7,NULL,MNC,NULL,NULL
Phyllastrephus albigula_8,85409,AVIBASE-CEE94E55,Phyllastrephus albigula,Phyllastrephus albigula,Phyllastrephus debilis,albigula,field study,Field1,1_NA_8061,1_NA,United Republic of Tanzania,NULL,East Usambara Mountains,unknown,Adult,64,8,56,15.8,8.4,3.8,NULL,11,3.7,NULL,64,NULL,19,NULL,MNC,NULL,NULL
Phyllastrephus albigula_9,85410,AVIBASE-CEE94E55,Phyllastrephus albigula,Phyllastrephus albigula,Phyllastrephus debilis,albigula,field study,Field1,1_NA_8062,1_NA,United Republic of Tanzania,NULL,East Usambara Mountains,unknown,Adult,65,9,56,18.2,8.4,3.5,NULL,9.6,3.4,NULL,65,NULL,19.2,NULL,MNC,NULL,NULL
Phyllastrephus albigularis_10,85426,AVIBASE-7927D0DD,Phyllastrephus albigularis,Phyllastrephus albigularis,Phyllastrephus albigularis,NULL,field study,Field1,1_NA_8078,1_NA,Ghana,NULL,Ahokwa,unknown,Adult,72,9.1,62.9,16.9,11.5,4.7,NULL,9.5,4.3,NULL,NULL,NULL,17.6,NULL,NNDA,NULL,NULL
Phyllastrephus albigularis_11,85427,AVIBASE-7927D0DD,Phyllastrephus albigularis,Phyllastrephus albigularis,Phyllastrephus albigularis,NULL,field study,Field1,1_NA_8079,1_NA,Ghana,NULL,Ahokwa,unknown,Adult,81,9.4,71.6,17.2,13.1,4.6,NULL,10.3,4.8,NULL,78,NULL,18.1,NULL,NNDA,NULL,NULL
Phyllastrephus albigularis_5,85428,AVIBASE-7927D0DD,Phyllastrephus albigularis,Phyllastrephus albigularis,Phyllastrephus albigularis,NULL,field study,Field1,1_NA_8080,1_NA,Ghana,NULL,Ahokwa,unknown,Adult,71,5,66,17.5,11.2,4.9,NULL,14.4,4.2,NULL,68,NULL,21,NULL,NNDA,NULL,NULL
Phyllastrephus albigularis_6,85429,AVIBASE-7927D0DD,Phyllastrephus albigularis,Phyllastrephus albigularis,Phyllastrephus albigularis,NULL,field study,Field1,1_NA_8081,1_NA,Ghana,NULL,Ahokwa,unknown,Adult,83,9,74,20.5,12.1,4.8,NULL,14.4,4.9,NULL,79,NULL,21.7,NULL,NNDA,NULL,NULL
Phyllastrephus albigularis_7,85423,AVIBASE-7927D0DD,Phyllastrephus albigularis,Phyllastrephus albigularis,Phyllastrephus albigularis,NULL,field study,Field1,1_NA_8075,1_NA,Ghana,NULL,Ahokwa,unknown,Adult,86,12,74,21.7,13,4.6,NULL,12,5.1,NULL,79,NULL,21.2,NULL,NNDA,NULL,NULL
Phyllastrephus albigularis_8,85424,AVIBASE-7927D0DD,Phyllastrephus albigularis,Phyllastrephus albigularis,Phyllastrephus albigularis,NULL,field study,Field1,1_NA_8076,1_NA,Ghana,NULL,Ahokwa,unknown,Immature,77,7.3,69.7,20.8,11.2,5.2,NULL,12.9,4.6,NULL,79,NULL,22.2,NULL,NNDA,NULL,NULL
Phyllastrephus albigularis_9,85425,AVIBASE-7927D0DD,Phyllastrephus albigularis,Phyllastrephus albigularis,Phyllastrephus albigularis,NULL,field study,Field1,1_NA_8077,1_NA,Ghana,NULL,Ahokwa,unknown,Adult,72,5.9,66.1,17.2,12.8,4.8,NULL,10.6,4.7,NULL,65,NULL,19.8,NULL,NNDA,NULL,NULL
Phyllastrephus cabanisi_10,85430,AVIBASE-24F71192,Phyllastrephus cabanisi,Phyllastrephus cabanisi,Phyllastrephus cabanisi,NULL,field study,Field1,1_NA_8082,1_NA,Mozambique,NULL,"Mt Chitagal (12°35'48.1""S 35°15'09.5""E)",unknown,Adult,78,NULL,NULL,17.9,10.3,4.4,NULL,NULL,NULL,NULL,85,NULL,NULL,NULL,SEIJ,NULL,NULL
Phyllastrephus cabanisi_11,85431,AVIBASE-24F71192,Phyllastrephus cabanisi,Phyllastrephus cabanisi,Phyllastrephus cabanisi,NULL,field study,Field1,1_NA_8083,1_NA,Mozambique,NULL,"Njesi Plateau (12°49'35.6""S 35°11'25.6""E)",unknown,Adult,75,NULL,NULL,17.1,9.4,4.2,NULL,NULL,NULL,NULL,78,NULL,NULL,NULL,SEIJ,NULL,NULL
Phyllastrephus cabanisi_12,85432,AVIBASE-24F71192,Phyllastrephus cabanisi,Phyllastrephus cabanisi,Phyllastrephus cabanisi,NULL,field study,Field1,1_NA_8084,1_NA,Mozambique,NULL,"Mt Sanga (12°22'57.4""S 35°20'03.1""E)",female,Adult,78,NULL,NULL,17,10.2,4.2,NULL,NULL,NULL,NULL,77,NULL,NULL,NULL,SEIJ,NULL,NULL
Phyllastrephus cabanisi_13,85433,AVIBASE-24F71192,Phyllastrephus cabanisi,Phyllastrephus cabanisi,Phyllastrephus cabanisi,NULL,field study,Field1,1_NA_8085,1_NA,Mozambique,NULL,"Mt Chitagal (12°35'48.1""S 35°15'09.5""E)",female,Adult,73,NULL,NULL,16.4,9.8,4.1,NULL,NULL,NULL,NULL,77,NULL,NULL,NULL,SEIJ,NULL,NULL
Phyllastrephus cabanisi_14,85434,AVIBASE-24F71192,Phyllastrephus cabanisi,Phyllastrephus cabanisi,Phyllastrephus cabanisi,placidus,field study,Field1,1_NA_8086,1_NA,United Republic of Tanzania,NULL,East Usambara Mountains,unknown,Adult,81,13,68,20.8,10.5,4.1,NULL,11.8,4.6,NULL,76,NULL,23.4,NULL,MNC,NULL,NULL
Phyllastrephus cabanisi_15,85435,AVIBASE-24F71192,Phyllastrephus cabanisi,Phyllastrephus cabanisi,Phyllastrephus cabanisi,placidus,field study,Field1,1_NA_8087,1_NA,United Republic of Tanzania,NULL,West Usambara Mountains,unknown,Adult,86,10,76,20.9,11.1,3.7,NULL,11.2,4.3,NULL,81,NULL,22.8,NULL,MNC,NULL,NULL
Phyllastrephus cabanisi_16,85436,AVIBASE-24F71192,Phyllastrephus cabanisi,Phyllastrephus cabanisi,Phyllastrephus cabanisi,placidus,field study,Field1,1_NA_8088,1_NA,United Republic of Tanzania,NULL,West Usambara Mountains,unknown,Adult,83,13,70,20,10.4,3.9,NULL,11.7,4.3,NULL,82,NULL,23.7,NULL,MNC,NULL,NULL
Phyllastrephus cabanisi_17,85437,AVIBASE-24F71192,Phyllastrephus cabanisi,Phyllastrephus cabanisi,Phyllastrephus cabanisi,placidus,field study,Field1,1_NA_8089,1_NA,United Republic of Tanzania,NULL,West Usambara Mountains,unknown,Adult,84,11,73,21.7,12.5,4,NULL,10.9,4.4,NULL,84,NULL,23.1,NULL,MNC,NULL,NULL
Phyllastrephus cabanisi_18,85438,AVIBASE-24F71192,Phyllastrephus cabanisi,Phyllastrephus cabanisi,Phyllastrephus cabanisi,placidus,field study,Field1,1_NA_8090,1_NA,United Republic of Tanzania,NULL,West Usambara Mountains,unknown,Adult,74,10,64,17.6,9.4,3.7,NULL,10.9,3.8,NULL,82,NULL,22.1,NULL,MNC,NULL,NULL
Phyllastrephus cabanisi_19,85439,AVIBASE-24F71192,Phyllastrephus cabanisi,Phyllastrephus cabanisi,Phyllastrephus cabanisi,placidus,field study,Field1,1_NA_8091,1_NA,United Republic of Tanzania,NULL,East Usambara Mountains,unknown,Adult,74,9,65,19.4,10.3,4.5,NULL,11.6,4.2,NULL,74,NULL,23.8,NULL,MNC,NULL,NULL
Phyllastrephus cabanisi_20,85440,AVIBASE-24F71192,Phyllastrephus cabanisi,Phyllastrephus cabanisi,Phyllastrephus cabanisi,placidus,field study,Field1,1_NA_8092,1_NA,United Republic of Tanzania,NULL,East Usambara Mountains,unknown,Adult,73,11,62,18.8,10.5,3.9,NULL,11,4.1,NULL,73,NULL,23.5,NULL,MNC,NULL,NULL
Phyllastrephus cabanisi_21,85441,AVIBASE-24F71192,Phyllastrephus cabanisi,Phyllastrephus cabanisi,Phyllastrephus cabanisi,placidus,field study,Field1,1_NA_8093,1_NA,United Republic of Tanzania,NULL,East Usambara Mountains,unknown,Adult,77,9,68,21,11.4,4.3,NULL,11.5,4.4,NULL,79,NULL,23.6,NULL,MNC,NULL,NULL
Phyllastrephus cabanisi_22,85442,AVIBASE-24F71192,Phyllastrephus cabanisi,Phyllastrephus cabanisi,Phyllastrephus cabanisi,placidus,field study,Field1,1_NA_8094,1_NA,United Republic of Tanzania,NULL,East Usambara Mountains,unknown,Adult,80,12,68,20.3,11,4.3,NULL,11.8,4.5,NULL,81,NULL,24.3,NULL,MNC,NULL,NULL
Phyllastrephus cabanisi_23,85443,AVIBASE-24F71192,Phyllastrephus cabanisi,Phyllastrephus cabanisi,Phyllastrephus cabanisi,placidus,field study,Field1,1_NA_8095,1_NA,United Republic of Tanzania,NULL,East Usambara Mountains,unknown,Adult,73,12,61,17.4,9.5,4,NULL,11.7,3.8,NULL,72,NULL,22.4,NULL,MNC,NULL,NULL
Phyllastrephus cabanisi_24,85444,AVIBASE-24F71192,Phyllastrephus cabanisi,Phyllastrephus cabanisi,Phyllastrephus cabanisi,placidus,field study,Field1,1_NA_8096,1_NA,United Republic of Tanzania,NULL,East Usambara Mountains,unknown,Adult,75,10,65,19.2,10.1,4.2,NULL,11.1,4.6,NULL,76,NULL,23.6,NULL,MNC,NULL,NULL
Phyllastrephus cabanisi_25,85445,AVIBASE-24F71192,Phyllastrephus cabanisi,Phyllastrephus cabanisi,Phyllastrephus cabanisi,placidus,field study,Field1,1_NA_8097,1_NA,United Republic of Tanzania,NULL,West Usambara Mountains,unknown,Adult,84,12,72,23,11,3.8,NULL,10.3,3.7,NULL,83,NULL,23.2,NULL,MNC,NULL,NULL
Phyllastrephus cabanisi_26,85446,AVIBASE-24F71192,Phyllastrephus cabanisi,Phyllastrephus cabanisi,Phyllastrephus cabanisi,placidus,field study,Field1,1_NA_8098,1_NA,United Republic of Tanzania,NULL,West Usambara Mountains,unknown,Adult,76,11,65,19.1,9.9,3.7,NULL,10.6,4,NULL,77,NULL,22.4,NULL,MNC,NULL,NULL
Phyllastrephus cabanisi_27,85447,AVIBASE-24F71192,Phyllastrephus cabanisi,Phyllastrephus cabanisi,Phyllastrephus cabanisi,placidus,field study,Field1,1_NA_8099,1_NA,United Republic of Tanzania,NULL,West Usambara Mountains,unknown,Adult,74,9,65,18.9,10,3.9,NULL,10.5,3.8,NULL,77,NULL,21.9,NULL,MNC,NULL,NULL
Phyllastrephus cabanisi_28,85448,AVIBASE-24F71192,Phyllastrephus cabanisi,Phyllastrephus cabanisi,Phyllastrephus cabanisi,placidus,field study,Field1,1_NA_8100,1_NA,United Republic of Tanzania,NULL,West Usambara Mountains,unknown,Adult,83,11,72,21.1,11.1,3.8,NULL,10.9,4.5,NULL,82,NULL,23.6,NULL,MNC,NULL,NULL
Phyllastrephus cabanisi_29,85449,AVIBASE-24F71192,Phyllastrephus cabanisi,Phyllastrephus cabanisi,Phyllastrephus cabanisi,placidus,field study,Field1,1_NA_8101,1_NA,United Republic of Tanzania,NULL,West Usambara Mountains,unknown,Adult,74,9,65,19.3,10,3.5,NULL,10.5,4,NULL,73,NULL,22.7,NULL,MNC,NULL,NULL
Phyllastrephus cabanisi_30,85450,AVIBASE-24F71192,Phyllastrephus cabanisi,Phyllastrephus cabanisi,Phyllastrephus cabanisi,placidus,field study,Field1,1_NA_8102,1_NA,United Republic of Tanzania,NULL,East Usambara Mountains,unknown,Adult,82,13,69,21.2,11.2,4,NULL,11,4.3,NULL,82,NULL,24.7,NULL,MNC,NULL,NULL
Phyllastrephus cabanisi_31,85451,AVIBASE-24F71192,Phyllastrephus cabanisi,Phyllastrephus cabanisi,Phyllastrephus cabanisi,placidus,field study,Field1,1_NA_8103,1_NA,United Republic of Tanzania,NULL,East Usambara Mountains,unknown,Adult,81,11,70,21.4,14.4,4.2,NULL,11,4.5,NULL,80,NULL,24.1,NULL,MNC,NULL,NULL
Phyllastrephus cabanisi_32,85452,AVIBASE-24F71192,Phyllastrephus cabanisi,Phyllastrephus cabanisi,Phyllastrephus cabanisi,placidus,field study,Field1,1_NA_8104,1_NA,United Republic of Tanzania,NULL,West Usambara Mountains,unknown,Adult,84,10,74,19.9,11.4,3.8,NULL,11.2,4.8,NULL,80,NULL,23.4,NULL,MNC,NULL,NULL
Phyllastrephus cabanisi_33,85453,AVIBASE-24F71192,Phyllastrephus cabanisi,Phyllastrephus cabanisi,Phyllastrephus cabanisi,placidus,field study,Field1,1_NA_8105,1_NA,United Republic of Tanzania,NULL,West Usambara Mountains,unknown,Adult,85,12,73,19.2,10.8,3.9,NULL,10.8,4.5,NULL,85,NULL,23.3,NULL,MNC,NULL,NULL
Phyllastrephus cabanisi_41,85454,AVIBASE-24F71192,Phyllastrephus cabanisi,Phyllastrephus cabanisi,Phyllastrephus cabanisi,NULL,field study,Field1,1_NA_8106,1_NA,Zambia,NULL,Zambezi,unknown,Adult,83,11,72,18.5,10.3,4.3,NULL,7.4,4.3,NULL,96,NULL,23.8,NULL,MFZ,NULL,NULL
Phyllastrephus cabanisi_42,85455,AVIBASE-24F71192,Phyllastrephus cabanisi,Phyllastrephus cabanisi,Phyllastrephus cabanisi,NULL,field study,Field1,1_NA_8107,1_NA,Zambia,NULL,Zambezi,unknown,Immature,78,8,70,17.7,9.7,4.8,NULL,8.1,4.5,NULL,82,NULL,22.2,NULL,MFZ,NULL,NULL
