LocalityString,Country,State,County,Lat,Lon,Correction Status,Precision,Error Polygon,Error Polygon (circular polygon),Multiplot,AviList,Source,Specimen.number,n_specimens,Code
"Agasthyamalai, Kerala",India,,,NA,NA,,,,,,"Rubigula gularis, Hypsipetes ganeesa, Pycnonotus jocosus",Indian Institute of Science Education and Research Tirupati,"a_7268, ab_4013, ab_4014, ab_4020, a_7402",5,NA
"Alag River, at junction of Egbert River",Philippines,,,NA,NA,,,,,,Hypsipetes mindorensis,Smithsonian NMNH,"USNM 202078, USNM 202079, USNM 202077",3,NA
"Alag River, left side, Mangyan clearing",Philippines,,,NA,NA,,,,,,Hypsipetes mindorensis,Smithsonian NMNH,"USNM 202080, USNM 202081, USNM 202084, USNM 202085, USNM 202086",5,NA
Aldabra Island,Seychelles,,,NA,NA,,,,,,Hypsipetes madagascariensis,University of Cambridge Museum of Zoology,UMZC 27/Pyc/6/j/14,1,NA
"Ambalapara, Kerala",India,,,NA,NA,,,,,,"Hypsipetes ganeesa, Acritillas indica, Pycnonotus jocosus",Indian Institute of Science Education and Research Tirupati,"AB_159190, AB_159195, AB_159198, AB_159199, AB_159200, AB_159242, AB_159243, AB_159244, A_159246, AB_159247, AB_159248, AB_159249, AB_159251, AB_159252, AB_159301, AB_159302, AB_159303, AB_159304, AB_159305, AB_159308, A_264244, A_264256, A_264257, A_264263, A_264596",25,NA
Amboina island,Indonesia,,,NA,NA,,,,,,Hypsipetes affinis,Smithsonian NMNH,USNM 201380,1,NA
"Ampasimaventy, Madagascar",Madagascar,,,NA,NA,,,,,,Hypsipetes madagascariensis,University of Cambridge Museum of Zoology,UMZC 27/Pyc/6/j/3,1,NA
"Anaimudi, Kerala",India,,,NA,NA,,,,,,"Hypsipetes ganeesa, Pycnonotus jocosus",Indian Institute of Science Education and Research Tirupati,"a_4620, a_4614",2,NA
"Anshi, Karnataka",India,,,NA,NA,,,,,,"Acritillas indica, Pycnonotus jocosus, Rubigula gularis",Indian Institute of Science Education and Research Tirupati,"a_94, a_93, a_90, ab_119, a_87, a_86, ab_120, a_83, a_58, a_60, ab_122, ab_123, z_131, a_7242, a_7241, a_7240, a_7239, a_7238, a_7237",19,NA
Aquaba,Jordan,,,NA,NA,,,,,,Pycnonotus xanthopygos,Field1,NA,1,NA
"BENIN (6.30654403, 5.580910016)",Nigeria,,,NA,NA,,,,,,Pycnonotus barbatus,Field1,"CA02601, CA02602, CA02603, CA02604, CA02605, CA02606, CA02607, CA02609, CA02610, CA02611, CA02613, CA02614, CA02700, CA02615, CA02617, CA02619, CA02620, CA02621, CA02623, CA02624, CA02625, CA02626, CA02627, CA02628, CA02630, CA02631, CA02632, CA02633, CA02634, CA02636, CA02637, CA02638, CA02639, CA02640, CA02643",35,NA
Bacan,Indonesia,,,NA,NA,,,,,,Hypsipetes chloris,NHMUK,"1969.27.329, 1969.27.330, 1969.27.331, 1969.27.332, 1969.27.334, 1969.27.335, uncatalogued1, 1969.41.1037",8,NA
Bacan,Indonesia,,,NA,NA,,,,,,Hypsipetes chloris,SNMB,"N43298, N43296",2,NA
Bacan,Indonesia,,,NA,NA,,,,,,Hypsipetes chloris,ZMB,27/77,1,NA
"Bahagian Song, Lanjak Entimau Wildlife Sanctuary at Nanga Joh",Malaysia,,,NA,NA,,,,,,Alophoixus tephrogenys,"Louisiana State University, Museum of Natural Science",198349,1,NA
Baie d'Ontongil,Madagascar,,,NA,NA,,,,,,Hypsipetes madagascariensis,Museums Victoria,B25486,1,NA
"Bala Research Stn., Waeng, Narathiwat",Thailand,,,NA,NA,,,,,,"Iole finschii, Alophoixus phaeocephalus, Iole viridescens, Pycnonotus brunneus, Rubigula cyaniventris, Rubigula erythropthalmos, Pycnonotus simplex",Field1,"2A03940, 4A00079, 4A00145, 4A00144, 4A00146, 3A01923, 3A01924, 3A10766, 3A01910, 3A01907, 3A01904, 3A01905, 3A01906, 3A01911, 3A01916, 3A01918, 3A01917, 3A01926, 3A01927, 3A01928, 3A01929, 3A01930, 3A01931, 3A01932, 3A01933, 3A01925, 4A00133, 4A00142, 4A00143, 4A00141, 4A00139, 4A00138, 4A00135, 4A00134, 4A00132, 2A03941, 2A03944, 2A03945, 3A01921",39,NA
"Balabaia (Egito), Benguela",Angola,,,NA,NA,,,,,,"Phyllastrephus fulviventris, Chlorocichla flaviventris","Lubango Museum, Angola","39919, 39717, 39668",3,NA
"Ban Bang Jaak, Phetchaburi",Thailand,,,NA,NA,,,,,,Pycnonotus conradi,Field1,"4A30890, 4A30889, 4A30892, 4A30645, 4A31326, 4A31325, 4A30644, 4A30858, 4A30887, 4A30885, 4A30884, 4A30859, 4A30481, 4A30480, 4A30479, 4A30860, 4A30477, 4A30886",18,NA
"Ban Bang Khram, Khlong Thom, Krabi",Thailand,,,NA,NA,,,,,,"Iole viridescens, Microtarsus melanocephalos, Rubigula erythropthalmos",Field1,"3A11979, 3A11987, 3A11985, 3A11988, 3A11981, 3A11980, 3A11986",7,NA
"Ban Mae Sa Mai, Mae Rim, Chiang Mai",Thailand,,,NA,NA,,,,,,"Pycnonotus aurigaster, Pycnonotus flavescens, Rubigula flaviventris, Pycnonotus jocosus",Field1,"4A01348, 4A01328, 4A01306, 4A01308, 4A01346, 4A01349, 4A01307, 4A00609, 4A01350, 4A01339, 3A00796, 3A04039, 4A01303, 4A01335, 4A01343, 4A01327, 4A01326, 4A01325, 4A01323, 4A01304, 4A00640, 4A01330, 4A01331, 3A11705, 3A04035, 3A04099, 3A11701, 4A01341, 3A04036, 3A04038, 4A01324, 4A01329, 4A01333, 4A01334, 4A01336, 4A01340, 4A01332, 4A01319, 4A01318, 4A01342, 4A01337, 4A01345, 4A00613, 3A04037, 3A04043",45,NA
"Ban Nai Chong, Muang. Krabi",Thailand,,,NA,NA,,,,,,"Iole viridescens, Microtarsus melanocephalos",Field1,"3A10769, 3A10771, 3A10770, 3A10768, 3A10767",5,NA
Ban Nam Chiao,Thailand,,,NA,NA,,,,,,Pycnonotus goiavier,Field1,"4A02982, 4A02983",2,NA
"Ban Rajapruek, Nong Khaem, Bangkok",Thailand,,,NA,NA,,,,,,Pycnonotus conradi,Field1,"4A30482, 4A30863",2,NA
"Banasura, Kerala",India,,,NA,NA,,,,,,Hypsipetes ganeesa,Indian Institute of Science Education and Research Tirupati,"AB_159116, AB_159117",2,NA
Bandar Bahroe (Boven Deli) Sumatra,Indonesia,,,NA,NA,,,,,,Ixos leucogrammicus,RMNH,61195,1,NA
"Bandar, Tamil Nadu",India,,,NA,NA,,,,,,"Pycnonotus jocosus, Hypsipetes ganeesa",Indian Institute of Science Education and Research Tirupati,"a_269478, a_269486, ab_1965, a_264498, a_4412",5,NA
Bang Pu,Thailand,,,NA,NA,,,,,,Pycnonotus conradi,Field1,"4A02517, 4A30708, 4A30725, 4A30724, 4A30723, 4A30722, 4A30721, 4A30701, 4A30715, 4A30727, 4A30702, 4A30710, 4A30728, 4A30707, 4A30706, 4A30705, 4A30704, 4A30713, 4A30738, 4A30737, 4A30736, 4A30732, 4A30703, 4A30741, 4A30726, 4A30731, 4A30740",27,NA
Banggai,Indonesia,,,NA,NA,,,,,,Hypsipetes harterti,SMTD,"C14702, C14703, C14705",3,NA
Banggai,Indonesia,,,NA,NA,,,,,,Hypsipetes harterti,SNMB,N20054,1,NA
Barra de Dande,Angola,,,NA,NA,,,,,,Pycnonotus barbatus,"Lubango Museum, Angola",1867,1,NA
"Barragem do Lomaum, Benguela",Angola,,,NA,NA,,,,,,Phyllastrephus fulviventris,"Lubango Museum, Angola",33268,1,NA
"Barragem do Luúmhua, Benguela",Angola,,,NA,NA,,,,,,Phyllastrephus fulviventris,"Lubango Museum, Angola",33271,1,NA
Belaga,Malaysia,,,NA,NA,,,,,,Microtarsus melanoleucos,Museums Victoria,"B29693, B29692, B29694",3,NA
Belgharia,India,,,NA,NA,,,,,,Pycnonotus jocosus,Royal Ontario Museum,NA,1,NA
Between Subaan and Camp Bergen,Philippines,,,NA,NA,,,,,,Hypsipetes mindorensis,Smithsonian NMNH,USNM 202074,1,NA
"Bhanjabasa, Odisha",India,,,NA,NA,,,,,,Rubigula flaviventris,Indian Institute of Science Education and Research Tirupati,z_69,1,NA
"Bhimashankar, Maharasthra",India,,,NA,NA,,,,,,"Acritillas indica, Pycnonotus jocosus, Hypsipetes ganeesa, Pycnonotus cafer",Indian Institute of Science Education and Research Tirupati,"ab_2566, ab_2567, AB_159056, AB_159057, AB_159058, AB_159059, AB_159060, AB_159061, AB_159065, AB_159066, AB_159069, AB_159070, AB_159073",13,NA
"Biligiriranga Hills, Karnataka",India,,,NA,NA,,,,,,"Pycnonotus jocosus, Pycnonotus luteolus, Acritillas indica",Indian Institute of Science Education and Research Tirupati,"ab_2119, ab_2120, ab_2132, a_3912, a_3913, a_3914",6,NA
"Bishop (3�43'26.0""N 101�44'37.7""E)",Malaysia,,,NA,NA,,,,,,"Alophoixus ochraceus, Ixos mcclellandii",Field1,"2UWA16K, 4UWA16K, 5UWA16K, 8UWA16K, 175UWA16E, 176UWA16E, 18UWA16K, 20UWA16K",8,NA
"Bituano (Chibia), Huíla",Angola,,,NA,NA,,,,,,Pycnonotus nigricans,"Lubango Museum, Angola",20316,1,NA
Bocoio,Angola,,,NA,NA,,,,,,Phyllastrephus fulviventris,"Lubango Museum, Angola",3084,1,NA
"Bois Sec, Mauritius",Mauritius,,,NA,NA,,,,,,Hypsipetes olivaceus,University of Cambridge Museum of Zoology,"UMZC 27/Pyc/6/c/15, UMZC 27/Pyc/6/c/16",2,NA
"Bole River, Sabah",Malaysia,,,NA,NA,,,,,,Pycnonotus pseudosimplex,Western Foundation of Vertebrate Zoology,"WFVZ #38747, WFVZ #38742, WFVZ #38743, WFVZ #38746",4,NA
Bomi,Liberia,,,NA,NA,,,,,,Criniger calurus,RMNH,RMNH.AVES.126343,1,NA
Bongao,Philippines,,,NA,NA,,,,,,Hypsipetes everetti,NHMUK,"94.4.20.46, 94.4.20.47",2,NA
Borneo,Indonesia / Malaysia / Brunei,,,NA,NA,,,,,,Setornis criniger,Smithsonian NMNH,USNM 95691,1,NA
"Borneo, Birang River",Indonesia,,,NA,NA,,,,,,Rubigula erythropthalmos,Smithsonian NMNH,"USNM 182005, USNM 182006",2,NA
"Borneo, Birang River, Beraoe",Indonesia,,,NA,NA,,,,,,Rubigula erythropthalmos,Smithsonian NMNH,USNM 182003,1,NA
"Borneo, Gunung Kenepai",Indonesia,,,NA,NA,,,,,,Rubigula erythropthalmos,Smithsonian NMNH,USNM 178180,1,NA
"Borneo, Kalimantan Timur, Labuan Klambu",Indonesia,,,NA,NA,,,,,,Rubigula erythropthalmos,Smithsonian NMNH,"USNM 182506, USNM 182507",2,NA
"Borneo, Kalimantan Timur, Laham",Indonesia,,,NA,NA,,,,,,Rubigula erythropthalmos,Smithsonian NMNH,"USNM 183035, USNM 183036",2,NA
"Borneo, Kendawangan River",Indonesia,,,NA,NA,,,,,,Setornis criniger,Smithsonian NMNH,USNM 181647,1,NA
"Borneo, Klumpang Bay",Indonesia,,,NA,NA,,,,,,Rubigula erythropthalmos,Smithsonian NMNH,USNM 181547,1,NA
"Borneo, Landak River",Indonesia,,,NA,NA,,,,,,Setornis criniger,Smithsonian NMNH,USNM 181034,1,NA
"Borneo, Liang Koeboeng",Indonesia,,,NA,NA,,,,,,Rubigula erythropthalmos,Smithsonian NMNH,USNM 178179,1,NA
"Borneo, Pulo Laut",Indonesia,,,NA,NA,,,,,,Rubigula erythropthalmos,Smithsonian NMNH,USNM 181546,1,NA
"Borneo, Sabah, Mount Kina Balu",Malaysia,,,NA,NA,,,,,,Rubigula erythropthalmos,Smithsonian NMNH,USNM 191601,1,NA
"Borneo, Sabah, Ranau",Malaysia,,,NA,NA,,,,,,Rubigula erythropthalmos,Smithsonian NMNH,USNM 472881,1,NA
"Borneo, Sabah, Tawau, Quoin Hill, Cocoa Research Station",Malaysia,,,NA,NA,,,,,,Rubigula erythropthalmos,Smithsonian NMNH,"USNM 483392, USNM 483393",2,NA
"Borneo, Sarawak",Malaysia,,,NA,NA,,,,,,Setornis criniger,Smithsonian NMNH,USNM 106509,1,NA
"Borneo, Sarawak, Batang Ai National Park, Lubang Baya field station",Malaysia,,,NA,NA,,,,,,Rubigula erythropthalmos,Smithsonian NMNH,"USNM 656180, USNM 656332",2,NA
"Borneo, Segah River",Indonesia,,,NA,NA,,,,,,Rubigula erythropthalmos,Smithsonian NMNH,"USNM 182007, USNM 182008, USNM 182013",3,NA
"Borneo, Sempang River",Indonesia,,,NA,NA,,,,,,Setornis criniger,Smithsonian NMNH,"USNM 181383, USNM 181384",2,NA
"Borneo, Sungai Karangan",Indonesia,,,NA,NA,,,,,,Rubigula erythropthalmos,Smithsonian NMNH,USNM 182886,1,NA
"Borneo, Sungai Ritan",Indonesia,,,NA,NA,,,,,,Rubigula erythropthalmos,Smithsonian NMNH,"USNM 183033, USNM 183034",2,NA
"Borneo, Tyan, Kapuas River",Indonesia,,,NA,NA,,,,,,Setornis criniger,Smithsonian NMNH,"USNM 181035, USNM 181036",2,NA
"Borrowdale, Newman Farm",Zimbabwe,,,NA,NA,,,,,,Pycnonotus barbatus,Royal Ontario Museum,NA,1,NA
"Brinchang (4�30'25.2""N 101�23'31.9""E)",Malaysia,,,NA,NA,,,,,,Ixos mcclellandii,Field1,9UWA16G,1,NA
Bruco,Angola,,,NA,NA,,,,,,Phyllastrephus fulviventris,"Lubango Museum, Angola",6933,1,NA
Bruco (Serra da Chela),Angola,,,NA,NA,,,,,,Phyllastrephus fulviventris,"Lubango Museum, Angola","6939, 6941, 6936",3,NA
"Bruco (Tchivinguiro), Huíla",Angola,,,NA,NA,,,,,,Phyllastrephus fulviventris,"Lubango Museum, Angola",32183,1,NA
"Brumas Camp, 75km NW of Tawau, Sabah, E. Malaysia",Malaysia,,,NA,NA,,,,,,"Rubigula erythropthalmos, Iole finschii",Western Foundation of Vertebrate Zoology,"WFVZ #38896, WFVZ #38910, WFVZ  #38909, WFVZ #38908",4,NA
"Budipadaga, Karnataka",India,,,NA,NA,,,,,,"Pycnonotus jocosus, Pycnonotus cafer, Pycnonotus luteolus",Indian Institute of Science Education and Research Tirupati,"a_78, a_77, ab_143, z_4003, a_79",5,NA
Bugoma,Kenya,,,NA,NA,,,,,,Atimastillas flavigula,Royal Ontario Museum,NA,1,NA
"Bumbo, Moçâmedes",Angola,,,NA,NA,,,,,,Phyllastrephus fulviventris,"Lubango Museum, Angola","18807, 18822, 18820, 18813, 18821",5,NA
Buru,Indonesia,,,NA,NA,,,,,,Hypsipetes mysticalis,RMNH,"27268, 27270",2,NA
"Buru, W, Fogi",Indonesia,,,NA,NA,,,,,,Hypsipetes mysticalis,Smithsonian NMNH,USNM 201379,1,NA
"CROSS RIVER (6.622122, 9.354916)",Nigeria,,,NA,NA,,,,,,"Pycnonotus barbatus, Atimastillas flavicollis",Field1,"CA02910, CA02911, CA02912, CA02913, CA02914, CA02915, CA02916, CA02917, CA02918, CA02920, CA02921, CA02922, CA02923, 4A62358",15,NA
"Cabula, Cuanza Sul",Angola,,,NA,NA,,,,,,Chlorocichla falkensteini,"Lubango Museum, Angola","33991, 34055",2,NA
"Cabuta, Cuanza Sul",Angola,,,NA,NA,,,,,,Bleda syndactylus,"Lubango Museum, Angola",27797,1,NA
"Cabuta, Cuanza-Sul",Angola,,,NA,NA,,,,,,Phyllastrephus fulviventris,"Lubango Museum, Angola",34135,1,NA
Cacauda (Bibala),Angola,,,NA,NA,,,,,,Phyllastrephus fulviventris,"Lubango Museum, Angola",5092,1,NA
"Cachingues, Bié",Angola,,,NA,NA,,,,,,Pycnonotus barbatus,"Lubango Museum, Angola",36051,1,NA
"Cachoeira, (N. Redondo), Cuanza Sul",Angola,,,NA,NA,,,,,,Pycnonotus barbatus,"Lubango Museum, Angola",18048,1,NA
"Cachoeiras (N. Redondo), Cuanza Sul",Angola,,,NA,NA,,,,,,Phyllastrephus fulviventris,"Lubango Museum, Angola",18141,1,NA
Cacolo,Angola,,,NA,NA,,,,,,Phyllastrephus cabanisi,"Lubango Museum, Angola",3374,1,NA
Caeolo (15 km SW),Angola,,,NA,NA,,,,,,Atimastillas flavigula,"Lubango Museum, Angola",3375,1,NA
"Cafrico, Cuando-Cubango",Angola,,,NA,NA,,,,,,Chlorocichla flaviventris,"Lubango Museum, Angola",37939,1,NA
Cahama,Angola,,,NA,NA,,,,,,Pycnonotus nigricans,RMNH,RMNH125717,1,NA
"Caiundi (Chingoio), Huíla",Angola,,,NA,NA,,,,,,Chlorocichla falkensteini,"Lubango Museum, Angola",32496,1,NA
Calai (Cuangar),Angola,,,NA,NA,,,,,,Chlorocichla flaviventris,"Lubango Museum, Angola",8881,1,NA
"Calulo, Cuanza-Sul",Angola,,,NA,NA,,,,,,Phyllastrephus fulviventris,"Lubango Museum, Angola","34442, 34539, 34543",3,NA
Camissombo - (38 km N.),Angola,,,NA,NA,,,,,,Neolestes torquatus,"Lubango Museum, Angola",3371,1,NA
Camp Bergen,Philippines,,,NA,NA,,,,,,Hypsipetes mindorensis,Smithsonian NMNH,USNM 202075,1,NA
"Camp Lookout, Cuernos de Negros, Negros Island",Philippines,,,NA,NA,,,,,,Pycnonotus goiavier,University of Western Ontario,UWO 1320,1,NA
Camucuio (Chingo),Angola,,,NA,NA,,,,,,Phyllastrephus fulviventris,"Lubango Museum, Angola",2896,1,NA
Camucuio (Chingoroi),Angola,,,NA,NA,,,,,,"Phyllastrephus fulviventris, Chlorocichla falkensteini","Lubango Museum, Angola","2937, 2921, 2938, 2936, 2886, 2915, 2888",7,NA
"Canjala (Egida), Benguela",Angola,,,NA,NA,,,,,,Chlorocichla falkensteini,"Lubango Museum, Angola","40007, 39865, 40150",3,NA
"Canjala (Egito), Benguela",Angola,,,NA,NA,,,,,,Phyllastrephus fulviventris,"Lubango Museum, Angola","40126, 40155, 39936",3,NA
Canzela (30 Km W Camabatela),Angola,,,NA,NA,,,,,,Pycnonotus barbatus,"Lubango Museum, Angola",3408,1,NA
Canzela 30 Km N. Quiculungo (Dembos),Angola,,,NA,NA,,,,,,Phyllastrephus viridiceps,"Lubango Museum, Angola",3363,1,NA
"Canzela, 30 km W Camabatela (Dembos)",Angola,,,NA,NA,,,,,,"Eurillas curvirostris, Stelgidillas gracilirostris","Lubango Museum, Angola","3352, 3353",2,NA
Canzele - N. de Quiculungo,Angola,,,NA,NA,,,,,,Bleda syndactylus,"Lubango Museum, Angola",3358,1,NA
"Canzele, 30 Km. N. Quiculungo (Dembos)",Angola,,,NA,NA,,,,,,Phyllastrephus viridiceps,"Lubango Museum, Angola",3363,1,NA
"Canzele, 30 km N. Quiculungo",Angola,,,NA,NA,,,,,,Baeopogon indicator,"Lubango Museum, Angola",3367,1,NA
"Capale, Malanje",Angola,,,NA,NA,,,,,,"Atimastillas flavigula, Pycnonotus barbatus","Lubango Museum, Angola","11863, 11654, 11895, 11878",4,NA
Cape Colony,South Africa,,,NA,NA,,,,,,Pycnonotus capensis,Queensland Museum,"O7870, O7869",2,NA
"Capico, Cuando-Cubango",Angola,,,NA,NA,,,,,,Pycnonotus barbatus,"Lubango Museum, Angola",38179,1,NA
"Capira, Moçâmedes",Angola,,,NA,NA,,,,,,"Phyllastrephus fulviventris, Chlorocichla flaviventris","Lubango Museum, Angola","35623, 35731, 35676, 35707, 35875, 35765, 35630, 35746, 35706, 35745, 35744",11,NA
Capolopopo (Virei),Angola,,,NA,NA,,,,,,Pycnonotus nigricans,"Lubango Museum, Angola","5632, 5653, 5774",3,NA
"Cariango, Cuanza Sul",Angola,,,NA,NA,,,,,,Phyllastrephus cabanisi,"Lubango Museum, Angola",35186,1,NA
"Cariango, Cuanza-Sul",Angola,,,NA,NA,,,,,,"Neolestes torquatus, Phyllastrephus cabanisi, Atimastillas flavigula","Lubango Museum, Angola","35323, 35321, 35318, 35266, 35125, 35536, 35361, 35235, 35530, 35194, 35334",11,NA
"CarmoNA, Uige",Angola,,,NA,NA,,,,,,Atimastillas flavigula,"Lubango Museum, Angola","27278, 27006",2,NA
"CarmoNA, Uíge",Angola,,,NA,NA,,,,,,"Neolestes torquatus, Pycnonotus barbatus","Lubango Museum, Angola","27125, 28190",2,NA
"Carunjamba (Lucira), Moçâmedes",Angola,,,NA,NA,,,,,,Chlorocichla flaviventris,"Lubango Museum, Angola",31093,1,NA
Cassinga,Angola,,,NA,NA,,,,,,Pycnonotus barbatus,"Lubango Museum, Angola",9811,1,NA
"Casulo (Dungo), Lunda",Angola,,,NA,NA,,,,,,Eurillas gracilis,"Lubango Museum, Angola",27493,1,NA
Cebu,Philippines,,,NA,NA,,,,,,Hypsipetes siquijorensis,USNM,"211056, 316152",2,NA
"Chandoli NP, Maharasthra",India,,,NA,NA,,,,,,Acritillas indica,Indian Institute of Science Education and Research Tirupati,a_18,1,NA
Changhua,Taiwan,,,NA,NA,,,,,,Pycnonotus sinensis,RMNH,"RMNH.AVES.53610, RMNH.AVES.53611, RMNH.AVES.53612, RMNH.AVES.53613, RMNH.AVES.53614, RMNH.AVES.53616, RMNH.AVES.53617",7,NA
"Chiang Saen, Chiang Rai",Thailand,,,NA,NA,,,,,,"Microtarsus melanocephalos, Pycnonotus aurigaster, Pycnonotus finlaysoni, Rubigula flaviventris",Field1,"2A13372, 4A01152, 4A01151, 5A01124, 4A01110, 4A01111, 4A01097, 4A01154, 3A04389, 3A04385",10,NA
"Chiela (Landana), Cabinda",Angola,,,NA,NA,,,,,,"Neolestes torquatus, Phyllastrephus fulviventris, Baeopogon indicator, Criniger calurus, Thescelocichla leucopleura, Eurillas curvirostris, Eurillas latirostris, Stelgidillas gracilirostris, Chlorocichla simplex, Phyllastrephus viridiceps, Bleda notatus, Eurillas gracilis, Chlorocichla falkensteini, Eurillas virens, Phyllastrephus icterinus","Lubango Museum, Angola","30219, 29469, 29454, 29461, 29438, 29468, 30216, 29953, 29566, 29603, 29537, 29536, 29628, 29588, 29779, 29637, 29622, 29283, 29773, 29808, 29416, 29343, 29347, 29377, 29352, 29419, 29807, 29405, 29987, 29590, 30335, 29358, 30126, 29550, 30320, 29379, 29431, 29395, 29569, 29344, 29341, 30261, 30241, 30252, 29565, 30228, 29801, 30443, 29777, 30117",51,NA
"Chila (Bocaio), Benguela",Angola,,,NA,NA,,,,,,Atimastillas flavigula,"Lubango Museum, Angola",40012,1,NA
"Chilado, Huíla",Angola,,,NA,NA,,,,,,Pycnonotus nigricans,"Lubango Museum, Angola","13375, 13371",2,NA
Chingoroi,Angola,,,NA,NA,,,,,,"Phyllastrephus fulviventris, Chlorocichla flaviventris","Lubango Museum, Angola","2597, 2655, 2623, 2656, 3338, 2994, 2992, 2658, 2993, 2583, 2596, 2732, 2581, 2582, 2657, 2815, 2720",17,NA
"Chingoroi, Huíla",Angola,,,NA,NA,,,,,,"Phyllastrephus fulviventris, Chlorocichla flaviventris","Lubango Museum, Angola","32440, 32435, 32347, 32357, 32142, 32445",6,NA
Chipepe (Cassongue),Angola,,,NA,NA,,,,,,"Phyllastrephus cabanisi, Atimastillas flavigula","Lubango Museum, Angola","8278, 8294, 8293, 8354, 8342, 8337, 8280, 8295, 8296",9,NA
"Chipia, Moçâmedes",Angola,,,NA,NA,,,,,,Phyllastrephus fulviventris,"Lubango Museum, Angola",24375,1,NA
"Chitado, Huíla",Angola,,,NA,NA,,,,,,Pycnonotus nigricans,"Lubango Museum, Angola","13395, 13589, 13404, 13376",4,NA
"Chitau, Sanjuele",Angola,,,NA,NA,,,,,,Pycnonotus barbatus,Royal Ontario Museum,NA,1,NA
"Chivilili (Ganda), Benguela",Angola,,,NA,NA,,,,,,Phyllastrephus fulviventris,"Lubango Museum, Angola",32812,1,NA
"Chiviliti (Ganda), Benguela",Angola,,,NA,NA,,,,,,Phyllastrephus fulviventris,"Lubango Museum, Angola",32807,1,NA
"Choma, Zambia",Zambia,,,NA,NA,,,,,,Pycnonotus barbatus,Field1,"CC04760, CC04762, CC04764, CC04765, CC04768, CC04769, CC04771, CC04773, CC04776, CC04777, CC04778, CC04779, CC04780, CC04781, CC04782, CC04783, CC04784, CC04785, CC04788, CC04829, CC04833, CC04841, CC04842, CC04843, CC04845, CC04846, CC04847, CC04848, CC04849, CC04850, CC04852, CC04853, CC04863, CC04866, CC04868, CC04869, CC04870, CC04871, CC04872, CC04874, CC04875, CC04876, CC04879, CC04880, CC04881, CC04883, CC04890, CC04899, CV86702, CV86703, CV86704, CV86708, CV86714, CV86715, CV86716, CV86718, CV86728, CV86729, CV86733, CV86743, CV86746, CV86747, CV86749, CV86756, CV86760, CV86773, CV86604, CV86605, CV86606, CV86607, CV86608, CV86609, CV86611, CV86618, CV86625, CV86626, CV86627, CV86629, CV86630, CV86631, CV86633, CV86634, CV86635, CV86640, CV86642, CV86643, CV86644, CV86645, CV86646, CV86647, CV86648, CV86649, CV86650, CV86651, CV86652, CV86653, CV86655, NRING01, CV86661, CV86772, CV86664, CV86666, CV86671, CV86678, CV86679, CV86680, CV86683, CV86684, CV86685, CV86686, CV86687, CV86689, CV86690, CV86691, F25362, F25363, F25364, F25365, F25366, F25367, F25368, F25369, F25371, F25372, F25373, F25377, F25378, F25380, F25381, F25382, F25383, F25387, F25389, F25390, F25391, F25392, F25393, F25394, F25395, F25396, F25398, F25399, F25400, BE16528, BE16531, BE16533, BE16537, BE16538, BE16539, BE16542, BE16543, BE16544, BE16545, BE16546, BE16547, BE16549, BE16550, BE16552, BE16554, BE16555, BE16559, BE16561, BE16562, BE16563, BE16564, BE16565, BE16566, BE16568, BE16569, BE16571, BE16572, BE16575, BE16577, BE16578, BE16579, BE16580, BE16583",184,NA
"Coast Province, Sokoke Forest, 5 +- miles Northwest Kilifi, elevation 200 ft.",Kenya,,,NA,NA,,,,,,"Phyllastrephus debilis, Phyllastrephus fischeri, Phyllastrephus strepitans, Phyllastrephus terrestris",Cornell University Museum of Vertebrates,"31980, 31996, 31979, 31995, 31970, 31971, 31975, 31974, 31976, 31978, 31977",11,NA
"Coast Province, Tsavo",Kenya,,,NA,NA,,,,,,Phyllastrephus strepitans,Cornell University Museum of Vertebrates,13396,1,NA
Colombo,Sri Lanka,,,NA,NA,,,,,,Pycnonotus luteolus,RMNH,RMNH.AVES.27265,1,NA
"Conda (Gabela), Cuanza Sul",Angola,,,NA,NA,,,,,,Chlorocichla falkensteini,"Lubango Museum, Angola",32556,1,NA
"Conde (LândaNA), Cabinda",Angola,,,NA,NA,,,,,,"Calyptocichla serinus, Thescelocichla leucopleura, Eurillas curvirostris, Stelgidillas gracilirostris, Bleda notatus, Eurillas gracilis","Lubango Museum, Angola","30196, 30285, 30203, 30282, 30297, 30195, 30399, 30294, 30300, 30277, 30190, 30419, 30280, 30279, 30275",15,NA
"Cossa, Lunda",Angola,,,NA,NA,,,,,,"Neolestes torquatus, Stelgidillas gracilirostris","Lubango Museum, Angola","27536, 27541",2,NA
"Cross River, Obudu Plateau, elevation 5000 feet",Nigeria,,,NA,NA,,,,,,Phyllastrephus poliocephalus,Cornell University Museum of Vertebrates,30008,1,NA
Cuamato,Angola,,,NA,NA,,,,,,Pycnonotus nigricans,"Lubango Museum, Angola",1378,1,NA
"Cuango (Cafunto), Lunda",Angola,,,NA,NA,,,,,,Atimastillas flavigula,"Lubango Museum, Angola",27796,1,NA
"Cuanza Norte, Roca Cansele, N of Quiculungo (900 m)",Angola,,,NA,NA,,,,,,Neolestes torquatus,Smithsonian NMNH,"USNM 583347, USNM 583348",2,NA
