LocalityString,Country,State,County,Lat,Lon,Correction Status,Precision,Error Polygon,Error Polygon (circular polygon),Multiplot,AviList,Source,Specimen.number,n_specimens,Code
"Kookal, Tamil Nadu",India,,,NA,NA,,,,,,"Pycnonotus jocosus, Acritillas indica, Hypsipetes ganeesa, Microtarsus priocephalus",Indian Institute of Science Education and Research Tirupati,"a_271225, ab_159096, a_271261, a_271263, a_271264, a_271267, a_271268, a_271269, a_271270, ab_159421, a_271278, a_271279, a_271280, a_271281, a_271289, a_271290, a_271292, a_271293, a_271298, a_271300",20,NA
Kossoom,India,,,NA,NA,,,,,,Pycnonotus zeylanicus,Queensland Museum,O7860,1,NA
"Kota Kinabalu, 76 km SSW, Saliwangan Baru, Sabah, E. Malaysia",Malaysia,,,NA,NA,,,,,,Iole finschii,Western Foundation of Vertebrate Zoology,WFVZ #38906,1,NA
Kribi,Cameroon,,,NA,NA,,,,,,Criniger calurus,"Lubango Museum, Angola",13136,1,NA
"Kudremukh, Karnataka",India,,,NA,NA,,,,,,"Acritillas indica, Pycnonotus jocosus",Indian Institute of Science Education and Research Tirupati,"ab_2596, ab_2585, ab_2582, ab_2583, a_4464, a_4459, z_4460, a_4455, ab_1994",9,NA
"L. Capari, Malanje",Angola,,,NA,NA,,,,,,Atimastillas flavigula,"Lubango Museum, Angola",12055,1,NA
LAFIA (8.558499981 8.528883029),Nigeria,,,NA,NA,,,,,,Pycnonotus barbatus,Field1,"CA02695, CA02696, CA02697, CA02698, CA02901, CA02902, CA02903, CA02904, CA02905, CA02906, CA02907, CA02908, CA02909",13,NA
"Labuan I., Sabah",Malaysia,,,NA,NA,,,,,,Microtarsus melanocephalos,National Musuem of New Zealand,2496,1,NA
"Laem Phak Bia, Ban Laem, Phetchaburi",Thailand,,,NA,NA,,,,,,"Pycnonotus conradi, Pycnonotus goiavier",Field1,"4A00411, 4A00410, 4A00413, 4A00447, 4A01359, 4A01032, 4A00818, 4A00839, 4A00600, 4A00831, 4A02775, 4A02774, 4A02868, 4A02952, 4A02409, 4A02408, 4A02419, 4A02502, 4A60429, 4A60436, 4A60433, 4A60428, 4A60427, 4A60426, 4A60431, 4A02261, 4A02262, 4A02441, 4A02263, 4A30648, 4A30646, 4A30415, 4A30414, 4A30460, 4A30388, 4A00404",38,NA
Lago Cameia,Angola,,,NA,NA,,,,,,Pycnonotus barbatus,"Lubango Museum, Angola","19, 67",2,NA
"Lagoa do Arco (S. Alexandre), Moçâmedes",Angola,,,NA,NA,,,,,,Pycnonotus nigricans,"Lubango Museum, Angola","16289, 16286",2,NA
"Lake Takengon, Atjeh",Indonesia,,,NA,NA,,,,,,Pycnonotus snouckaerti,RMNH,38155,1,NA
Landana,Angola,,,NA,NA,,,,,,Eurillas virens,RMNH,RMNH.AVES.126225,1,NA
"Landana, Cabinda",Angola,,,NA,NA,,,,,,Phyllastrephus fulviventris,"Lubango Museum, Angola",30105,1,NA
"Lazi, Pop, Siquijor Prov. Siquijor ID",Philippines,,,NA,NA,,,,,,Hypsipetes siquijorensis,RMNH,RMNH99781,1,NA
"Lebu, Huíla",Angola,,,NA,NA,,,,,,Pycnonotus barbatus,"Lubango Museum, Angola",19839,1,NA
Leyte,Philippines,,,NA,NA,,,,,,Hypsipetes everetti,NHMUK,96.6.6.320,1,NA
Leyte,Philippines,,,NA,NA,,,,,,Hypsipetes everetti,USNM,"537584, 537580",2,NA
Liberia,Liberia,,,NA,NA,,,,,,Thescelocichla leucopleura,RMNH,"RMNH126291, RMNH126292, RMNH126293",3,NA
Limbe,Cameroon,,,NA,NA,,,,,,Criniger calurus,RMNH,RMNH.AVES.126345,1,NA
"Liuzhou City, Guangxi",China,,,NA,NA,,,,,,Hypsipetes leucocephalus,"Institute of Zoology, Chinese Academy of Sciences",54495,1,NA
"Lojing logged (4�35'54.6""N 101�26'24.7""E)",Malaysia,,,NA,NA,,,,,,"Ixos mcclellandii, Pycnonotus finlaysoni, Rubigula flaviventris, Pycnonotus goiavier",Field1,"90UWA16E, 91UWA16E, 29UWA16G, 30UWA16G, 31UWA16G, NA, 155UWA16E, 157UWA16E, 158UWA16E, 164UWA16E, 61UWA16G, 224UWA16G, 101UWA16G, 102UWA16G, 119UWA16G, 120UWA17G, 122UWA16G, 123UWA16G, 125UWA16G, 350UWA16E, Missing (127G), 126UWA16G, 128UWA16G",23,NA
Luacano,Angola,,,NA,NA,,,,,,"Phyllastrephus cabanisi, Atimastillas flavigula, Eurillas virens","Lubango Museum, Angola","242, 233, 3310, 230",4,NA
"Luati (Calulo), Cuanza-Sul",Angola,,,NA,NA,,,,,,Atimastillas flavigula,"Lubango Museum, Angola",34305,1,NA
"Lumbokwa, 1060 m alt, Kivu, Zaïre",DRC,,,NA,NA,,,,,,Phyllastrephus lorenzi,"Royal Belgian Institute of Natural Sciences, Brussels",RBINS 69864,1,NA
"Lunda Norte, Camissombo, 38 km N (1000 m)",Angola,,,NA,NA,,,,,,Neolestes torquatus,Smithsonian NMNH,USNM 583350,1,NA
"Lunda Norte, Lake Carumbo (900 m)",Angola,,,NA,NA,,,,,,Neolestes torquatus,Smithsonian NMNH,USNM 583352,1,NA
"Lunda Sul, Sombo, 60 km N (1100 m)",Angola,,,NA,NA,,,,,,Neolestes torquatus,Smithsonian NMNH,USNM 583351,1,NA
"MAKURDI (7.707937974, 8.660544036)",Nigeria,,,NA,NA,,,,,,Pycnonotus barbatus,Field1,"CA02924, CA02925, CA02927, CA02926, CA02928, CA02929, CA02930, CA02931, CA02932, CA02933, CA02934, CA02935, CA02936, CA02937, CA02938, CA02939, CA02940, CA02941, CA02942, CA02943",20,NA
"MALAWI: Southern Region; Mangochi District; Mangochi, 40 km SW; Phirilongwe Forest Reserve; -14.583, 35; 880 m; Habitat: Acacia scrub",Malawi,,,NA,NA,,,,,,Phyllastrephus terrestris,Burke Museum,UWBM 104452,1,NA
"MALAWI: Southern Region; Mangochi District; Mangochi, 40 km SW; Phirilongwe Forest Reserve; -14.583, 35; 880 m; Habitat: Miombo woodland",Malawi,,,NA,NA,,,,,,"Phyllastrephus cerviniventris, Phyllastrephus terrestris",Burke Museum,"UWBM 109118, UWBM 106199",2,NA
"MALAWI: Southern Region; Mangochi District; Mangochi, 40 km SW; Phirilongwe Forest Reserve; -14.583, 35; 880 m; Habitat: mixed woodland near stream",Malawi,,,NA,NA,,,,,,Phyllastrephus terrestris,Burke Museum,UWBM 107602,1,NA
"MALAWI: Southern Region; Monkey Bay, 15 km SW; -14.1, 34.883; 500 m; Habitat: Miombo woodland",Malawi,,,NA,NA,,,,,,Phyllastrephus terrestris,Burke Museum,UWBM 106187,1,NA
"MALAWI: Southern Region; Mulanje Forest Reserve, north of Peaks; -15.85, 35.583; 770 m; Habitat: Miombo woodland",Malawi,,,NA,NA,,,,,,Phyllastrephus cerviniventris,Burke Museum,UWBM 106169,1,NA
"MALAWI: Southern Region; Mulanje Massif Forest Reserve Lodge; -15.938, 35.502; 830 m; Habitat: Miombo woodland",Malawi,,,NA,NA,,,,,,Phyllastrephus cerviniventris,Burke Museum,"UWBM 106079, UWBM 106076, UWBM 104603",3,NA
"MALAWI: Southern Region; Mulanje Massif Forest Reserve Lodge; -15.938, 35.502; 830 m; Habitat: dry forest disturbed",Malawi,,,NA,NA,,,,,,Phyllastrephus cerviniventris,Burke Museum,UWBM 110202,1,NA
"MALAWI: Southern Region; Mwanza, 20 km SW; Thambami Forest Reserve; -15.592, 34.508; 785 m; Habitat: Miombo woodland",Malawi,,,NA,NA,,,,,,Phyllastrephus cerviniventris,Burke Museum,"UWBM 104409, UWBM 103994",2,NA
"MALAWI: Southern Region; Zomba, 5 km N; Zomba Plateau; -15.343, 35.27; 1800 m; Habitat: Miombo woodland",Malawi,,,NA,NA,,,,,,"Phyllastrephus cabanisi, Arizelocichla milanjensis, Arizelocichla tephrolaema",Burke Museum,"UWBM 106103, UWBM 106155, UWBM 106156, UWBM 106075, UWBM 104540, UWBM 106083, UWBM 104539, UWBM 106102, UWBM 106100, UWBM 106158, UWBM 104541, UWBM 106106, UWBM 106159",13,NA
"MALAWI: Southern Region; Zomba, 5 km N; Zomba Plateau; -15.343, 35.27; 1800 m; Habitat: dense evergreen forest, montane",Malawi,,,NA,NA,,,,,,Arizelocichla tephrolaema,Burke Museum,UWBM 110304,1,NA
"MALAWI: Southern Region; Zomba, 5 km N; Zomba Plateau; -15.343, 35.27; 1800 m; Habitat: evergreen forest",Malawi,,,NA,NA,,,,,,Arizelocichla milanjensis,Burke Museum,"UWBM 110254, UWBM 110255, UWBM 110256",3,NA
"MALAWI: Southern Region; Zomba, 5 km N; Zomba Plateau; -15.343, 35.27; 1800 m; Habitat: forest",Malawi,,,NA,NA,,,,,,Arizelocichla tephrolaema,Burke Museum,UWBM 107608,1,NA
"MALAWI: Zomba District; Zomba, 5 km N; -15.343, 35.27; 1800 m",Malawi,,,NA,NA,,,,,,Phyllastrephus cabanisi,Burke Museum,UWBM 80144,1,NA
"MONIYA (7.552091992, 3.908175007)",Nigeria,,,NA,NA,,,,,,Pycnonotus barbatus,Field1,"CA02665, CA02666",2,NA
"Maboya, Kivu, Zaïre",DRC,,,NA,NA,,,,,,Chlorocichla prigoginei,"Royal Belgian Institute of Natural Sciences, Brussels","RBINS 62519, RBINS 62520",2,NA
Madagascar,Madagascar,,,NA,NA,,,,,,Hypsipetes madagascariensis,University of Cambridge Museum of Zoology,"UMZC 27/Pyc/6/j/7, UMZC 27/Pyc/6/j/6, UMZC 27/Pyc/6/j/4, UMZC 27/Pyc/6/j/5",4,NA
Mae Nam Phachi,Thailand,,,NA,NA,,,,,,"Microtarsus melanocephalos, Rubigula flaviventris",Field1,"3A04480, 3A04476, 3A04475, 3A04477, 3A04478, 3A04481, 3A04479",7,NA
"Mae Taeng Irrigation Project, Chiang Mai",Thailand,,,NA,NA,,,,,,"Pycnonotus aurigaster, Pycnonotus conradi",Field1,"4A00416, 4A00417, 4A00418, 4A01103, 4A01090, 4A01091, 4A01096, 4A01102, 4A01104, 4A01092, 4A00429, 4A00426, 4A00425, 4A00423, 4A00422, 4A00420",16,NA
"Mahanadi Wildlife Division, Odisha",India,,,NA,NA,,,,,,Pycnonotus luteolus,Indian Institute of Science Education and Research Tirupati,a_4306,1,NA
"Mahidol University Sai Yok, Kanchanaburi",Thailand,,,NA,NA,,,,,,"Pycnonotus aurigaster, Pycnonotus conradi, Pycnonotus finlaysoni, Rubigula flaviventris",Field1,"4A02550, 4A02786, 4A02802, 4A60607, 4A01370, 4A01372, 4A02965, 4A02964, 4A02963, 4A01030, 4A02957, 4A02803, 4A02801, 4A02958, 4A02956, 4A02955, 4A02954, 4A02953, 4A02959, 4A02961, 4A02549, 4A02548, 4A02543, 4A60604, 4A60602, 4A60605, 4A60609, 4A02962, 4A60478, 4A02960, 4A60479, 4A60475, 4A60473, 4A60471, 4A60682, 4A60705, 4A60493, 4A60498, 4A60497, 4A60496, 4A60495, 4A60494, 4A30486, 4A30485, 4A30484, 4A30483, 4A60606, 3A10841, 4A60474, 4A30487, 4A02787",53,NA
"Mahidol University Salaya, Nakhon Pathom",Thailand,,,NA,NA,,,,,,Pycnonotus conradi,Field1,"4A01374, 4A01373, 4A01371, 4A00572, 4A00557",5,NA
"Mahé, Seychelles",Seychelles,,,NA,NA,,,,,,Hypsipetes crassirostris,University of Cambridge Museum of Zoology,"UMZC 27/Pyc/6/e/1, UMZC 27/Pyc/6/e/2",2,NA
Malabar,India,,,NA,NA,,,,,,Rubigula gularis,Queensland Museum,O7861,1,NA
"Malacca, Malaysia",Malaysia,,,NA,NA,,,,,,Microtarsus melanoleucos,National Musuem of New Zealand,2497,1,NA
"Malanje, Duque de Braganca, 42 km N (1250 m)",Angola,,,NA,NA,,,,,,Neolestes torquatus,Smithsonian NMNH,USNM 583349,1,NA
"Malay Peninsula, Pahang, Kuantan, 15 mi N",Malaysia,,,NA,NA,,,,,,Rubigula erythropthalmos,Smithsonian NMNH,USNM 470585,1,NA
"Mamanduru, Andhra Pradesh",India,,,NA,NA,,,,,,"Pycnonotus luteolus, Pycnonotus jocosus",Indian Institute of Science Education and Research Tirupati,"ab_2160, a_2101, ab_2102, ab_2103, ab_2104, ab_2109",6,NA
"Mamorak, Madagascar",Madagascar,,,NA,NA,,,,,,Hypsipetes madagascariensis,University of Cambridge Museum of Zoology,UMZC 27/Pyc/6/j/1,1,NA
"Mandja, Kivu, Zaïre",DRC,,,NA,NA,,,,,,Phyllastrephus lorenzi,"Royal Belgian Institute of Natural Sciences, Brussels",RBINS 62617,1,NA
Mangoli,Indonesia,,,NA,NA,,,,,,Hypsipetes longirostris,SMTD,"C16178, C16179, C16180, C16181",4,NA
Manila,Philippines,,,NA,NA,,,,,,Pycnonotus goiavier,Royal Ontario Museum,NA,1,NA
"Manzali, 1100 m alt, route Beni-Irumu, Région Oisha, Parc National Albert, Kivu, Congo Belge",DRC,,,NA,NA,,,,,,Phyllastrephus lorenzi,"Royal Belgian Institute of Natural Sciences, Brussels",RBINS 34575,1,NA
"Marimba-Gunga, Malanje",Angola,,,NA,NA,,,,,,Atimastillas flavigula,"Lubango Museum, Angola","12967, 12970",2,NA
Maritius,Maritius,,,NA,NA,,,,,,Hypsipetes olivaceus,Smithsonian NMNH,"USNM 132510, USNM 132511",2,NA
Masbate province,Philippines,,,NA,NA,,,,,,Hypsipetes guimarasensis,Smithsonian NMNH,"USNM 211040, USNM 211042, USNM 211041",3,NA
"Masinagudi, Tamil Nadu",India,,,NA,NA,,,,,,"Pycnonotus cafer, Pycnonotus jocosus, Pycnonotus luteolus, Acritillas indica",Indian Institute of Science Education and Research Tirupati,"a_7764, a_7765, a_7769, a_7771, ab_4659, ab_4660, ab_4661, a_7772, a_7761, a_7762, a_7784, a_7785, a_7786, ab_4667, ab_46668, a_47783, ab_4669, ab_4664",18,NA
"Matadi, Congo Belga",Congo,,,NA,NA,,,,,,Chlorocichla simplex,"Lubango Museum, Angola",13180,1,NA
"Mathikettan, Kerala",India,,,NA,NA,,,,,,Acritillas indica,Indian Institute of Science Education and Research Tirupati,"a_7374, a_7375, a_7377, a_7387",4,NA
"Matuguinao, Samar Island",Philippines,,,NA,NA,,,,,,Hypsipetes philippinus,"UPLB Museum of Natural History, Philippines"," MNH 4092,  MNH 4104",2,NA
Mauritius,Mauritius,,,NA,NA,,,,,,Hypsipetes olivaceus,University of Cambridge Museum of Zoology,"UMZC 27/Pyc/6/c/5, UMZC 27/Pyc/6/c/6, UMZC 27/Pyc/6/c/7",3,NA
Mayumba,Gabon,,,NA,NA,,,,,,Eurillas latirostris,RMNH,RMNH.AVES.126264,1,NA
"Mbutaba, 925 m alt, Kivu, Zaïre",DRC,,,NA,NA,,,,,,Phyllastrephus lorenzi,"Royal Belgian Institute of Natural Sciences, Brussels","RBINS 68679, RBINS 68680",2,NA
"Megatai (Mangkatai), Sabah",Malaysia,,,NA,NA,,,,,,Pycnonotus pseudosimplex,Western Foundation of Vertebrate Zoology,WFVZ #38754,1,NA
Mei Chi,Taiwan,,,NA,NA,,,,,,Pycnonotus sinensis,RMNH,RMNH.AVES.53449,1,NA
Melaka,Malaysia,,,NA,NA,,,,,,Alophoixus phaeocephalus,Royal Ontario Museum,NA,1,NA
"Melunga, Cunene",Angola,,,NA,NA,,,,,,Pycnonotus nigricans,"Lubango Museum, Angola",33490,1,NA
"Menggalong, Sabah, E. Malaysia (4°58'N, 115°28'E)",Malaysia,,,NA,NA,,,,,,Setornis criniger,Western Foundation of Vertebrate Zoology,WFVZ #39003,1,NA
"Migamba, 1000 m alt, Kivu, Zaïre",DRC,,,NA,NA,,,,,,Phyllastrephus lorenzi,"Royal Belgian Institute of Natural Sciences, Brussels",RBINS 69140,1,NA
"Migamba, 1090 m alt, Kivu, Zaïre",DRC,,,NA,NA,,,,,,Phyllastrephus lorenzi,"Royal Belgian Institute of Natural Sciences, Brussels",RBINS 69188,1,NA
Mindanao,Philippines,,,NA,NA,,,,,,Hypsipetes everetti,USNM,580052,1,NA
"Missão Católica (Landana), Cabinda",Angola,,,NA,NA,,,,,,"Neolestes torquatus, Phyllastrephus fulviventris, Eurillas curvirostris, Eurillas latirostris, Chlorocichla falkensteini, Eurillas virens","Lubango Museum, Angola","30260, 30155, 30182, 29756, 29763, 29765, 30149, 29688, 29995, 30115, 29846, 29761, 30010, 29721, 29704, 29999, 30264, 29643, 30027, 29757",20,NA
"Missão de Cachingues, Bié",Angola,,,NA,NA,,,,,,Atimastillas flavigula,"Lubango Museum, Angola","36340, 36433, 36432, 36465, 36456, 36453, 36953, 36460",8,NA
"Missão de Sanguengue (Chipingue), Huíla",Angola,,,NA,NA,,,,,,Pycnonotus barbatus,"Lubango Museum, Angola",26225,1,NA
"Missão do Chilesso (Andulo), Bié",Angola,,,NA,NA,,,,,,Atimastillas flavigula,"Lubango Museum, Angola","37836, 37837, 37821",3,NA
"Mivale (Tchivinguiro), Huíla",Angola,,,NA,NA,,,,,,Phyllastrephus fulviventris,"Lubango Museum, Angola",13914,1,NA
Mombolo (Cuanza Sul),Angola,,,NA,NA,,,,,,Atimastillas flavigula,"Lubango Museum, Angola","7926, 7925",2,NA
Monte Moco,Angola,,,NA,NA,,,,,,Phyllastrephus cabanisi,"Lubango Museum, Angola",3328,1,NA
"Montipa (Bibala), Moçâmedes",Angola,,,NA,NA,,,,,,"Phyllastrephus fulviventris, Pycnonotus nigricans","Lubango Museum, Angola","21560, 20098",2,NA
Morotai,Indonesia,,,NA,NA,,,,,,Hypsipetes chloris,NHMUK,"1969.41.1023, 1969.41.1024, 1969.41.1026, 1969.41.1027, 1969.41.1029, 1969.41.1030, 1969.41.1031, 1969.41.1033",8,NA
Mossamedes,Angola,,,NA,NA,,,,,,Pycnonotus nigricans,RMNH,RMNH125718,1,NA
Mount Aboo,India,,,NA,NA,,,,,,Pycnonotus jocosus,Queensland Museum,O7867,1,NA
Mount Elgon,Uganda,,,NA,NA,,,,,,"Phyllastrephus cabanisi, Eurillas latirostris",Royal Ontario Museum,NA,3,NA
"Mount Halcon, spur of main ridge",Philippines,,,NA,NA,,,,,,Hypsipetes mindorensis,Smithsonian NMNH,USNM 202089,1,NA
Mount Kinabalu,Malaysia,,,NA,NA,,,,,,Pycnonotus leucops,Smithsonian NMNH,USNM 264257,1,NA
"Moutipa (Bibala), Moçâmedes",Angola,,,NA,NA,,,,,,Phyllastrephus fulviventris,"Lubango Museum, Angola","20110, 20117, 21883",3,NA
"Mt. Lobi, Bo. Patok, Dagami, Leyte",Philippines,,,NA,NA,,,,,,Hypsipetes rufigularis,NMNH Philippines,NA,1,NA
"Mt. Pangasungan, Vista Bay-bay, Leyte",Philippines,,,NA,NA,,,,,,Hypsipetes everetti,NMNH Philippines,NA,4,NA
"Mucope, Huíla",Angola,,,NA,NA,,,,,,Chlorocichla flaviventris,"Lubango Museum, Angola","22755, 22654, 22712",3,NA
"Mulundo, Malanje",Angola,,,NA,NA,,,,,,Pycnonotus barbatus,"Lubango Museum, Angola","11845, 12236",2,NA
Mumbondo,Angola,,,NA,NA,,,,,,Phyllastrephus fulviventris,"Lubango Museum, Angola","1907, 1908, 1906",3,NA
"Munenga (Calulo), Cuanza-Sul",Angola,,,NA,NA,,,,,,Phyllastrephus fulviventris,"Lubango Museum, Angola",34400,1,NA
Munhino (Sá da Bandeira) Huíla,Angola,,,NA,NA,,,,,,Chlorocichla flaviventris,"Lubango Museum, Angola",19591,1,NA
"Munnar, Kerala",India,,,NA,NA,,,,,,"Pycnonotus jocosus, Hypsipetes ganeesa",Indian Institute of Science Education and Research Tirupati,"a_264417, ab_1912, AB_159216, AB_159217, AB_159220, AB_159224, AB_159225, AB_159231, AB_159232, AB_159233, AB_159328, AB_159330, AB_159331, AB_159332, AB_159333, AB_159334, AB_159335, AB_159336, AB_159341, AB_159345, A_264201, A_264283, A_264609, A_264618, A_264619",25,NA
"Mussende, Cuanza Sul",Angola,,,NA,NA,,,,,,Neolestes torquatus,"Lubango Museum, Angola",35063,1,NA
"Mussende, Cuanza-Sul",Angola,,,NA,NA,,,,,,Atimastillas flavigula,"Lubango Museum, Angola","35581, 35564, 35465, 34778, 35568, 34994, 35057, 35029, 35466, 35105",10,NA
Myanmar,Myanmar,,,NA,NA,,,,,,Pycnonotus cafer,Royal Ontario Museum,NA,1,NA
"N Redondo, Cuanza Sul",Angola,,,NA,NA,,,,,,Chlorocichla flaviventris,"Lubango Museum, Angola",18158,1,NA
"NGURU (12.86006704, 10.44779998)",Nigeria,,,NA,NA,,,,,,Pycnonotus barbatus,Field1,"CA03135, CA03136, CA03137, CA03138, CA03139, CA03140, CA03141, CA03142, CA03143, CA03144, CA03145, CA03146, CA03147, CA03148, CA03149, CA03150, CA03151, CA03152, CA03153, CA03154",20,NA
Nagar,India,,,NA,NA,,,,,,Pycnonotus cafer,Royal Ontario Museum,"T 8136, 462, 29, 22",1,NA
"Nagoro, Siaton",Philippines,,,NA,NA,,,,,,Hypsipetes guimarasensis,Smithsonian NMNH,USNM 582016,1,NA
"Nam Kham NR, Chiang Saen, Chiang Rai",Thailand,,,NA,NA,,,,,,"Microtarsus melanocephalos, Pycnonotus aurigaster, Pycnonotus conradi, Pycnonotus finlaysoni, Pycnonotus goiavier",Field1,"3A08142, 4A04550, 4A05218, 4A05259, 4A05263, 4A05264, 4A05222, 4A05229, 4A04604, 4A04613, 4A04622, 4A04536, 4A04547, 4A05255, 4A04543, 4A00295, 4A00297, 4A04537, 4A02332, 3A03853, 4A02255, 4A02322, 4A02323, 4A02326, 4A02317, 4A05257, 4A02331, 4A05256, 4A02334, 4A02318, 4A05208, 4A05201, 4A05207, 4A05260, 4A05249, 4A05251, 4A05254, 4A02316, 4A00790, 4A01525, 4A05273, 4A00799, 4A00778, 4A05272, 4A00789, 4A05289, 4A00791, 4A05286, 4A05285, 4A05275, 4A05276, 4A05278, 4A05280, 4A05281, 4A05284, 4A05271, 4A00788, 4A05288, 4A02295, 4A05247, 4A00296, 4A04545, 4A04608, 4A04620, 4A04614, 4A04612, 4A04611, 4A04609, 4A04603, 4A04602, 4A04546, 4A04623, 4A05241, 4A05240, 4A05235, 4A05234, 4A04601, 4A04532, 4A04549, 4A04548, 4A00780, 4A00786, 4A00784, 4A00783, 4A00772, 4A00794, 4A00777, 4A01524, 4A01528, 4A01527, 4A01526, 4A05230, 4A02790, 4A02793, 4A02791, 4A05246, 4A02345, 4A02346, 4A02344, 4A02350, 4A05211, 4A05210, 4A05205, 4A05204, 4A04625, 4A05228, 4A05227, 4A05221, 4A05233, 4A05265, 4A05252, 4A05206, 4A04627, 4A04626, 4A02336, 4A02335, 4A02333, 4A02325, 4A02320, 4A02339, 4A02340, 4A02337, 4A02301, 4A02312, 4A02308, 4A02342, 4A05239, 4A04616, 4A60589, 4A05269, 4A05290, 4A30743, 4A30742, 4A05274, 4A05282, 4A05283, 4A04607",150,NA
"Namtok Yong, Thung Song, Nakhon Si Thamm",Thailand,,,NA,NA,,,,,,"Iole viridescens, Rubigula erythropthalmos, Rubigula flaviventris",Field1,"3A10762, 3A10761, 3A10760, 4A01764",4,NA
Nan Wan Bay,Taiwan,,,NA,NA,,,,,,Pycnonotus taivanus,Smithsonian NMNH,"USNM 234124, USNM 234125, USNM 234126",3,NA
"Nananu-ira Island, Viti Levu",Fiji,,,NA,NA,,,,,,Pycnonotus cafer,National Musuem of New Zealand,"OR.010125, OR.010127, OR.010126",3,NA
"Nantong Township, Minhou County, Fujian",China,,,NA,NA,,,,,,Hypsipetes leucocephalus,"Institute of Zoology, Chinese Academy of Sciences",62940,1,NA
Narunpitiya,Sri Lanka,,,NA,NA,,,,,,Pycnonotus luteolus,RMNH,RMNH.AVES.126007,1,NA
"Naujan Lake, Mindoro",Philippines,,,NA,NA,,,,,,Hypsipetes mindorensis,Royal Ontario Museum,"JHF 22596, JJM 205",1,NA
"Near Quezon, Luzon I.",Philippines,,,NA,NA,,,,,,Pycnonotus goiavier,National Musuem of New Zealand,23435,1,NA
"Near Sook, Labau River, Sabah, E. Malaysia (5°16'N, 116°31'E)",Malaysia,,,NA,NA,,,,,,Iole finschii,Western Foundation of Vertebrate Zoology,WFVZ #38907,1,NA
"Neilgherries, slope",India,,,NA,NA,,,,,,Acritillas indica,Queensland Museum,O7880,1,NA
Nepal,Nepal,,,NA,NA,,,,,,Alcurus striatus,Royal Ontario Museum,WR 470(1),1,NA
"Newlands, Cape Town",South Africa,,,NA,NA,,,,,,Andropadus importunus,Queensland Museum,O7878,1,NA
"Nong Mai Daeng, Muang Dist., Chonburi",Thailand,,,NA,NA,,,,,,Pycnonotus conradi,Field1,4B01178,1,NA
Nongombe (sá da Bandeira),Angola,,,NA,NA,,,,,,Pycnonotus barbatus,"Lubango Museum, Angola",6721,1,NA
Nova Lisboa,Angola,,,NA,NA,,,,,,Pycnonotus barbatus,"Lubango Museum, Angola",1088,1,NA
Obi,Indonesia,,,NA,NA,,,,,,Hypsipetes lucasi,RMNH,126615,1,NA
"Ondo, 16 miles East-Northeast Ondo",Nigeria,,,NA,NA,,,,,,"Phyllastrephus icterinus, Criniger ndussumensis",Cornell University Museum of Vertebrates,"29963, 29964",2,NA
"Ondo, Idanre",Nigeria,,,NA,NA,,,,,,Chlorocichla simplex,Cornell University Museum of Vertebrates,29966,1,NA
"Ondo, Ondo",Nigeria,,,NA,NA,,,,,,Phyllastrephus albigularis,Cornell University Museum of Vertebrates,29957,1,NA
Osaka,Japan,,,NA,NA,,,,,,Hypsipetes amaurotis,"Institute of Zoology, Chinese Academy of Sciences",55972,1,NA
"Oyo, 6 miles South of Araromi, 30 miles South-Southeast of Ibadan",Nigeria,,,NA,NA,,,,,,Phyllastrephus icterinus,Cornell University Museum of Vertebrates,29923,1,NA
"Oyo, Gambari, 16 miles South of Ibadan",Nigeria,,,NA,NA,,,,,,"Bleda canicapillus, Calyptocichla serinus, Phyllastrephus albigularis, Phyllastrephus icterinus, Eurillas curvirostris, Criniger calurus, Criniger ndussumensis",Cornell University Museum of Vertebrates,"29905, 29899, 29901, 29900, 29902, 29898, 29907, 29909",8,NA
"Oyo, University College, Ibadan",Nigeria,,,NA,NA,,,,,,"Baeopogon indicator, Atimastillas flavicollis, Chlorocichla simplex, Phyllastrephus albigularis, Phyllastrephus baumanni, Phyllastrephus scandens, Eurillas ansorgei, Eurillas virens",Cornell University Museum of Vertebrates,"29829, 29830, 29833, 29832, 29831, 29825, 29826, 29827, 29821, 29828, 29819, 29823, 29820, 29822, 29824, 29816, 29818, 29815, 29817, 29814, 29811, 29810, 29808",23,NA
"PANDAM (8.44056, 9.04285)",Nigeria,,,NA,NA,,,,,,Pycnonotus barbatus,Field1,"CA02682, CA02683, CA02684, CA02685, CA02686, CA02687, CA02688, CA02689, CA02690, CA02691, CA02692, CA02693, CA02694",13,NA
"Pajatoengkalan, Pangmoh, Atjeh, 2000m",Indonesia,,,NA,NA,,,,,,Pycnonotus snouckaerti,MZB,"8674, 8675",2,NA
Palanoc,Philippines,,,NA,NA,,,,,,Hypsipetes guimarasensis,Smithsonian NMNH,"USNM 315441, USNM 315440, USNM 315439, USNM 233570, USNM 233569, USNM 233208, USNM 233207, USNM 233206",8,NA
"Palawan Province, Puerto Princesa",Philippines,,,NA,NA,,,,,,"Iole palawanensis, Microtarsus melanocephalos, Alophoixus bres, Pycnonotus cinereifrons",Cornell University Museum of Vertebrates,"13369, 13385, 13370, 13408",4,NA
Panaon,Philippines,,,NA,NA,,,,,,Hypsipetes everetti,NHMUK,88.4.1.326,1,NA
