COMMON_NAME,area_square_miles
Dusky-headed Brushfinch,1711.395337
Yellow-breasted Brushfinch,71705.82318
White-rimmed Brushfinch,4710.541691
White-winged Brushfinch,25167.50364
Santa Marta Brushfinch,1557.070107
Black-faced Brushfinch,23879.88236
Black-spectacled Brushfinch,1189.026524
Rusty-bellied Brushfinch,12766.42677
Pale-headed Brushfinch,0.377802089
Pale-naped Brushfinch,37828.11152
Tepui Brushfinch,38479.94791
Rufous-capped Brushfinch,134729.986
Rufous-eared Brushfinch,8232.321146
Slaty Brushfinch,55498.01569
Bay-crowned Brushfinch,18287.62597
Ochre-breasted Brushfinch,26174.34898
Vilcabamba Brushfinch,1893.082034
Tricolored Brushfinch,16387.04443
Noisy Scrub-bird,63.28561354
Rufous Scrub-bird,6683.498448
Rufous-bellied Seedsnipe,398291.1734
White-bellied Seedsnipe,80887.52839
Wine-throated Hummingbird,36673.8163
Bumblebee Hummingbird,95582.25042
White-banded Swallow,2514666.199
Black-capped Swallow,29063.72048
Dull-capped Attila,1077313.222
Cinnamon Attila,2036683.114
Citron-bellied Attila,597175.8668
Gray-hooded Attila,132212.2855
Bright-rumped Attila,3127399.118
Ochraceous Attila,2154.354568
Hooded Visorbearer,6773.960547
Hyacinth Visorbearer,11063.04381
Southern Emerald-Toucanet,100338.6725
Blue-banded Toucanet,39830.83378
Chestnut-tipped Toucanet,116762.4858
Crimson-rumped Toucanet,69203.36428
Yellow-browed Toucanet,674.232247
Northern Emerald-Toucanet,162222.4794
Groove-billed Toucanet,11668.28604
Tepui Toucanet,64586.62678
Verdin,725755.7459
Olive-backed Foliage-gleaner,1669317.067
Pernambuco Foliage-gleaner,24695.99897
White-eyed Foliage-gleaner,695198.8683
Brown-rumped Foliage-gleaner,258850.2247
Buff-throated Foliage-gleaner,2482201.644
Para Foliage-gleaner,642647.1375
Chestnut-crowned Foliage-gleaner,1683604.361
Striped Woodhaunter,1268230.808
African Cuckoo-Hawk,4090290.494
Jerdon's Baza,615021.9886
Black Baza,760404.3868
Madagascar Cuckoo-Hawk,131551.3125
Pacific Baza,663368.6618
Fiery-tailed Awlbill,977457.9288
Lesser Scaup,65646.49118
Hardhead,2635140.498
Ring-necked Duck,258401.0173
Common Pochard,351521.4624
Tufted Duck,562541.3751
Madagascar Pochard,230.7829609
New Zealand Scaup,62795.61116
Ferruginous Duck,314749.4838
Black-crested Titmouse,286404.0674
Tufted Titmouse,1146607.145
Oak Titmouse,68825.34422
Juniper Titmouse,407802.6117
Bridled Titmouse,205444.6393
Sjöstedt's Greenbul,328185.4668
Honeyguide Greenbul,1652808.217
Shoebill,494972.6393
Black Crowned-Crane,1149394.535
Gray Crowned-Crane,1362502.775
Mountain Bamboo-Partridge,212478.3821
Taiwan Bamboo-Partridge,12094.99511
Chinese Bamboo-Partridge,496125.7785
Blue-and-gold Tanager,3642.663077
Gold-ringed Tanager,463.1823026
Moss-backed Tanager,7347.820825
Black-and-gold Tanager,1540.097888
Golden-chested Tanager,7728.032289
Australian Ringneck,2048437.082
Rufous Motmot,1248760.793
Rufous-capped Motmot,604492.6053
Golden-browed Warbler,129017.9082
Golden-crowned Warbler,201809.259
Rufous-capped Warbler,373608.0585
Three-banded Warbler,11311.57686
Three-striped Warbler,183489.0529
Sulawesi Myna,64976.60658
Long-crested Myna,5969.85993
Helmeted Myna,2798.829379
Giant Antshrike,231660.7623
Black-capped Rufous-Warbler,32497.30381
Black-faced Rufous-Warbler,246355.4202
Cape Batis,161016.794
Dark Batis,16009.10676
Rwenzori Batis,26426.18255
Woodward's Batis,114314.7671
Ituri Batis,103279.9837
Boulton's Batis,40098.59556
Verreaux's Batis,53479.18121
Black-headed Batis,108287.7115
Angola Batis,183265.9032
Short-tailed Batis,22194.93116
Chinspot Batis,2020688.527
West African Batis,198549.3888
Gray-headed Batis,1034729.914
Pygmy Batis,366567.8324
Bioko Batis,600.166317
Pririt Batis,597676.1816
Senegal Batis,1171610.273
Pale Batis,333255.4934
Large Frogmouth,218411.3186
Sunda Frogmouth,332071.9651
Dulit Frogmouth,10618.02215
Hodgson's Frogmouth,46107.16763
Javan Frogmouth,545789.1784
Sri Lanka Frogmouth,42252.44382
Short-tailed Frogmouth,36066.70043
Philippine Frogmouth,97241.06118
White-crowned Hornbill,455246.9174
Point-tailed Palmcreeper,1999717.685
Long-billed Bernieria,172173.8356
Black-and-white Shrike-flycatcher,1444454.961
White-bearded Antshrike,9225.182964
Musk Duck,466268.1275
Gray-headed Bristlebill,422414.5535
Green-tailed Bristlebill,131002.5264
Lesser Bristlebill,260454.6742
Red-tailed Bristlebill,1361992.62
Bay Woodpecker,626564.8983
Maroon Woodpecker,518997.5811
Buff-tailed Coronet,49695.05126
Velvet-purple Coronet,11964.51867
Chestnut-breasted Coronet,49206.74944
Guaiabero,81280.96532
Rufous-fronted Parakeet,1213.667412
Barred Parakeet,107782.664
Andean Parakeet,73791.02566
Bridled Honeyeater,22457.38943
Eungella Honeyeater,2362.755846
Cedar Waxwing,1577127.546
Ruffed Grouse,3116314.413
Sao Tome Ibis,85.27622949
Wattled Ibis,208414.1637
Hadada Ibis,6270887.085
Olive Ibis,309778.2209
Spot-breasted Ibis,1083515.208
American Bittern,100535.5349
Pinnated Bittern,873609.1715
Australasian Bittern,550340.8979
Great Bittern,557056.5277
Bob-tailed Weaver,97437.76531
White-throated Jacamar,254856.6877
Pale-headed Jacamar,51675.78158
Brown Jacamar,1852807.231
Black-headed Bulbul,1146284.684
Andaman Bulbul,1234.080607
Gray-headed Bulbul,38374.07829
Short-legged Ground-Roller,15085.10345
Rusty-bellied Shortwing,16111.28948
Lesser Shortwing,883979.5165
White-browed Shortwing,39790.6963
Marbled Murrelet,510274.9215
Long-billed Murrelet,106581.9193
Böhm's Flycatcher,333476.7387
Dusky-blue Flycatcher,1403386.513
Sooty Flycatcher,1180819.131
Mariqua Flycatcher,637520.0506
Grayish Flycatcher,956720.444
Ussher's Flycatcher,182678.6819
Bamboo Warbler,35310.13328
Little Rush-Warbler,1172946.086
Bangwa Warbler,2675.811098
Barratt's Warbler,87731.75198
Brown Emutail,20223.88402
White-winged Swamp Warbler,44835.57767
Cinnamon Bracken-Warbler,198447.5539
Dja River Swamp Warbler,4806.359008
Grauer's Swamp Warbler,5933.241769
Evergreen-forest Warbler,163775.7373
Knysna Warbler,3407.444318
Canada Goose,1723255.348
Hawaiian Goose,735.1945134
Yellow-chevroned Parakeet,1468573.159
Golden-winged Parakeet,1201598.092
Cobalt-winged Parakeet,991348.5051
Gray-cheeked Parakeet,4807.507912
Tui Parakeet,659101.283
Plain Parakeet,111418.0942
White-winged Parakeet,245409.2382
White-billed Buffalo-Weaver,896126.4961
Red-billed Buffalo-Weaver,1045703.177
Spotted Eagle-Owl,3546352.548
Pharaoh Eagle-Owl,1230461.182
Rock Eagle-Owl,1267745.4
Eurasian Eagle-Owl,12345317.83
Cape Eagle-Owl,735596.1961
Grayish Eagle-Owl,3737411.72
Dusky Eagle-Owl,551724.0023
Verreaux's Eagle-Owl,4362406.186
Akun Eagle-Owl,991465.8017
Spot-bellied Eagle-Owl,920525.312
Fraser's Eagle-Owl,1470761.02
Shelley's Eagle-Owl,508302.6655
Barred Eagle-Owl,546369.1552
Great Horned Owl,9431173.2
Cattle Egret,21040325.51
Trumpeter Finch,2709015.552
Mongolian Finch,1560549.348
Yellow-spotted Barbet,1323254.803
Collared Puffbird,2106144.802
Bufflehead,29899.29111
Great Hornbill,1139605.501
Rufous Hornbill,30294.48584
Rhinoceros Hornbill,562081.7556
Abyssinian Ground-Hornbill,1730567.791
Southern Ground-Hornbill,1879478.718
Buff-banded Bushbird,9956.787188
Wattled Crane,883800.0738
Bulwer's Petrel,45319771.31
Jouanin's Petrel,3122384.572
Yellow-billed Oxpecker,1418035.858
Double-striped Thick-knee,304023.7599
Spotted Thick-knee,4795764.002
Bush Thick-knee,998517.6876
Indian Thick-knee,1510520.038
Eurasian Thick-knee,760238.7305
Senegal Thick-knee,2717190.254
Peruvian Thick-knee,30773.71746
Water Thick-knee,2240480.653
Black-collared Hawk,4951983.733
Rufous-winged Buzzard,524039.6914
White-eyed Buzzard,1504872.326
White-throated Hawk,394527.7645
Zone-tailed Hawk,2255090.821
Augur Buzzard,1513371.79
Red-necked Buzzard,2720165.739
Madagascar Buzzard,228231.8301
Common Buzzard,1793361.52
Galapagos Hawk,2177.428152
Upland Buzzard,2071911.902
Red-tailed Hawk,3292825.642
Eastern Buzzard,122394.6685
Rough-legged Hawk,1023.303374
Red-shouldered Hawk,1074089.891
Gray-lined Hawk,4020331.363
Mountain Buzzard,260504.6358
Gray Hawk,503887.3577
Himalayan Buzzard,159016.3635
Ferruginous Hawk,341452.7785
Ridgway's Hawk,81.17061943
Long-legged Buzzard,1628111.053
Jackal Buzzard,592098.3231
Socotra Buzzard,1398.611304
Hawaiian Hawk,2686.287452
Forest Buzzard,39170.16106
Rufous Crab Hawk,51185.37396
Common Black Hawk,532161.7309
Chaco Eagle,1634744.894
Cuban Black Hawk,5653.199098
White-necked Hawk,54053.64848
Savanna Hawk,4027978.118
Slate-colored Hawk,1406458.743
Solitary Eagle,385407.0605
Great Black Hawk,5068051.602
Hooded Mountain-Tanager,115624.1865
Striated Heron,17194616.03
White-thighed Hornbill,809836.6295
Silvery-cheeked Hornbill,322161.1915
Trumpeter Hornbill,1572669.051
Brown-cheeked Hornbill,184173.4015
Piping Hornbill,313136.9949
Black-and-white-casqued Hornbill,442951.1614
White Cockatoo,8077.410099
Ducorps's Cockatoo,12723.01743
Sulphur-crested Cockatoo,1507739.128
Tanimbar Corella,1587.592928
Philippine Cockatoo,8786.039862
Salmon-crested Cockatoo,7025.206531
Blue-eyed Cockatoo,12482.99998
Western Corella,44433.48435
Little Corella,2045333.063
Yellow-crested Cockatoo,99638.27678
Long-billed Corella,147306.5665
Yellow-rumped Cacique,3308608.999
Mountain Cacique,35166.42311
Golden-winged Cacique,631189.2677
Red-rumped Cacique,3105052.06
Selva Cacique,17530.49978
Band-tailed Cacique,161696.2568
Casqued Cacique,243385.491
Ecuadorian Cacique,113446.7971
Solitary Black Cacique,3394524.206
Scarlet-rumped Cacique,53154.67306
Moluccan Cuckoo,19026.71226
Chestnut-breasted Cuckoo,305375.3388
Fan-tailed Cuckoo,939872.3698
Plaintive Cuckoo,1596705.334
Gray-bellied Cuckoo,501944.1543
Banded Bay Cuckoo,1909726.738
Brush Cuckoo,1430964.289
Muscovy Duck,5478075.889
Rufous Fieldwren,560816.4046
Striated Fieldwren,76325.45464
Barred Wren-Warbler,549314.8773
Gray Wren-Warbler,592796.7327
Miombo Wren-Warbler,623151.0253
Papyrus Yellow-Warbler,26953.56396
Lark Bunting,80790.44949
Blanford's Lark,93226.25123
Greater Short-toed Lark,523342.9707
Red-capped Lark,2213624.544
Fawn-colored Lark,802553.4598
Karoo Lark,109572.5448
Foxy Lark,301631.483
Red Lark,27864.91318
Dune Lark,27306.80998
Pink-breasted Lark,271696.5071
Sabota Lark,999590.5188
Red-tailed Vanga,131833.6188
Red-shouldered Vanga,5100.605601
Dunlin,19578.06046
Purple Sandpiper,31969.74383
Rock Sandpiper,12395.0296
Yellow-faced Honeyeater,562731.5501
Obscure Honeyeater,67054.32104
Black-throated Honeyeater,51223.99582
Spectacled Finch,85312.63179
North Island Kokako,1701.336142
California Quail,419790.3619
Elegant Quail,45903.26804
Gambel's Quail,209325.5945
Scaled Quail,546053.3726
Amethyst Woodstar,3084219.432
Magenta-throated Woodstar,3546.438384
Purple-throated Woodstar,23089.27439
Gang-gang Cockatoo,128747.3774
Ringed Teal,505925.8688
Vermilion Tanager,38282.18371
Nicobar Pigeon,183645.1508
Cory's Shearwater,17772454.41
Cape Verde Shearwater,5716966.636
Streaked Shearwater,12695857.37
Ferruginous Partridge,206229.9866
Brown Barbet,281830.7583
Sooty Barbet,108880.4499
Beautiful Hummingbird,20408.17699
Anna's Hummingbird,190353.5648
Golden Greenbul,507733.7481
Hose's Broadbill,71445.24276
Green Broadbill,562712.9283
Whitehead's Broadbill,36874.65801
Eastern Chat-Tanager,2816.348254
Western Chat-Tanager,2437.925238
Red-tailed Black-Cockatoo,1080685.407
Glossy Black-Cockatoo,297097.5555
Kinglet Calyptura,1.204219007
Green-backed Camaroptera,6150515.765
Olive-green Camaroptera,640550.5801
Yellow-browed Camaroptera,1217842.777
Petit's Cuckooshrike,196479.0151
Red-shouldered Cuckooshrike,1257239.856
Purple-throated Cuckooshrike,530468.7745
Guayaquil Woodpecker,48305.49787
Pale-billed Woodpecker,343186.2361
Crimson-bellied Woodpecker,117912.5216
Cream-backed Woodpecker,416043.8473
Magellanic Woodpecker,152741.6057
Powerful Woodpecker,75555.69351
Robust Woodpecker,728114.1688
Red-necked Woodpecker,2668464.125
Golden-tailed Woodpecker,2485405.112
Bennett's Woodpecker,1725838.564
Green-backed Woodpecker,1476436.773
Brown-eared Woodpecker,1486380.877
Little Green Woodpecker,1780634.466
Mombasa Woodpecker,22269.35384
Buff-spotted Woodpecker,1477159.232
Knysna Woodpecker,36845.08755
Nubian Woodpecker,1251481.097
Fine-spotted Woodpecker,1571575.802
Reichenow's Woodpecker,290229.222
Tullberg's Woodpecker,24211.38919
Golden Cuckooshrike,88749.74325
Northern Beardless-Tyrannulet,513569.2034
Wedge-tailed Sabrewing,110495.5464
Buff-breasted Sabrewing,39682.18396
Lazuline Sabrewing,34043.63818
Violet Sabrewing,121315.8383
Rufous-breasted Sabrewing,15782.02802
Gray-breasted Sabrewing,2514179.851
Rufous Sabrewing,12054.05117
Napo Sabrewing,14094.43458
Black-billed Scythebill,338565.5745
Curve-billed Scythebill,1013969.159
Red-billed Scythebill,2854332.985
White-headed Wren,37184.6727
Cactus Wren,713229.2506
Giant Wren,2402.109758
Fasciated Wren,47034.70509
Bicolored Wren,379528.9926
Spotted Wren,94065.54421
Boucard's Wren,34673.84879
Gray-barred Wren,30945.4878
Stripe-backed Wren,195609.7909
Rufous-naped Wren,2362.37372
Thrush-like Wren,1738732.358
Yucatan Wren,3747.769324
Band-backed Wren,213385.6599
Gray-throated Rail,624190.706
Gray Wren,35048.38827
Fawn-breasted Wren,268729.8184
Stripe-throated Wren,54093.53938
Buff-breasted Wren,3362783.233
Long-billed Wren,583517.2119
Cabanis's Wren,101651.523
Riverside Wren,4969.72918
Superciliated Wren,37391.2178
Stripe-breasted Wren,34865.87066
Canebrake Wren,11563.8509
Gilded Barbet,1204082.86
Scarlet-crowned Barbet,474494.975
Brown-chested Barbet,40865.76991
Black-girdled Barbet,456746.2481
Black-spotted Barbet,427516.2957
Savanna Nightjar,1844336.362
Andaman Nightjar,2600.707566
Indian Nightjar,1561352.878
Jerdon's Nightjar,188303.1242
Sulawesi Nightjar,10068.91747
Slender-tailed Nightjar,473216.0744
Long-tailed Nightjar,2094752.202
Bonaparte's Nightjar,376904.6449
Donaldson-Smith's Nightjar,290184.4823
Golden Nightjar,765045.0352
Square-tailed Nightjar,1990646.999
Sombre Nightjar,209765.8948
Jungle Nightjar,456064.2547
Gray Nightjar,579980.9585
Large-tailed Nightjar,2197567.285
Madagascar Nightjar,228298.561
Philippine Nightjar,103875.8563
Mees's Nightjar,11388.4107
Swamp Nightjar,852432.5821
Nubian Nightjar,252759.7811
Fiery-necked Nightjar,2210426.999
Palau Nightjar,144.7715954
Abyssinian Nightjar,311596.5056
Itombwe Nightjar,835.7727305
Salvadori's Nightjar,11064.64789
Red-necked Nightjar,7775.307089
Rufous-cheeked Nightjar,1184602.884
Nechisar Nightjar,77.23526127
Star-spotted Nightjar,47748.74982
Freckled Nightjar,1759702.76
Yellow Tyrannulet,2210068.202
Crested Caracara,1609673.083
Southern Caracara,3482283.825
Red Warbler,89752.63118
Red-faced Warbler,21796.36041
Northern Cardinal,2252730.525
Vermilion Cardinal,26904.08961
Pyrrhuloxia,586635.7393
European Goldfinch,2387848.276
Citril Finch,74617.62246
Corsican Finch,7890.099485
Red-legged Seriema,2290352.657
White-rumped Kingfisher,12917.07392
Bornean Ground-Cuckoo,180268.5882
Coral-billed Ground-Cuckoo,176563.8955
Sumatran Ground-Cuckoo,9722.855147
Chinese White-browed Rosefinch,342539.0172
Dark-rumped Rosefinch,213729.2198
Taiwan Rosefinch,2912.437799
Himalayan Beautiful Rosefinch,928667.1423
Red-fronted Rosefinch,1345856.993
Red-mantled Rosefinch,1121527.149
Tibetan Rosefinch,75011.8245
Pink-browed Rosefinch,97137.07319
Pallas's Rosefinch,514807.9063
Great Rosefinch,1239743.435
Streaked Rosefinch,655495.6874
Long-tailed Rosefinch,2288799.198
Sillem's Rosefinch,8983.913129
Scarlet Finch,181869.579
Pale Rosefinch,573940.6105
Crimson-browed Finch,305010.4631
Sinai Rosefinch,66708.25806
Himalayan White-browed Rosefinch,114669.497
Three-banded Rosefinch,111812.9917
Vinaceous Rosefinch,464217.3094
Pink-rumped Rosefinch,333772.6371
Yellow-billed Cotinga,846.1932235
Snowy Cotinga,39774.38747
Hooded Berryeater,97190.33691
Black-headed Berryeater,26211.74775
Loetoe Monarch,1465.068797
Golden Monarch,251580.1121
White-eared Monarch,120680.1651
White-naped Monarch,8055.610782
Yellow-green Grosbeak,1023260.614
Black-faced Grosbeak,122399.0649
Ash-throated Casiornis,813553.2162
Rufous Casiornis,1082160.835
Yellow-winged Cacique,89433.74142
Bay-chested Warbling-Finch,29944.26461
Dwarf Cassowary,153083.5436
Northern Cassowary,71563.93137
Plushcap,138445.5456
Band-tailed Seedeater,396803.3362
Paramo Seedeater,109621.0036
Plain-colored Seedeater,309479.5357
Sulawesi Thrush,8962.466623
Whistling Warbler,32.08960468
Turkey Vulture,8366494.451
Lesser Yellow-headed Vulture,3026976.27
Greater Yellow-headed Vulture,2568578.643
Orange-billed Nightingale-Thrush,260234.3156
Spotted Nightingale-Thrush,180017.0524
Ruddy-capped Nightingale-Thrush,108962.7767
Slaty-backed Nightingale-Thrush,120972.3384
Hermit Thrush,171342.8967
Black-headed Nightingale-Thrush,55320.23551
Russet Nightingale-Thrush,161344.338
Canyon Wren,1659533.767
Cheer Pheasant,57400.21164
Lesser Striped Swallow,4287745.694
Greater Striped Swallow,5522.524242
Red-rumped Swallow,3085962.64
Sri Lanka Swallow,25419.84646
Rufous-chested Swallow,1723404.212
Mosque Swallow,4985655.91
Chestnut-colored Woodpecker,153245.3217
Chestnut Woodpecker,2513660.292
Blond-crested Woodpecker,1011320.066
Cream-colored Woodpecker,2379633.596
Scale-breasted Woodpecker,1540609.412
Pale-crested Woodpecker,324912.7027
Kaempfer's Woodpecker,311147.3951
Ochre-backed Woodpecker,578666.4275
Rufous-headed Woodpecker,204011.8652
Ringed Woodpecker,731970.0981
Waved Woodpecker,613414.7807
Gunnison Sage-Grouse,3738.732412
Greater Sage-Grouse,508065.3046
Andaman Coucal,2614.606241
Gabon Coucal,408875.5776
Pied Coucal,15824.31747
Lesser Coucal,2328268.877
Lesser Black Coucal,199560.9655
Bay Coucal,52106.36416
Biak Coucal,975.4881303
Green-billed Coucal,4679.643517
Coppery-tailed Coucal,675803.3344
Goliath Coucal,9809.647601
Black Coucal,3293648.399
Black-throated Coucal,515630.7743
Black-faced Coucal,40967.56943
Greater Black Coucal,249366.7984
Buff-headed Coucal,4257.341318
Blue-headed Coucal,1127473.985
Sunda Coucal,10836.8448
Pheasant Coucal,1029158.378
Short-toed Coucal,426610.408
Senegal Coucal,3813054.968
Greater Coucal,3062313.353
Black-hooded Coucal,269.9289138
White-browed Coucal,2815791.568
Madagascar Coucal,228183.7096
Rufous Coucal,31059.0572
Violaceous Coucal,14948.83414
