gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
5839205328	e5c5cad9-b987-4bb4-b07b-85488c5fdd80	189a79f1-d045-478f-ae1a-1b4343849ea2	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Hypsipetes	Hypsipetes amaurotis	amaurotis	SUBSPECIES	Hypsipetes amaurotis amaurotis (Temminck, 1830)			JP	Kobe		PRESENT		2e7df380-8356-4533-bcb3-5459e23c794e									1971-12-19	19	12	1971	7342056	7342055	PRESERVED_SPECIMEN	NHMD	AV	NHMD2010323				CC_BY_4_0		Kobayashi, K.			2026-03-18T07:45:48.552Z		
5839205323	e5c5cad9-b987-4bb4-b07b-85488c5fdd80	f1a88d90-1ada-40de-86ba-3078a76924b4	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Pycnonotus	Pycnonotus blanfordi		SPECIES	Pycnonotus blanfordi Jerdon, 1862			TH	Sam Sen	Bangkok	PRESENT		2e7df380-8356-4533-bcb3-5459e23c794e									1921-09-12	12	9	1921	2486123	2486123	PRESERVED_SPECIMEN	NHMD	AV	NHMD2010322				CC_BY_4_0					2026-03-18T07:45:58.780Z		
5839205321	e5c5cad9-b987-4bb4-b07b-85488c5fdd80	e8fcb26c-3790-482c-9a1a-33f7b36b5af5	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Pycnonotus	Pycnonotus leucotis		SPECIES	Pycnonotus leucotis (Gould, 1836)			DK	Captivity (Zoologisk Have, København)	Region Hovedstaden	PRESENT		2e7df380-8356-4533-bcb3-5459e23c794e									2025-05-09	9	5	2025	2486132	2486132	PRESERVED_SPECIMEN	NHMD	AV	NHMD2010363				CC_BY_4_0					2026-03-18T07:45:48.854Z		
4164086209	e5c5cad9-b987-4bb4-b07b-85488c5fdd80	64baffc3-50fb-45d2-b129-e2cf21e5431a	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Arizelocichla	Arizelocichla fusciceps		SPECIES	Arizelocichla fusciceps (Shelley, 1893)			TZ	Mdandu Forest Reserve		PRESENT		2e7df380-8356-4533-bcb3-5459e23c794e	-9.579722	34.83							1952-07-10	10	7	1952	6100812	6100812	PRESERVED_SPECIMEN	NHMD	AV	NHMD120828				CC_BY_4_0		Andersen, Thorkild			2026-03-18T07:45:42.460Z		COORDINATE_ROUNDED;TAXON_MATCH_HIGHERRANK
4164086205	e5c5cad9-b987-4bb4-b07b-85488c5fdd80	0f64a480-5ff4-415c-8bcd-3303901255df	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Phyllastrephus	Phyllastrephus cabanisi	placidus	SUBSPECIES	Phyllastrephus cabanisi placidus			TZ	Amani		PRESENT		2e7df380-8356-4533-bcb3-5459e23c794e	-5.099722	38.63							1980-07-11	11	7	1980	6540392	2486087	PRESERVED_SPECIMEN	NHMD	AV	NHMD124831				CC_BY_4_0		Jensen, Flemming			2026-03-18T07:45:44.945Z		COORDINATE_ROUNDED
4164086187	e5c5cad9-b987-4bb4-b07b-85488c5fdd80	fef7d5e6-9f9a-4d91-99b1-39a6e3fd02e3	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Eurillas	Eurillas virens	zombensis	SUBSPECIES	Eurillas virens zombensis (Shelley, 1894)			TZ	Nguru South Forest Reserve		PRESENT		2e7df380-8356-4533-bcb3-5459e23c794e	-6.05	37.479722							2003-06-02	2	6	2003	6086343	7340348	PRESERVED_SPECIMEN	NHMD	AV	NHMD122896				CC_BY_4_0		Kiure, Jacob			2026-03-18T07:45:58.796Z		COORDINATE_ROUNDED
4164086147	e5c5cad9-b987-4bb4-b07b-85488c5fdd80	d51a0542-b979-4ad1-8857-d6238a1de6af	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Arizelocichla	Arizelocichla masukuensis	roehli	SUBSPECIES	Arizelocichla masukuensis roehli (Reichenow, 1905)			TZ	Kilindi Forest Reserve		PRESENT		2e7df380-8356-4533-bcb3-5459e23c794e	-5.57	37.569722							2005-05-14	14	5	2005	6086770	7340439	PRESERVED_SPECIMEN	NHMD	AV	NHMD124934				CC_BY_4_0		Kiure, Jacob			2026-03-18T07:45:48.589Z		COORDINATE_ROUNDED
4164086116	e5c5cad9-b987-4bb4-b07b-85488c5fdd80	a63f19b0-832d-4918-be77-441d5f910023	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Phyllastrephus	Phyllastrephus flavostriatus	uzungwensis	SUBSPECIES	Phyllastrephus flavostriatus uzungwensis Jensen & Stuart, 1982			TZ	Udzungwa Scarp Forest		PRESENT		2e7df380-8356-4533-bcb3-5459e23c794e	-8.373333	35.978611							1996-10-20	20	10	1996	6086093	2486089	PRESERVED_SPECIMEN	NHMD	AV	NHMD121943				CC_BY_4_0		Fjeldså, Jon			2026-03-18T07:45:48.586Z		COORDINATE_ROUNDED
4164086112	e5c5cad9-b987-4bb4-b07b-85488c5fdd80	dfe7f52b-99c3-426c-8934-3344e713b0bd	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Arizelocichla	Arizelocichla fusciceps		SPECIES	Arizelocichla fusciceps (Shelley, 1893)			TZ	Mdandu Forest Reserve		PRESENT		2e7df380-8356-4533-bcb3-5459e23c794e	-9.579722	34.83							2003-11-04	4	11	2003	6100812	6100812	PRESERVED_SPECIMEN	NHMD	AV	NHMD123826				CC_BY_4_0		Kiure, Jacob			2026-03-18T07:45:48.586Z		COORDINATE_ROUNDED;TAXON_MATCH_HIGHERRANK
4164086093	e5c5cad9-b987-4bb4-b07b-85488c5fdd80	7893b0ff-8689-4333-8277-2ccdd3f7e05f	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Arizelocichla	Arizelocichla masukuensis	roehli	SUBSPECIES	Arizelocichla masukuensis roehli (Reichenow, 1905)			TZ	Ndundulu Forest	Iringa Region	PRESENT		2e7df380-8356-4533-bcb3-5459e23c794e	-7.8	36.5							2007-01-01	1	1	2007	6086770	7340439	PRESERVED_SPECIMEN	NHMD	AV	NHMD129190				CC_BY_4_0		Kiure, Jacob			2026-03-18T07:45:44.932Z		
4164086075	e5c5cad9-b987-4bb4-b07b-85488c5fdd80	89b8e96e-77a5-47a5-a219-ba852b405d2b	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Arizelocichla	Arizelocichla masukuensis	roehli	SUBSPECIES	Arizelocichla masukuensis roehli (Reichenow, 1905)			TZ	Mt Kiboriani Forest Reserve		PRESENT		2e7df380-8356-4533-bcb3-5459e23c794e	-6.28	36.479722							2004-01-22	22	1	2004	6086770	7340439	PRESERVED_SPECIMEN	NHMD	AV	NHMD123552				CC_BY_4_0		Kiure, Jacob			2026-03-18T07:45:48.584Z		COORDINATE_ROUNDED
4164086003	e5c5cad9-b987-4bb4-b07b-85488c5fdd80	8b44230e-29e0-4b26-931a-076139bade4b	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Arizelocichla	Arizelocichla masukuensis	roehli	SUBSPECIES	Arizelocichla masukuensis roehli (Reichenow, 1905)			TZ	Nguru South Forest Reserve		PRESENT		2e7df380-8356-4533-bcb3-5459e23c794e	-6.05	37.479722							2004-10-13	13	10	2004	6086770	7340439	PRESERVED_SPECIMEN	NHMD	AV	NHMD126340				CC_BY_4_0		Kiure, Jacob			2026-03-18T07:45:48.581Z		COORDINATE_ROUNDED
4164085995	e5c5cad9-b987-4bb4-b07b-85488c5fdd80	3fe1bcae-baec-4b39-88b8-fdab7dd553a1	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Arizelocichla	Arizelocichla milanjensis	striifacies	SUBSPECIES	Arizelocichla milanjensis striifacies			TZ	Mt Kiboriani Forest Reserve		PRESENT		2e7df380-8356-4533-bcb3-5459e23c794e	-6.28	36.479722							2004-01-31	31	1	2004	6540503	7340424	PRESERVED_SPECIMEN	NHMD	AV	NHMD123544				CC_BY_4_0		Kiure, Jacob			2026-03-18T07:45:42.440Z		COORDINATE_ROUNDED
4164085991	e5c5cad9-b987-4bb4-b07b-85488c5fdd80	bdab7964-eea6-4883-be26-562a809f3270	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Pycnonotus	Pycnonotus atriceps		SPECIES	Brachypodius atriceps (Temminck, 1822)			PH	Makagwa, Palawan	Mimaropa	PRESENT		2e7df380-8356-4533-bcb3-5459e23c794e	8.748578	117.735811							1961-09-25	25	9	1961	10988392	2486134	PRESERVED_SPECIMEN	NHMD	AV	NHMD136153				CC_BY_4_0		Petersen, Erik;Andersen, Søren;Oaney, William			2026-03-18T07:45:42.440Z		COORDINATE_ROUNDED;TAXON_MATCH_HIGHERRANK
4164085988	e5c5cad9-b987-4bb4-b07b-85488c5fdd80	53e1de2c-f7b3-4791-af4f-878ecf8edbcd	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Phyllastrephus	Phyllastrephus debilis	debilis	SUBSPECIES	Phyllastrephus debilis debilis (W.L.Sclater, 1899)			TZ	Kiwengoma		PRESENT		2e7df380-8356-4533-bcb3-5459e23c794e													5846131	2486088	PRESERVED_SPECIMEN	NHMD	AV	NHMD121779				CC_BY_4_0		Msuya, C.			2026-03-18T07:45:44.924Z		
4164085975	e5c5cad9-b987-4bb4-b07b-85488c5fdd80	22b8cb49-cbe8-4068-9cb5-5f938db6b4d0	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Arizelocichla	Arizelocichla fusciceps		SPECIES	Arizelocichla fusciceps (Shelley, 1893)			TZ	Ndundulu Forest	Iringa Region	PRESENT		2e7df380-8356-4533-bcb3-5459e23c794e	-7.8	36.5							2007-01-24	24	1	2007	6100812	6100812	PRESERVED_SPECIMEN	NHMD	AV	NHMD123848				CC_BY_4_0		Kiure, Jacob			2026-03-18T07:45:42.437Z		TAXON_MATCH_HIGHERRANK
4164085936	e5c5cad9-b987-4bb4-b07b-85488c5fdd80	b0e0ad1d-cfbf-4f71-aa2f-2b15bed0788e	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Phyllastrephus	Phyllastrephus flavostriatus	tenuirostris	SUBSPECIES	Phyllastrephus flavostriatus tenuirostris (Fischer & Reichenow, 1884)			TZ	Kilindi Forest Reserve		PRESENT		2e7df380-8356-4533-bcb3-5459e23c794e	-5.57	37.569722							2005-05-21	21	5	2005	6086107	2486089	PRESERVED_SPECIMEN	NHMD	AV	NHMD123770				CC_BY_4_0		Kiure, Jacob			2026-03-18T07:45:44.917Z		COORDINATE_ROUNDED
4164085927	e5c5cad9-b987-4bb4-b07b-85488c5fdd80	1fdf65a2-02e1-447d-99c7-f3c4bc274f5b	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Eurillas	Eurillas virens	zombensis	SUBSPECIES	Eurillas virens zombensis (Shelley, 1894)			TZ	Kanga Forest Reserve	Morogoro Region	PRESENT		2e7df380-8356-4533-bcb3-5459e23c794e	-6.0	37.7							2003-11-21	21	11	2003	6086343	7340348	PRESERVED_SPECIMEN	NHMD	AV	NHMD129716				CC_BY_4_0		Kiure, Jacob			2026-03-18T07:45:48.573Z		
4164085919	e5c5cad9-b987-4bb4-b07b-85488c5fdd80	db172caf-afbf-4525-b953-81e8c2cba57d	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Arizelocichla	Arizelocichla milanjensis	striifacies	SUBSPECIES	Arizelocichla milanjensis striifacies			TZ	Ukami Forest		PRESENT		2e7df380-8356-4533-bcb3-5459e23c794e	-7.88	36.419722							2003			2003	6540503	7340424	PRESERVED_SPECIMEN	NHMD	AV	NHMD123019				CC_BY_4_0		Kiure, Jacob			2026-03-18T07:45:48.573Z		COORDINATE_ROUNDED
4164085850	e5c5cad9-b987-4bb4-b07b-85488c5fdd80	55fd24c3-5ec4-4399-8a36-895fa1a956ee	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Hypsipetes	Hypsipetes rufigularis		SPECIES	Hypsipetes rufigularis (Sharpe, 1877)			PH	Tuod	Mindanao	PRESENT		2e7df380-8356-4533-bcb3-5459e23c794e	8.343889	124.359444							1951-09-23	23	9	1951	6093941	6093941	PRESERVED_SPECIMEN	NHMD	AV	NHMD134305				CC_BY_4_0					2026-03-18T07:45:42.416Z		COORDINATE_ROUNDED
4164085843	e5c5cad9-b987-4bb4-b07b-85488c5fdd80	56e4d202-2e33-4f7c-80ff-1833cad1dd0a	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Hypsipetes	Hypsipetes everetti	everetti	SUBSPECIES	Hypsipetes everetti everetti (Tweeddale, 1877)			PH	Cabanglasan	Mindanao	PRESENT		2e7df380-8356-4533-bcb3-5459e23c794e	8.071944	125.299167							1951-10-24	24	10	1951	7342047	7342046	PRESERVED_SPECIMEN	NHMD	AV	NHMD134291				CC_BY_4_0					2026-03-18T07:45:58.764Z		COORDINATE_ROUNDED
4164085828	e5c5cad9-b987-4bb4-b07b-85488c5fdd80	0542e8a4-0ec9-4a8f-9ab4-24b251457886	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Arizelocichla	Arizelocichla masukuensis	roehli	SUBSPECIES	Arizelocichla masukuensis roehli (Reichenow, 1905)			TZ	Mt. Kanga Forest Reserve		PRESENT		2e7df380-8356-4533-bcb3-5459e23c794e	-6.0	37.7							2003-11-24	24	11	2003	6086770	7340439	PRESERVED_SPECIMEN	NHMD	AV	NHMD124987				CC_BY_4_0		Kiure, Jacob			2026-03-18T07:45:58.763Z		
4164085826	e5c5cad9-b987-4bb4-b07b-85488c5fdd80	04d68430-997e-4876-a9cf-c7d173a4bc0c	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Arizelocichla	Arizelocichla nigriceps	usambarae	SUBSPECIES	Arizelocichla nigriceps usambarae (Grote, 1919)			TZ	South Pare Mts.		PRESENT		2e7df380-8356-4533-bcb3-5459e23c794e	-4.25	37.869722							1959-02-22	22	2	1959	6086710	7340426	PRESERVED_SPECIMEN	NHMD	AV	NHMD120826				CC_BY_4_0		Andersen, Thorkild			2026-03-18T07:45:44.908Z	StillImage	COORDINATE_ROUNDED
4164085823	e5c5cad9-b987-4bb4-b07b-85488c5fdd80	7f26d7fe-aa33-47fd-ab58-b5fc23267c84	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Phyllastrephus	Phyllastrephus cabanisi	placidus	SUBSPECIES	Phyllastrephus cabanisi placidus			TZ	Amani		PRESENT		2e7df380-8356-4533-bcb3-5459e23c794e	-5.099722	38.63							1980-07-15	15	7	1980	6540392	2486087	PRESERVED_SPECIMEN	NHMD	AV	NHMD124830				CC_BY_4_0		Jensen, Flemming			2026-03-18T07:45:42.414Z		COORDINATE_ROUNDED
4164085814	e5c5cad9-b987-4bb4-b07b-85488c5fdd80	1013fe6a-52e5-48d6-ab73-01c4aecb3250	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Arizelocichla	Arizelocichla fusciceps		SPECIES	Arizelocichla fusciceps (Shelley, 1893)			TZ	Maguli FR		PRESENT		2e7df380-8356-4533-bcb3-5459e23c794e	-9.493889	34.175833							2008-12-09	9	12	2008	6100812	6100812	PRESERVED_SPECIMEN	NHMD	AV	NHMD126865				CC_BY_4_0		Kiure, Jacob			2026-03-18T07:45:58.762Z		COORDINATE_ROUNDED;TAXON_MATCH_HIGHERRANK
4164085810	e5c5cad9-b987-4bb4-b07b-85488c5fdd80	01fa56ce-a9c4-4f36-95b3-525ce9773f1b	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Arizelocichla	Arizelocichla masukuensis		SPECIES	Arizelocichla masukuensis (Shelley, 1897)			TZ	Ukami Forest		PRESENT		2e7df380-8356-4533-bcb3-5459e23c794e	-7.88	36.419722							2003-03-16	16	3	2003	7340439	7340439	PRESERVED_SPECIMEN	NHMD	AV	NHMD131172				CC_BY_4_0		Kiure, Jacob			2026-03-18T07:45:44.906Z		COORDINATE_ROUNDED
4164085808	e5c5cad9-b987-4bb4-b07b-85488c5fdd80	8cb39673-ff01-4bfa-8261-7d9b553e678d	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Arizelocichla	Arizelocichla masukuensis	roehli	SUBSPECIES	Arizelocichla masukuensis roehli (Reichenow, 1905)			TZ	Chome-Shengena FR		PRESENT		2e7df380-8356-4533-bcb3-5459e23c794e	-4.3	37.93							2009-05-21	21	5	2009	6086770	7340439	PRESERVED_SPECIMEN	NHMD	AV	NHMD127053				CC_BY_4_0		Kiure, Jacob			2026-03-18T07:45:48.567Z		
4164085781	e5c5cad9-b987-4bb4-b07b-85488c5fdd80	7ee5b97e-d596-4881-899f-9a42aeb31653	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Arizelocichla	Arizelocichla masukuensis	roehli	SUBSPECIES	Arizelocichla masukuensis roehli (Reichenow, 1905)			TZ	Ukami Forest		PRESENT		2e7df380-8356-4533-bcb3-5459e23c794e	-7.88	36.419722							2003-02-25	25	2	2003	6086770	7340439	PRESERVED_SPECIMEN	NHMD	AV	NHMD122997				CC_BY_4_0		Kiure, Jacob			2026-03-18T07:45:42.406Z		COORDINATE_ROUNDED
4164085755	e5c5cad9-b987-4bb4-b07b-85488c5fdd80	72022109-6261-4685-925e-1e58254174b8	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Phyllastrephus	Phyllastrephus flavostriatus	alfredi	SUBSPECIES	Phyllastrephus flavostriatus alfredi			TZ	Mbizi Forest Reserve		PRESENT		2e7df380-8356-4533-bcb3-5459e23c794e	-7.889722	31.68							2008-02-26	26	2	2008	6540367	2486089	PRESERVED_SPECIMEN	NHMD	AV	NHMD125795				CC_BY_4_0		Kiure, Jacob			2026-03-18T07:45:58.758Z	StillImage	COORDINATE_ROUNDED
4164085730	e5c5cad9-b987-4bb4-b07b-85488c5fdd80	4d790887-9149-4d8a-88de-164152ac01d9	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Phyllastrephus	Phyllastrephus cabanisi	placidus	SUBSPECIES	Phyllastrephus cabanisi placidus			TZ	Mafwemiro Forest		PRESENT		2e7df380-8356-4533-bcb3-5459e23c794e	-6.829722	36.569722							2002-12-03	3	12	2002	6540392	2486087	PRESERVED_SPECIMEN	NHMD	AV	NHMD122863				CC_BY_4_0		Kiure, Jacob			2026-03-18T07:45:42.394Z		COORDINATE_ROUNDED
4164085718	e5c5cad9-b987-4bb4-b07b-85488c5fdd80	be0e976c-dbdc-4e5c-9c86-9d8089eb7689	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Pycnonotus	Pycnonotus barbatus	layardi	SUBSPECIES	Pycnonotus barbatus layardi			TZ	Morogoro		PRESENT		2e7df380-8356-4533-bcb3-5459e23c794e	-6.829722	37.75							1948-05-26	26	5	1948	6094955	2486147	PRESERVED_SPECIMEN	NHMD	AV	NHMD120807				CC_BY_4_0		Andersen, Thorkild			2026-03-18T07:45:58.753Z		COORDINATE_ROUNDED
4164085713	e5c5cad9-b987-4bb4-b07b-85488c5fdd80	e5cedea4-3074-4605-8e93-81096376d05a	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Eurillas	Eurillas latirostris	latirostris	SUBSPECIES	Eurillas latirostris latirostris (Strickland, 1844)			SS	Gilo		PRESENT		2e7df380-8356-4533-bcb3-5459e23c794e	4.0308	32.845325							1980-11-10	10	11	1980	6086380	7340356	PRESERVED_SPECIMEN	NHMD	AV	NHMD137412				CC_BY_4_0		Jensen, Flemming			2026-03-18T07:45:48.556Z		
4164085690	e5c5cad9-b987-4bb4-b07b-85488c5fdd80	681560ad-6496-47fd-a7f9-0ddce48ea8b5	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Chlorocichla	Chlorocichla flaviventris	centralis	SUBSPECIES	Chlorocichla flaviventris centralis Reichenow, 1887			TZ	Mahenge Scrub Forest Reserve		PRESENT		2e7df380-8356-4533-bcb3-5459e23c794e	-8.68	36.74							1994-12-02	2	12	1994	6086621	2486173	PRESERVED_SPECIMEN	NHMD	AV	NHMD121827				CC_BY_4_0		Fjeldså, Jon			2026-03-18T07:45:58.752Z		
4164085670	e5c5cad9-b987-4bb4-b07b-85488c5fdd80	8132ebbd-bf13-4aba-8c15-18add0ea844d	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Phyllastrephus	Phyllastrephus flavostriatus	uzungwensis	SUBSPECIES	Phyllastrephus flavostriatus uzungwensis Jensen & Stuart, 1982			TZ	Ndundulu Forest	Iringa Region	PRESENT		2e7df380-8356-4533-bcb3-5459e23c794e	-7.8	36.5							2007-01-22	22	1	2007	6086093	2486089	PRESERVED_SPECIMEN	NHMD	AV	NHMD129682				CC_BY_4_0		Kiure, Jacob			2026-03-18T07:45:48.555Z		
4164085669	e5c5cad9-b987-4bb4-b07b-85488c5fdd80	e7dd6538-c378-4ad1-859d-6c66313dfeb5	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Arizelocichla	Arizelocichla masukuensis	roehli	SUBSPECIES	Arizelocichla masukuensis roehli (Reichenow, 1905)			TZ	Nguru South Forest Reserve		PRESENT		2e7df380-8356-4533-bcb3-5459e23c794e	-6.05	37.479722							2003-06-17	17	6	2003	6086770	7340439	PRESERVED_SPECIMEN	NHMD	AV	NHMD122876				CC_BY_4_0		Kiure, Jacob			2026-03-18T07:45:42.387Z		COORDINATE_ROUNDED
4164085621	e5c5cad9-b987-4bb4-b07b-85488c5fdd80	913cf7ed-00c3-4c55-9602-6b1f14c971d9	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Phyllastrephus	Phyllastrephus cabanisi	cabanisi	SUBSPECIES	Phyllastrephus cabanisi cabanisi (Sharpe, 1882)			TZ	Kalambo River Forest Reserve		PRESENT		2e7df380-8356-4533-bcb3-5459e23c794e	-7.869722	30.95							2007-11-18	18	11	2007	7340319	2486087	PRESERVED_SPECIMEN	NHMD	AV	NHMD124838				CC_BY_4_0		Kiure, Jacob			2026-03-18T07:45:44.890Z		COORDINATE_ROUNDED
4164085611	e5c5cad9-b987-4bb4-b07b-85488c5fdd80	60367961-e44b-4068-ac11-a2af75f8b24c	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Phyllastrephus	Phyllastrephus albigula		SPECIES	Phyllastrephus albigula (Grote, 1919)			TZ	Nguru South Forest Reserve		PRESENT		2e7df380-8356-4533-bcb3-5459e23c794e	-6.05	37.479722							2005-03-21	21	3	2005	6086037	6086037	PRESERVED_SPECIMEN	NHMD	AV	NHMD126304				CC_BY_4_0		Kiure, Jacob			2026-03-18T07:45:42.378Z		COORDINATE_ROUNDED
4164085606	e5c5cad9-b987-4bb4-b07b-85488c5fdd80	c564cfb2-a2cd-42be-b49a-84a6ae4d4d5a	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Arizelocichla	Arizelocichla masukuensis	roehli	SUBSPECIES	Arizelocichla masukuensis roehli (Reichenow, 1905)			TZ	Uluguru Mts.		PRESENT		2e7df380-8356-4533-bcb3-5459e23c794e	-7.0	39.666667							1962-03-18	18	3	1962	6086770	7340439	PRESERVED_SPECIMEN	NHMD	AV	NHMD120821				CC_BY_4_0		Andersen, Thorkild			2026-03-18T07:45:58.745Z		COORDINATE_ROUNDED;CONTINENT_COORDINATE_MISMATCH
4164085604	e5c5cad9-b987-4bb4-b07b-85488c5fdd80	3359be17-0097-41fb-8007-2c60ab8fadad	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Atimastillas	Atimastillas flavicollis	flavicollis	SUBSPECIES	Atimastillas flavicollis flavicollis (Swainson, 1837)			NG	Ibadan University College		PRESENT		2e7df380-8356-4533-bcb3-5459e23c794e									1959-01-14	14	1	1959	7340390	7340389	PRESERVED_SPECIMEN	NHMD	AV	NHMD137547				CC_BY_4_0		Volsøe, Helge			2026-03-18T07:45:58.744Z		
4164085599	e5c5cad9-b987-4bb4-b07b-85488c5fdd80	4eee80a6-1fd7-4347-91b9-b41d86eb0f5a	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Eurillas	Eurillas latirostris	latirostris	SUBSPECIES	Eurillas latirostris latirostris (Strickland, 1844)			SS	Gilo		PRESENT		2e7df380-8356-4533-bcb3-5459e23c794e	4.0308	32.845325							1980-11-11	11	11	1980	6086380	7340356	PRESERVED_SPECIMEN	NHMD	AV	NHMD129184				CC_BY_4_0		Jensen, Flemming			2026-03-18T07:45:48.548Z		
4164085565	e5c5cad9-b987-4bb4-b07b-85488c5fdd80	3eaaca2e-51d1-42bb-b2ff-838f32596a5f	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Arizelocichla	Arizelocichla milanjensis	striifacies	SUBSPECIES	Arizelocichla milanjensis striifacies			TZ	Ndundulu Forest	Iringa Region	PRESENT		2e7df380-8356-4533-bcb3-5459e23c794e	-7.8	36.5							2007-09-15	15	9	2007	6540503	7340424	PRESERVED_SPECIMEN	NHMD	AV	NHMD125053				CC_BY_4_0		Kiure, Jacob			2026-03-18T07:45:44.886Z		
4164085537	e5c5cad9-b987-4bb4-b07b-85488c5fdd80	0d78feec-8d79-4f60-b94c-c69477929a7d	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Arizelocichla	Arizelocichla fusciceps		SPECIES	Arizelocichla fusciceps (Shelley, 1893)			TZ	Mdandu Forest Reserve		PRESENT		2e7df380-8356-4533-bcb3-5459e23c794e	-9.579722	34.83							2003-11-08	8	11	2003	6100812	6100812	PRESERVED_SPECIMEN	NHMD	AV	NHMD123831				CC_BY_4_0		Kiure, Jacob			2026-03-18T07:45:42.367Z		COORDINATE_ROUNDED;TAXON_MATCH_HIGHERRANK
4164085534	e5c5cad9-b987-4bb4-b07b-85488c5fdd80	70de9771-382b-4519-8e2e-529714e4e77f	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Eurillas	Eurillas latirostris		SPECIES	Eurillas latirostris (Strickland, 1844)			TZ	Mahale Mts.		PRESENT		2e7df380-8356-4533-bcb3-5459e23c794e	-6.199722	29.829722							2004-08-14	14	8	2004	7340356	7340356	PRESERVED_SPECIMEN	NHMD	AV	NHMD124908				CC_BY_4_0		Kiure, Jacob			2026-03-18T07:45:44.884Z		COORDINATE_ROUNDED
4164085490	e5c5cad9-b987-4bb4-b07b-85488c5fdd80	2badaa70-1348-4fdc-af60-94f1b4e68141	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Arizelocichla	Arizelocichla masukuensis	roehli	SUBSPECIES	Arizelocichla masukuensis roehli (Reichenow, 1905)			TZ	Mafwemiro Forest		PRESENT		2e7df380-8356-4533-bcb3-5459e23c794e	-6.829722	36.569722							2002-12-02	2	12	2002	6086770	7340439	PRESERVED_SPECIMEN	NHMD	AV	NHMD122810				CC_BY_4_0		Fjeldså, Jon			2026-03-18T07:45:44.880Z		COORDINATE_ROUNDED
4164085484	e5c5cad9-b987-4bb4-b07b-85488c5fdd80	cff3985c-bfd2-434c-bb1f-5f4039f1ac25	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Eurillas	Eurillas virens	zombensis	SUBSPECIES	Eurillas virens zombensis (Shelley, 1894)			TZ	Kalambo River Forest Reserve		PRESENT		2e7df380-8356-4533-bcb3-5459e23c794e	-7.869722	30.95							2007-11-28	28	11	2007	6086343	7340348	PRESERVED_SPECIMEN	NHMD	AV	NHMD129200				CC_BY_4_0		Kiure, Jacob			2026-03-18T07:45:44.879Z		COORDINATE_ROUNDED
