"gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue",,,,,
"863573375	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Orn:236163	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Pycnonotus	Pycnonotus atriceps	atriceps	SUBSPECIES	Pycnonotus atriceps atriceps (Temminck"," 1822)	Pycnonotus atriceps atriceps		ID	Long Navang		PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862	1.83308	114.86178	12245.0	1.0E-5					1925-12-18	18	12	1925	7340275	2486134	PRESERVED_SPECIMEN	MCZ	Orn	236163		Catalog		CC_BY_NC_4_0	President and Fellows of Harvard College	Eric G. Mjöberg			2026-04-18T11:47:01.660Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY",,,,
"863573359	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Orn:236107	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Pycnonotus	Pycnonotus zeylanicus		SPECIES	Pycnonotus zeylanicus (Gmelin"," 1789)	Pycnonotus zeylanicus (Gmelin"," 1789)	(Gmelin"," 1789)	ID	Zong Navong		PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862									1925-12-11	11	12	1925	2486118	2486118	PRESERVED_SPECIMEN	MCZ	Orn	236107		Catalog		CC_BY_NC_4_0	President and Fellows of Harvard College	Eric G. Mjöberg			2026-04-18T11:47:40.127Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY",,
"863573344	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Orn:39481	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Pycnonotus	Pycnonotus zeylanicus		SPECIES	Pycnonotus zeylanicus (Gmelin"," 1789)	Pycnonotus zeylanicus (Gmelin"," 1789)	(Gmelin"," 1789)		central Borneo		PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862													2486118	2486118	PRESERVED_SPECIMEN	MCZ	Orn	39481		Catalog		CC_BY_NC_4_0	President and Fellows of Harvard College	A. W. Nieuwenhuis			2026-04-18T11:46:36.249Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY",,
"863573339	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Orn:39480	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Pycnonotus	Pycnonotus zeylanicus		SPECIES	Pycnonotus zeylanicus (Gmelin"," 1789)	Pycnonotus zeylanicus (Gmelin"," 1789)	(Gmelin"," 1789)		central Borneo		PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862													2486118	2486118	PRESERVED_SPECIMEN	MCZ	Orn	39480		Catalog		CC_BY_NC_4_0	President and Fellows of Harvard College	A. W. Nieuwenhuis			2026-04-18T11:46:03.386Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY",,
"863573332	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Orn:197849	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Pycnonotus	Pycnonotus zeylanicus		SPECIES	Pycnonotus zeylanicus (Gmelin"," 1789)	Pycnonotus zeylanicus (Gmelin"," 1789)	(Gmelin"," 1789)	MY	Mt. Kinabalu"," Kiau	Sabah	PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862	6.02097	116.48925	10537.0	1.0E-5					1937-08-26	26	8	1937	2486118	2486118	PRESERVED_SPECIMEN	MCZ	Orn	197849		Catalog		CC_BY_NC_4_0	President and Fellows of Harvard College	John A. Griswold"," Jr.			2026-04-18T11:45:15.331Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"863573331	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Orn:231965	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Pycnonotus	Pycnonotus atriceps	atriceps	SUBSPECIES	Pycnonotus atriceps atriceps (Temminck"," 1822)	Pycnonotus atriceps atriceps		MY	Baram District"," Long Akar	Sarawak	PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862	3.66667	114.75	301.0	1.0E-5					1920-09-28	28	9	1920	7340275	2486134	PRESERVED_SPECIMEN	MCZ	Orn	231965		Catalog		CC_BY_NC_4_0	President and Fellows of Harvard College	John C. Moulton			2026-04-18T11:46:56.318Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY",,,
"863573324	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Orn:197845	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Pycnonotus	Pycnonotus zeylanicus		SPECIES	Pycnonotus zeylanicus (Gmelin"," 1789)	Pycnonotus zeylanicus (Gmelin"," 1789)	(Gmelin"," 1789)	MY	Mt. Kinabalu"," Kiau	Sabah	PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862	6.02097	116.48925	10537.0	1.0E-5					1937-08-11	11	8	1937	2486118	2486118	PRESERVED_SPECIMEN	MCZ	Orn	197845		Catalog		CC_BY_NC_4_0	President and Fellows of Harvard College	John A. Griswold"," Jr.			2026-04-18T11:48:33.812Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"863573322	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Orn:236109	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Pycnonotus	Pycnonotus zeylanicus		SPECIES	Pycnonotus zeylanicus (Gmelin"," 1789)	Pycnonotus zeylanicus (Gmelin"," 1789)	(Gmelin"," 1789)	ID	Berau [=Berawi?]		PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862	5.561	95.3411	3036.0	1.0E-5					1925			1925	2486118	2486118	PRESERVED_SPECIMEN	MCZ	Orn	236109		Catalog		CC_BY_NC_4_0	President and Fellows of Harvard College	Eric G. Mjöberg			2026-04-18T11:48:24.391Z		RECORDED_DATE_MISMATCH;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY",,
"863573319	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Orn:39501	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Pycnonotus	Pycnonotus atriceps	atriceps	SUBSPECIES	Pycnonotus atriceps atriceps (Temminck"," 1822)	Pycnonotus atriceps atriceps			central Borneo		PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862													7340275	2486134	PRESERVED_SPECIMEN	MCZ	Orn	39501		Catalog		CC_BY_NC_4_0	President and Fellows of Harvard College	A. W. Nieuwenhuis			2026-04-18T11:47:26.578Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY",,,,
"863573317	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Orn:197847	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Pycnonotus	Pycnonotus zeylanicus		SPECIES	Pycnonotus zeylanicus (Gmelin"," 1789)	Pycnonotus zeylanicus (Gmelin"," 1789)	(Gmelin"," 1789)	MY	Mt. Kinabalu"," Kiau	Sabah	PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862	6.02097	116.48925	10537.0	1.0E-5					1937-08-21	21	8	1937	2486118	2486118	PRESERVED_SPECIMEN	MCZ	Orn	197847		Catalog		CC_BY_NC_4_0	President and Fellows of Harvard College	John A. Griswold"," Jr.			2026-04-18T11:48:45.387Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"863573315	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Orn:197846	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Pycnonotus	Pycnonotus zeylanicus		SPECIES	Pycnonotus zeylanicus (Gmelin"," 1789)	Pycnonotus zeylanicus (Gmelin"," 1789)	(Gmelin"," 1789)	MY	Mt. Kinabalu"," Kiau	Sabah	PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862	6.02097	116.48925	10537.0	1.0E-5					1937-08-18	18	8	1937	2486118	2486118	PRESERVED_SPECIMEN	MCZ	Orn	197846		Catalog		CC_BY_NC_4_0	President and Fellows of Harvard College	John A. Griswold"," Jr.			2026-04-18T11:48:30.997Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"863573305	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Orn:197848	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Pycnonotus	Pycnonotus zeylanicus		SPECIES	Pycnonotus zeylanicus (Gmelin"," 1789)	Pycnonotus zeylanicus (Gmelin"," 1789)	(Gmelin"," 1789)	MY	Mt. Kinabalu"," Kiau	Sabah	PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862	6.02097	116.48925	10537.0	1.0E-5					1937-08-22	22	8	1937	2486118	2486118	PRESERVED_SPECIMEN	MCZ	Orn	197848		Catalog		CC_BY_NC_4_0	President and Fellows of Harvard College	John A. Griswold"," Jr.			2026-04-18T11:48:37.217Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"863573283	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Orn:197438	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Pycnonotus	Pycnonotus zeylanicus		SPECIES	Pycnonotus zeylanicus (Gmelin"," 1789)	Pycnonotus zeylanicus (Gmelin"," 1789)	(Gmelin"," 1789)	MY	Morutai Besar	Sabah	PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862	4.4222	117.7725	3036.0	1.0E-5					1937-06-26	26	6	1937	2486118	2486118	PRESERVED_SPECIMEN	MCZ	Orn	197438		Catalog		CC_BY_NC_4_0	President and Fellows of Harvard College	Herbert G. Deignan			2026-04-18T11:47:30.206Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY",,
"863573279	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Orn:198831	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Pycnonotus	Pycnonotus zeylanicus		SPECIES	Pycnonotus zeylanicus (Gmelin"," 1789)	Pycnonotus zeylanicus (Gmelin"," 1789)	(Gmelin"," 1789)	MY	Mount Kinabalu	Sabah	PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862	6.0801	116.5556	16725.0	1.0E-5									2486118	2486118	PRESERVED_SPECIMEN	MCZ	Orn	198831		Catalog		CC_BY_NC_4_0	President and Fellows of Harvard College				2026-04-18T11:47:56.996Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY",,
"863573247	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Orn:197437	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Pycnonotus	Pycnonotus zeylanicus		SPECIES	Pycnonotus zeylanicus (Gmelin"," 1789)	Pycnonotus zeylanicus (Gmelin"," 1789)	(Gmelin"," 1789)	MY	Morutai Besar	Sabah	PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862	4.4222	117.7725	3036.0	1.0E-5					1937-06-26	26	6	1937	2486118	2486118	PRESERVED_SPECIMEN	MCZ	Orn	197437		Catalog		CC_BY_NC_4_0	President and Fellows of Harvard College	Herbert G. Deignan			2026-04-18T11:47:19.478Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY",,
"863573216	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Orn:63158	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Spizixos	Spizixos semitorques	semitorques	SUBSPECIES	Spizixos semitorques semitorques Swinhoe"," 1861	Spizixos semitorques semitorques		CN	Loukouchai	Yunnan	PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862	23.4673	103.40933	2000.0	1.0E-5					1910-12-13	13	12	1910	7340280	2486222	PRESERVED_SPECIMEN	MCZ	Orn	63158		Catalog		CC_BY_NC_4_0	President and Fellows of Harvard College	Kobayashi			2026-04-18T11:47:08.816Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY",,,,
"863573168	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Orn:63159	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Spizixos	Spizixos semitorques	semitorques	SUBSPECIES	Spizixos semitorques semitorques Swinhoe"," 1861	Spizixos semitorques semitorques		CN	Soukouchai	Yunnan	PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862									1911-01-29	29	1	1911	7340280	2486222	PRESERVED_SPECIMEN	MCZ	Orn	63159		Catalog		CC_BY_NC_4_0	President and Fellows of Harvard College	Kobayashi			2026-04-18T11:47:09.663Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY",,,,
"863573158	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Orn:232344	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Spizixos	Spizixos semitorques	cinereicapillus	SUBSPECIES	Spizixos semitorques cinereicapillus Swinhoe"," 1871	Spizixos semitorques cinereicapillus		TW	Idorisha		PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862									1918-12-06	6	12	1918	5733832	2486222	PRESERVED_SPECIMEN	MCZ	Orn	232344		Catalog		CC_BY_NC_4_0	President and Fellows of Harvard College				2026-04-18T11:46:15.838Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY",,,,
"863573146	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Orn:98641	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Spizixos	Spizixos semitorques	semitorques	SUBSPECIES	Spizixos semitorques semitorques Swinhoe"," 1861	Spizixos semitorques semitorques		CN		Anhui	PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862	32.0	117.0	301.0	1.0E-5					1924-01-26	26	1	1924	7340280	2486222	PRESERVED_SPECIMEN	MCZ	Orn	98641		Catalog		CC_BY_NC_4_0	President and Fellows of Harvard College	Bower			2026-04-18T11:48:17.925Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY",,,,
"863573142	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Orn:130437	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Spizixos	Spizixos semitorques	cinereicapillus	SUBSPECIES	Spizixos semitorques cinereicapillus Swinhoe"," 1871	Spizixos semitorques cinereicapillus		TW	Bakra		PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862									1893-11-06	6	11	1893	5733832	2486222	PRESERVED_SPECIMEN	MCZ	Orn	130437		Catalog		CC_BY_NC_4_0	President and Fellows of Harvard College				2026-04-18T11:46:14.508Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY",,,,
"863573137	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Orn:130436	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Spizixos	Spizixos semitorques	cinereicapillus	SUBSPECIES	Spizixos semitorques cinereicapillus Swinhoe"," 1871	Spizixos semitorques cinereicapillus		TW	Baykin Tsing		PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862									1893-11-16	16	11	1893	5733832	2486222	PRESERVED_SPECIMEN	MCZ	Orn	130436		Catalog		CC_BY_NC_4_0	President and Fellows of Harvard College				2026-04-18T11:48:43.985Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY",,,,
"863573135	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Orn:268460	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Spizixos	Spizixos semitorques	semitorques	SUBSPECIES	Spizixos semitorques semitorques Swinhoe"," 1861	Spizixos semitorques semitorques		VN	Chepa	Lao Cai Province	PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862									1929-02-14	14	2	1929	7340280	2486222	PRESERVED_SPECIMEN	MCZ	Orn	268460		Catalog		CC_BY_NC_4_0	President and Fellows of Harvard College				2026-04-18T11:48:12.299Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY",,,,
"863573131	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Orn:130444	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Spizixos	Spizixos semitorques	semitorques	SUBSPECIES	Spizixos semitorques semitorques Swinhoe"," 1861	Spizixos semitorques semitorques		CN	Hsia Yang	Fujian	PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862	33.22192	107.54267	3036.0	1.0E-5					1895-11-21	21	11	1895	7340280	2486222	PRESERVED_SPECIMEN	MCZ	Orn	130444		Catalog		CC_BY_NC_4_0	President and Fellows of Harvard College				2026-04-18T11:46:50.212Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY",,,,
"863573116	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Orn:130445	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Spizixos	Spizixos semitorques	semitorques	SUBSPECIES	Spizixos semitorques semitorques Swinhoe"," 1861	Spizixos semitorques semitorques		CN	Hsia Yang	Fujian	PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862	33.22192	107.54267	3036.0	1.0E-5					1895-11-21	21	11	1895	7340280	2486222	PRESERVED_SPECIMEN	MCZ	Orn	130445		Catalog		CC_BY_NC_4_0	President and Fellows of Harvard College				2026-04-18T11:46:15.085Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY",,,,
"863573108	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Orn:130448	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Spizixos	Spizixos semitorques	semitorques	SUBSPECIES	Spizixos semitorques semitorques Swinhoe"," 1861	Spizixos semitorques semitorques		CN	Chinkiang [=Zhenjiang?]	Jiangsu	PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862	32.03371	119.51839	301.0	1.0E-5					1902-01-26	26	1	1902	7340280	2486222	PRESERVED_SPECIMEN	MCZ	Orn	130448		Catalog		CC_BY_NC_4_0	President and Fellows of Harvard College				2026-04-18T11:47:14.091Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY",,,,
"863573102	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Orn:88205	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Spizixos	Spizixos semitorques	semitorques	SUBSPECIES	Spizixos semitorques semitorques Swinhoe"," 1861	Spizixos semitorques semitorques		CN	Yenping [=Nanping]	Fujian	PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862	26.73318	119.32941	3036.0	1.0E-5					1917-11-01/1917-11-30		11	1917	7340280	2486222	PRESERVED_SPECIMEN	MCZ	Orn	88205		Catalog		CC_BY_NC_4_0	President and Fellows of Harvard College	Ho Ting-sho			2026-04-18T11:47:09.233Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY",,,,
"863573098	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Orn:197865	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Pycnonotus	Pycnonotus goiavier	gourdini	SUBSPECIES	Pycnonotus goiavier gourdini G.R.Gray"," 1847	Pycnonotus goiavier gourdini		MY	Mt. Kinabalu"," Kiau	Sabah	PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862	6.0801	116.5556	301.0	1.0E-5	944.88	0.0			1937-08-25	25	8	1937	5846187	2486144	PRESERVED_SPECIMEN	MCZ	Orn	197865		Catalog		CC_BY_NC_4_0	President and Fellows of Harvard College	John A. Griswold"," Jr.			2026-04-18T11:48:41.220Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY",,
"863573096	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Orn:88206	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Spizixos	Spizixos semitorques	semitorques	SUBSPECIES	Spizixos semitorques semitorques Swinhoe"," 1861	Spizixos semitorques semitorques		CN	Yenping [=Nanping]	Fujian	PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862	26.73318	119.32941	3036.0	1.0E-5					1918-12-01/1918-12-31		12	1918	7340280	2486222	PRESERVED_SPECIMEN	MCZ	Orn	88206		Catalog		CC_BY_NC_4_0	President and Fellows of Harvard College	Ho Ting-sho			2026-04-18T11:47:09.843Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY",,,,
"863573095	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Orn:268453	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Spizixos	Spizixos semitorques	semitorques	SUBSPECIES	Spizixos semitorques semitorques Swinhoe"," 1861	Spizixos semitorques semitorques		VN	Chepa	Lao Cai Province	PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862									1929-01-05	5	1	1929	7340280	2486222	PRESERVED_SPECIMEN	MCZ	Orn	268453		Catalog		CC_BY_NC_4_0	President and Fellows of Harvard College				2026-04-18T11:48:00.114Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY",,,,
"863573090	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Orn:268459	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Spizixos	Spizixos semitorques	semitorques	SUBSPECIES	Spizixos semitorques semitorques Swinhoe"," 1861	Spizixos semitorques semitorques		VN	Chepa	Lao Cai Province	PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862									1929-01-21	21	1	1929	7340280	2486222	PRESERVED_SPECIMEN	MCZ	Orn	268459		Catalog		CC_BY_NC_4_0	President and Fellows of Harvard College				2026-04-18T11:48:05.908Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY",,,,
"863573089	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Orn:130440	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Spizixos	Spizixos semitorques	semitorques	SUBSPECIES	Spizixos semitorques semitorques Swinhoe"," 1861	Spizixos semitorques semitorques		CN	Ching Feng Ling	Fujian	PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862	42.34137	128.71481	301.0	1.0E-5					1896-12-17	17	12	1896	7340280	2486222	PRESERVED_SPECIMEN	MCZ	Orn	130440		Catalog		CC_BY_NC_4_0	President and Fellows of Harvard College				2026-04-18T11:46:49.482Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY",,,,
"863573087	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Orn:197853	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Pycnonotus	Pycnonotus goiavier	gourdini	SUBSPECIES	Pycnonotus goiavier gourdini G.R.Gray"," 1847	Pycnonotus goiavier gourdini		MY	Mt. Kinabalu"," Kiau	Sabah	PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862	6.0801	116.5556	301.0	1.0E-5	944.88	0.0			1937-08-18	18	8	1937	5846187	2486144	PRESERVED_SPECIMEN	MCZ	Orn	197853		Catalog		CC_BY_NC_4_0	President and Fellows of Harvard College	John A. Griswold"," Jr.			2026-04-18T11:45:14.979Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY",,
"863573086	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Orn:88202	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Spizixos	Spizixos semitorques	semitorques	SUBSPECIES	Spizixos semitorques semitorques Swinhoe"," 1861	Spizixos semitorques semitorques		CN	Yenping [=Nanping]	Fujian	PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862	26.73318	119.32941	3036.0	1.0E-5					1921-02-24	24	2	1921	7340280	2486222	PRESERVED_SPECIMEN	MCZ	Orn	88202		Catalog		CC_BY_NC_4_0	President and Fellows of Harvard College	Ho Ting-sho			2026-04-18T11:47:08.791Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY",,,,
"863573085	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Orn:39497	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Pycnonotus	Pycnonotus goiavier	gourdini	SUBSPECIES	Pycnonotus goiavier gourdini G.R.Gray"," 1847	Pycnonotus goiavier gourdini		ID	Nanga Raun		PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862	0.68304	113.14306	3036.0	1.0E-5					1894-05-16	16	5	1894	5846187	2486144	PRESERVED_SPECIMEN	MCZ	Orn	39497		Catalog		CC_BY_NC_4_0	President and Fellows of Harvard College				2026-04-18T11:46:02.031Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY",,,,
"863573084	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Orn:268456	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Spizixos	Spizixos semitorques	semitorques	SUBSPECIES	Spizixos semitorques semitorques Swinhoe"," 1861	Spizixos semitorques semitorques		VN	Chepa	Lao Cai Province	PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862									1929-01-18	18	1	1929	7340280	2486222	PRESERVED_SPECIMEN	MCZ	Orn	268456		Catalog		CC_BY_NC_4_0	President and Fellows of Harvard College				2026-04-18T11:47:01.902Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY",,,,
"863573082	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Orn:98642	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Spizixos	Spizixos semitorques	semitorques	SUBSPECIES	Spizixos semitorques semitorques Swinhoe"," 1861	Spizixos semitorques semitorques		CN		Anhui	PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862	32.0	117.0	301.0	1.0E-5					1924-01-29	29	1	1924	7340280	2486222	PRESERVED_SPECIMEN	MCZ	Orn	98642		Catalog		CC_BY_NC_4_0	President and Fellows of Harvard College	Bower			2026-04-18T11:48:17.164Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY",,,,
"863573079	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Orn:130447	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Spizixos	Spizixos semitorques	semitorques	SUBSPECIES	Spizixos semitorques semitorques Swinhoe"," 1861	Spizixos semitorques semitorques		CN	Chinkiang [=Zhenjiang?]	Jiangsu	PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862	32.03371	119.51839	301.0	1.0E-5					1902-01-26	26	1	1902	7340280	2486222	PRESERVED_SPECIMEN	MCZ	Orn	130447		Catalog		CC_BY_NC_4_0	President and Fellows of Harvard College				2026-04-18T11:46:51.718Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY",,,,
