Catalog #,Tissue #,Family - Full Name,Preparator #,Genus - Full Name,Species - Full Name,Country - Full Name,State - Full Name,County - Full Name,Locality,DecimalLatitude,DecimalLongitude,Collection Date,Preparations,Collection Object - Remarks,Collector (orig),Collectors - Last Name,Collectors - First Name,Collectors - Middle Initial,Specimen Attribute - Age,Age Category,Specimen Attribute - Bursa,Specimen Attribute - Fat,Specimen Attribute - Gonads,Specimen Attribute - Molt,Specimen Attribute - Sex,Skull Oss.
131888,32965,Pycnonotidae,TJD 6614,Phyllastrephus,poensis,Equatorial Guinea,Bioko Sur,,Moka Research Station,3.361,8.662,01/26/2016,Alcoholic - 1; Tissue - 100,irides brown; tarsi gray; bill black with paler tomia; montane forest edge,,,,,,,,,,,unknown,
131889,32942,Pycnonotidae,TJD 6626,Bleda,notatus,Equatorial Guinea,Bioko Sur,,Moka Research Station,3.361,8.662,01/27/2016,Tissue - 100; Alcoholic - 1,"maxilla dark gray, mandible blue-gray",,,,,,,,,,,unknown,
131890,32946,Pycnonotidae,TJD 6630,Arizelocichla,tephrolaema,Equatorial Guinea,Bioko Sur,,Moka Research Station,3.361,8.662,01/28/2016,Alcoholic - 1; Tissue - 100,montane forest edge,,,,,,,,,,,unknown,
131895,32934,Pycnonotidae,TJD 6613,Eurillas,virens,Equatorial Guinea,Bioko Sur,,Moka Research Station,3.361,8.662,01/24/2016,Alcoholic - 1; Tissue - 100,irides dark brown; tarsi brown; bill blackish; montane forest edge,,,,,,,,,,,unknown,
131898,33005,Pycnonotidae,REF 000,Pycnonotus,urostictus,Philippines,Eastern Samar,,"Sitio Makasael, Barangay Guinmaayuhan, Municipality Balanguiga, Kaantulan Creek",11.2074,125.367,04/03/16,Skin - 1; Tissue - 100,soft part colors in field catalog,,,,,,,,,testes 6 x 4.5 mm,no,male,100%
131899,33014,Pycnonotidae,REF 09,Pycnonotus,urostictus,Philippines,Eastern Samar,,"Sitio Makasael, Barangay Guinmaayuhan, Municipality Balanguiga, Kaantulan Creek",11.2074,125.367,04/03/16,Tissue - 100; Skin - 1,soft part colors recorded in field catalog,,,,,,,,,"ovary mass 15 x 10 mm, lg. ovum 1 x 1 mm",no,female,100%
131908,33027,Pycnonotidae,REF 22,Hypsipetes,philippinus,Philippines,Eastern Samar,,"Sitio Makasael, Barangay Guinmaayuhan, Municipality Balanguiga, Kaantulan Creek",11.2074,125.367,04/04/16,Tissue - 100; Skin - 1,soft part colors recorded in field catalog,,,,,,,,,testes 9 x 5 mm,no,male,90%
131909,33026,Pycnonotidae,REF 21,Hypsipetes,philippinus,Philippines,Eastern Samar,,"Sitio Makasael, Barangay Guinmaayuhan, Municipality Balanguiga, Kaantulan Creek",11.2074,125.367,04/04/16,Tissue - 100; Skin - 1,soft part colors recorded in field catalog,,,,,,,,,testes 8 x 4 mm,no,male,100%
131910,33025,Pycnonotidae,REF 20,Hypsipetes,philippinus,Philippines,Eastern Samar,,"Sitio Makasael, Barangay Guinmaayuhan, Municipality Balanguiga, Kaantulan Creek",11.2074,125.367,04/04/16,Skin - 1; Tissue - 100,soft part colors recorded in field catalog,,,,,,,,,testes 10 x 5 mm,no,male,100%
131911,33028,Pycnonotidae,REF 23,Hypsipetes,philippinus,Philippines,Eastern Samar,,"Sitio Makasael, Barangay Guinmaayuhan, Municipality Balanguiga, Kaantulan Creek",11.2074,125.367,04/04/16,Tissue - 100; Skin - 1,soft part colors recorded in field catalog,,,,,,,,,"ovary mass 9 x 8 mm, lg. ovum 1 x 1 mm",no,female,100%
131912,33050,Pycnonotidae,REF 45,Hypsipetes,philippinus,Philippines,Eastern Samar,,"Sitio Makasael, Barangay Guinmaayuhan, Municipality Balanguiga, Kaantulan Creek",11.2074,125.367,04/07/16,Tissue - 100; Skin - 1,soft part colors recorded in field catalog,,,,,,,,,testes 11 x 7 mm,no,male,100%
131913,33044,Pycnonotidae,REF 39,Pycnonotus,urostictus,Philippines,Eastern Samar,,"Sitio Makasael, Barangay Guinmaayuhan, Municipality Balanguiga, Kaantulan Creek",11.2074,125.367,04/06/16,Skin - 1; Tissue - 100,soft part colors recorded in field catalog,,,,,,,,,testes 6 x 3 mm,no,male,100%
131914,33054,Pycnonotidae,REF 49,Pycnonotus,urostictus,Philippines,Eastern Samar,,"Sitio Makasael, Barangay Guinmaayuhan, Municipality Balanguiga, Kaantulan Creek",11.2074,125.367,04/08/16,Tissue - 100; Skin - 1,soft part colors recorded in field catalog,,,,,,,,,testes 5 x 3.5 mm,no,male,100%
131915,33056,Pycnonotidae,REF 51,Pycnonotus,urostictus,Philippines,Eastern Samar,,"Sitio Makasael, Barangay Guinmaayuhan, Municipality Balanguiga, Kaantulan Creek",11.2074,125.367,04/08/16,Tissue - 100; Skin - 1,soft part colors recorded in field catalog,,,,,,,,,"ovary mass 7 x 4 mm, lg. ovum 1 x 1 mm",,female,100%
131916,33066,Pycnonotidae,REF 61,Pycnonotus,urostictus,Philippines,Eastern Samar,,"Sitio Makasael, Barangay Guinmaayuhan, Municipality Balanguiga, Kaantulan Creek",11.2074,125.367,04/10/16,Skin - 1; Tissue - 100,soft part colors recorded in field catalog,,,,,,,,,testes 4 x 3 mm,no,male,100%
131917,33039,Pycnonotidae,REF 34,Hypsipetes,everetti,Philippines,Eastern Samar,,"Sitio Makasael, Barangay Guinmaayuhan, Municipality Balanguiga, Kaantulan Creek",11.2074,125.367,04/05/16,Tissue - 100; Skin - 1,soft part colors recorded in field catalog,,,,,,,,,"large unshelled egg, 23 x 11 mm",no,female,100%
131918,33040,Pycnonotidae,REF 35,Hypsipetes,everetti,Philippines,Eastern Samar,,"Sitio Makasael, Barangay Guinmaayuhan, Municipality Balanguiga, Kaantulan Creek",11.2074,125.367,04/05/16,Skin - 1; Tissue - 100,soft part colors recorded in field catalog,,,,,,,,,testes 9 x 6 mm,no,male,100%
131985,33072,Pycnonotidae,REF 67,Hypsipetes,philippinus,Philippines,Eastern Samar,,"Sitio Makasael, Barangay Guinmaayuhan, Municipality Balanguiga, Kaantulan Creek",11.2074,125.367,04/12/16,Tissue - 100; Skin - 1,soft part colors are in field catalog,,,,,,,,,"ovary mass 7 x 4 mm, lg. ovum 1 x 1 mm",no,female,100%
131986,33080,Pycnonotidae,REF 75,Hypsipetes,philippinus,Philippines,Western Leyte,,"Barangay Dinaayon, Municipality Burauen Leyte, Makaturog River",10.978,124.791,04/17/2016,Skin - 1; Tissue - 100,soft part colors are in field catalog,,,,,,,,,testes 10 x 6 mm,no,male,100%
131987,33082,Pycnonotidae,REF 77,Hypsipetes,philippinus,Philippines,Western Leyte,,"Barangay Dinaayon, Municipality Burauen Leyte, Makaturog River",10.978,124.791,04/17/2016,Skin - 1; Tissue - 100,soft part colors are in field catalog,,,,,,,,,testes 11 x 7mm,no,male,100%
131988,33083,Pycnonotidae,REF 78,Hypsipetes,philippinus,Philippines,Western Leyte,,"Barangay Dinaayon, Municipality Burauen Leyte, Makaturog River",10.978,124.791,04/17/2016,Skin - 1; Tissue - 100,soft part colors are in field catalog,,,,,,,,,"ovary mass 11 x 6 mm, lg. ovum 1 x 1 mm",no,female,100%
131989,33089,Pycnonotidae,REF 84,Hypsipetes,philippinus,Philippines,Western Leyte,,"Barangay Dinaayon, Municipality Burauen Leyte, Makaturog River",10.978,124.791,04/17/2016,Skin - 1; Tissue - 100,soft part colors are in field catalog,,,,,,,,,"ovary mass 11 x 6 mm, lg. ovum 2 x 2 mm",no,female,100%
131990,33090,Pycnonotidae,REF 85,Hypsipetes,philippinus,Philippines,Western Leyte,,"Barangay Dinaayon, Municipality Burauen Leyte, Makaturog River",10.978,124.791,04/17/2016,Tissue - 100; Skin - 1,soft part colors are in field catalog,,,,,,,,,testes 8 x 5 mm,no,male,100%
131991,33091,Pycnonotidae,REF 86,Hypsipetes,philippinus,Philippines,Western Leyte,,"Barangay Dinaayon, Municipality Burauen Leyte, Makaturog River",10.978,124.791,04/17/2016,Tissue - 100; Skin - 1,soft part colors are in field catalog,,,,,,,,,ovary mass 10 x 4 mm,no,female,100%
131992,33093,Pycnonotidae,REF 88,Hypsipetes,philippinus,Philippines,Western Leyte,,"Barangay Dinaayon, Municipality Burauen Leyte, Makaturog River",10.978,124.791,04/18/2016,Tissue - 100; Skin - 1,soft part colors are in field catalog,,,,,,,,,"ovary mass 12 x 8 mm, lg. ovum 3 x 3 mm",no,female,100%
131993,33094,Pycnonotidae,REF 89,Hypsipetes,philippinus,Philippines,Western Leyte,,"Barangay Dinaayon, Municipality Burauen Leyte, Makaturog River",10.978,124.791,04/18/2016,Tissue - 100; Skin - 1,soft part colors are in field catalog,,,,,,,,,testes 9 x 6 mm,no,male,100%
131997,33088,Pycnonotidae,REF 83,Pycnonotus,urostictus,Philippines,Western Leyte,,"Barangay Dinaayon, Municipality Burauen Leyte, Makaturog River",10.978,124.791,04/17/2016,Tissue - 100; Skin - 1,soft part colors are in field catalog,,,,,,,,,testes 5 x 3 mm,no,male,100%
131998,33098,Pycnonotidae,REF 93,Pycnonotus,urostictus,Philippines,Western Leyte,,"Barangay Dinaayon, Municipality Burauen Leyte, Makaturog River",10.978,124.791,04/18/2016,Skin - 1; Tissue - 100,soft part colors are in field catalog,,,,,,,,,testes 4 x 3 mm,no,male,100%
131999,33117,Pycnonotidae,REF 112,Pycnonotus,urostictus,Philippines,Western Leyte,,"Barangay Dinaayon, Municipality Burauen Leyte, Makaturog River",10.978,124.791,04/21/2016,Skin - 1; Tissue - 100,soft part colors are in field catalog,,,,,,,,,ovary mass 5 x 3 mm,,female,100%
132204,32939,Pycnonotidae,TJD 6623,Bleda,notatus,Equatorial Guinea,Bioko Sur,,"Ureka, ca. 2 km north",3.272,8.581,01/27/2016,Skin - 1; Tissue - 100,"humid, lowland forest",,,,,,,6.5 x 4 mm,no,testes 2 x 1 mm,moderate body,male,unoss.
132206,32951,Pycnonotidae,TJD 6634,Phyllastrephus,icterinus,Equatorial Guinea,Bioko Sur,,"Ureka, ca. 2 km north",3.272,8.581,01/29/2016,Skin - 1; Tissue - 100,humid lowland forest,,,,,,,no,heavy,testes 8 x 4.5 mm,light body,male,100%
132212,32866,Pycnonotidae,TJD 6543,Eurillas,latirostris,Equatorial Guinea,Bioko Sur,,Moka Research Station,3.361,8.662,01/18/2016,Skin - 1; Tissue - 100,"humid, montane forest",,,,,,,4 x 3 mm,light,"ovary mass 5 x 4 mm, ova & oviduct minute",moderate body,female,25%
132218,32872,Pycnonotidae,TJD 6549,Eurillas,latirostris,Equatorial Guinea,Bioko Sur,,Moka Research Station,3.361,8.662,01/18/2016,Tissue - 100; Skin - 1,"humid, montane forest",,,,,,,no,trace,testes 8 x 5 mm,light body,male,100%
132219,32873,Pycnonotidae,TJD 6550,Phyllastrephus,poensis,Equatorial Guinea,Bioko Sur,,Moka Research Station,3.361,8.662,01/18/2016,Tissue - 100; Skin - 1,"humid, montane forest",,,,,,,no,no,testes 10 x 7 mm,moderate overall molt,male,100%
132222,32877,Pycnonotidae,TJD 6554,Eurillas,latirostris,Equatorial Guinea,Bioko Sur,,Moka Research Station,3.361,8.662,01/18/2016,Skin - 1; Tissue - 100,"humid, montane forest",,,,,,,no,no,testes 4 x 2 mm,"moderate head, neck & back",male,100%
132232,32885,Pycnonotidae,TJD 6562,Eurillas,latirostris,Equatorial Guinea,Bioko Sur,,Moka Research Station,3.361,8.662,01/18/2016,Skin - 1; Tissue - 100,"humid, montane forest",,,,,,,no,light,ovary mass 6 x 3.5 mm,moderate body,female,100%
132239,32901,Pycnonotidae,TJD 6578,Phyllastrephus,poensis,Equatorial Guinea,Bioko Sur,,Moka Research Station,3.361,8.662,01/22/2016,Tissue - 100; Skin - 1,"humid, montane forest edge",,,,,,,no,trace,"ovary mass 7 x 4.5 mm, ova & oviduct minute",light body,female,100%
132240,32899,Pycnonotidae,TJD 6576,Eurillas,virens,Equatorial Guinea,Bioko Sur,,Moka Research Station,3.361,8.662,01/22/2016,Skin - 1; Tissue - 100,"humid, montane forest edge",,,,,,,3 x 2 mm,light,testes 1.5 x 1 mm,no body,male,90%
132241,32908,Pycnonotidae,TJD 6586,Eurillas,latirostris,Equatorial Guinea,Bioko Sur,,Mirador Moca,3.369,8.665,01/23/2016,Tissue - 100; Skin - 1,"humid, montane forest",,,,,,,no,no,testes 6 x 4 mm,moderate body,male,100%
132242,32907,Pycnonotidae,TJD 6584,Eurillas,latirostris,Equatorial Guinea,Bioko Sur,,Mirador Moca,3.369,8.665,01/23/2016,Skin - 1; Tissue - 100,"humid, montane forest ",,,,,,,no,no,testes 6 x 4.5 mm,light body,male,100%
132243,32908,Pycnonotidae,TJD 6585,Eurillas,latirostris,Equatorial Guinea,Bioko Sur,,Mirador Moca,3.369,8.665,01/23/2016,Tissue - 100; Skin - 1,"humid, montane forest ",,,,,,,no,no,"ovary mass 10 x 4.5 mm, lg. ovum 1.5 mm; oviduct 4 mm in diameter",trace body,female,100%
132244,32906,Pycnonotidae,TJD 6583,Eurillas,latirostris,Equatorial Guinea,Bioko Sur,,Mirador Moca,3.369,8.665,01/23/2016,Tissue - 100; Skin - 1,"humid, montane forest",,,,,,,no,light,testes 7 x 5.5 mm,moderate overall ,male,100%
132245,32902,Pycnonotidae,TJD 6589,Eurillas,virens,Equatorial Guinea,Bioko Sur,,Mirador Moca,3.369,8.665,01/23/2016,Skin - 1; Tissue - 100,"humid, montane forest",,,,,,,no,no,"ovary mass 9 x 4.5 mm, lg. ovum 2 mm; oviduct 4 mm in diameter & convoluted",no body,female,100%
132246,32910,Pycnonotidae,TJD 6587,Arizelocichla,tephrolaema,Equatorial Guinea,Bioko Sur,,Moka Research Station,3.361,8.662,01/23/2016,Tissue - 100; Skin - 1,"humid, montane forest edge",,,,,,,12 x 5 mm,no,testes 1 x 1 mm,moderate overall,male,unoss.
132247,32914,Pycnonotidae,TJD 6591,Eurillas,virens,Equatorial Guinea,Bioko Sur,,Moka Research Station,3.361,8.662,01/24/2016,Tissue - 100; Skin - 1,"humid, montane forest edge",,,,,,,no,no,"ovary mass 6 x 3 mm, ova & oviduct minute",no body,female,100%
132249,32918,Pycnonotidae,TJD 6595,Phyllastrephus,poensis,Equatorial Guinea,Bioko Sur,,Moka Research Station,3.361,8.662,01/25/2016,Skin - 1; Tissue - 100,"humid, montane forest edge",,,,,,,no,no,"ovary mass 12 x 6 mm, lg. ovum 2 mm; oviduct 6 mm in diameter & convoluted",no body,female,100%
132250,32922,Pycnonotidae,TJD 6599,Arizelocichla,tephrolaema,Equatorial Guinea,Bioko Sur,,Moka Research Station,3.361,8.662,01/25/2016,Tissue - 100; Skin - 1,"humid, montane forest edge",,,,,,,no,no,testes 3 x 2 mm,light body,male,100%
132267,32936,Pycnonotidae,TJD 6620,Arizelocichla,tephrolaema,Equatorial Guinea,Bioko Sur,,Moka Research Station,3.361,8.662,01/27/2016,Skin - 1; Tissue - 100,montane forest edge,,,,,,,7 x 5 mm,no,"ovary mass 2 x 1 mm, smooth",moderate body,female,10%
132270,32930,Pycnonotidae,TJD 6618,Eurillas,virens,Equatorial Guinea,Bioko Sur,,"Ureka, 2 km north",3.271,8.581,01/26/2016,Skin - 1; Tissue - 100,humid forest,,,,,,,no,no,testes 5 x 4 mm,light body,male,100%
132363,32952,Pycnonotidae,JCC 179,Eurillas,curvirostris,Equatorial Guinea,Bioko Sur,,Camp Hormigas,3.329,8.479,01/24/2016,Tissue - 100; Skin - 1,submontane stunted forest,,,,,,,no,light,testes 7 x 4 mm,no,male,100%
132494,21945,Pycnonotidae,RGM 1448,Pycnonotus,goaivier,Malaysia,Sarawak,,"Kelabit Highlands, Bario",3.7325,115.5069,07/15/2011,Skin - 1; Tissue - 100,secondary Kerangas forest,,,,,,,3 x 3 mm,trace,testes 1 x 1 mm,body,male,25%
132495,21946,Pycnonotidae,RGM 1449,Pycnonotus,simplex,Malaysia,Sarawak,,"Kelabit Highlands, Bario",3.7325,115.5069,07/16/2011,Skin - 1; Tissue - 100,secondary Kerangas forest,,,,,,,no,trace,testes 4 x 3 mm,wing,male,100%
132504,21955,Pycnonotidae,RGM 1458,Alophoixus,ochraceus,Malaysia,Sarawak,,"Kelabit Highlands, Bario, Pa'ukat",3.774,115.4764,07/20/2011,Skin - 1; Tissue - 100,secondary forest,,,,,,,no,no,testes 4 x 3 mm,wing,male,100%
132507,21958,Pycnonotidae,RGM 1461,Alophoixus,ochraceus,Malaysia,Sarawak,,"Kelabit Highlands, Bario, Pa'ukat",3.774,115.4764,07/20/2011,Tissue - 100; Skin - 1,secondary forest,,,,,,,no,trace,"ovary mass 4 x 3 mm, granular, oviduct < 1 mm & straight",no,female,100%
132513,21964,Pycnonotidae,RGM 1467,Hemixos,flavala,Malaysia,Sarawak,,"Kelabit Highlands, Bario, Pa'ukat",3.774,115.4764,07/22/2011,Skin - 1; Tissue - 100,secondary forest,,,,,,,no,trace,"ovary mass 7 x 6 mm, lg. ovum 2 mm, oviduct enlarged & convoluted",body,female,100%
132522,21973,Pycnonotidae,RGM 1476,Hemixos,flavala,Malaysia,Sarawak,,"Kelabit Highlands, Bario, Pa'ukat",3.774,115.4764,07/24/2011,Tissue - 100; Skin - 1,secondary forest,,,,,,,no,trace,"ovary mass 8 x 7 mm, lg. ovum 2 mm, oviduct enlarged & convoluted","wing, tail & body",female,100%
132524,21975,Pycnonotidae,RGM 1478,Pycnonotus,melanicterus,Malaysia,Sarawak,,"Kelabit Highlands, Bario, Pa'ukat",3.774,115.4764,07/24/2011,Tissue - 100; Skin - 1,secondary forest,,,,,,,no,trace,"ovary mass 9 x 6 mm, lg. ovum 4 mm, yolking egg, oviduct enlarged & convoluted",no,female,100%
132525,21976,Pycnonotidae,RGM 1479,Pycnonotus,melanicterus,Malaysia,Sarawak,,"Kelabit Highlands, Bario, Pa'ukat",3.774,115.4764,07/24/2011,Tissue - 100; Skin - 1,secondary forest,,,,,,,no,trace,testes 6 x 4 mm,"tail, wing & body",male,100%
133880,34559,Pycnonotidae,JCC 18-1,Phyllastrephus,poensis,Cameroon,Southwest Region,,"Mount Cameroon, northeast flank",4.255,9.268,02/10/18,Skin - 1; Tissue - 100,submontane forest,,,,,,,no,no,testes 1 x 1 mm,no,male,40%
133881,34570,Pycnonotidae,MBR 9383,Phyllastrephus,poensis,Cameroon,Southwest Region,,"Mount Cameroon, northeast flank",4.255,9.268,02/11/18,Skin - 1; Tissue - 100,submontane forest,,,,,,,no,no,"ovary mass 5 x 2.5 mm, ova < 1 mm",,female,100%
133882,34596,Pycnonotidae,MBR 9397,Phyllastrephus,poensis,Cameroon,Southwest Region,,"Mount Cameroon, northeast flank",4.255,9.268,02/12/18,Tissue - 100; Skin - 1,submontane forest,,,,,,,no,no,"ovary mass 7 x 3.5 mm, ova < 1 mm",P2; heavy body,female,100%
133883,34600,Pycnonotidae,JCC 18-16,Arizelocichla,montana,Cameroon,Southwest Region,,"Mount Cameroon, northeast flank",4.255,9.268,02/13/2018,Tissue - 100; Skin - 1,submontane forest,,,,,,,no,no,"ovary mass 8 x 6 mm, granular; lg. ovum 2 x 2 mm; oviduct 4 mm in diameter",no,female,100%
133899,34601,Pycnonotidae,MBR 9399,Phyllastrephus,poliocephalus,Cameroon,Southwest Region,,"Mount Cameroon, northeast flank",4.255,9.268,02/13/2018,Tissue - 100; Skin - 1,Submontane forest,,,,,,,no,no,"ovary mass 7 x 3 mm, ova < 1 mm",primaries & secondaries; heavy body,female,100%
133900,34582,Pycnonotidae,JCC 18-8,Arizelocichla,tephrolaema,Cameroon,Southwest Region,,"Mount Cameroon, northeast flank",4.255,9.268,02/11/18,Tissue - 100; Skin - 1,Submontane forest,,,,,,,no,light,ovary mass 10 x 7 mm; ova 2 x 2 mm; oviduct 4 mm,P4-6; right tertials,female,100%
133901,34576,Pycnonotidae,BF 2,Arizelocichla,tephrolaema,Cameroon,Southwest Region,,"Mount Cameroon, northeast flank",4.255,9.268,02/11/18,Tissue - 100; Skin - 1,Submontane forest,,,,,,,no,no,"ovary mass 8 x 4 mm, ova 1 x 1 mm",heavy body,female,100%
133902,34593,Pycnonotidae,BF 4,Arizelocichla,tephrolaema,Cameroon,Southwest Region,,"Mount Cameroon, northeast flank",4.255,9.268,02/12/18,Skin - 1; Tissue - 100,Submontane forest,,,,,,,no,no,testes 3 x 1.5 mm,heavy body,male,100%
133906,34561,Pycnonotidae,JCC 18-2,Eurillas,latirostris,Cameroon,Southwest Region,,"Mount Cameroon, northeast flank",4.255,9.268,02/10/18,Skin - 1; Tissue - 100,Submontane forest,,,,,,,no,no,testes 2 x 1 mm,P1-6 left; P1-4 right; molt in tail; heavy body,male,100%
133907,34624,Pycnonotidae,BF 5,Eurillas,latirostris,Cameroon,Southwest Region,,"Mount Cameroon, northeast flank",4.255,9.268,02/15/2018,Tissue - 100; Skin - 1,Submontane forest,,,,,,,no,no,testes 1 x 0.5 mm,in wing & tail; no body,male,100%
133922,34639,Pycnonotidae,BF 7,Bleda,syndactylus,Cameroon,Littoral,,Nlonako,4.911,9.98,02/22/2018,Tissue - 100; Skin - 1,Submontane forest,,,,,,,no,no,testes 4 x 3 mm,no,male,100%
133923,34570,Pycnonotidae,BF 12,Bleda,syndactylus,Cameroon,Littoral,,Nlonako,4.911,9.98,02/24/2018,Skin - 1; Tissue - 100,Submontane forest,,,,,,,no,no,testes 5 x 3 mm,no,male,100%
133924,34650,Pycnonotidae,MBR 9428,Bleda,syndactylus,Cameroon,Littoral,,Nlonako,4.911,9.98,02/23/2018,Skin - 1; Tissue - 100,Submontane forest,,,,,,,4 x 2 mm,no,testes 1 mm,no,male,100%
133925,34675,Pycnonotidae,MBR 9441,Eurillas,latirostris,Cameroon,Littoral,,Nlonako,4.911,9.98,02/24/2018,Tissue - 100; Skin - 1,Submontane forest,,,,,,,no,no,testes 3 x 2 mm,no,male,100%
133926,34666,Pycnonotidae,JCC 18-37,Eurillas,latirostris,Cameroon,Littoral,,Nlonako,4.911,9.98,02/24/2018,Tissue - 100; Skin - 1,Submontane forest,,,,,,,no,no,testes 2 x 2 mm ,,male,100%
133927,34664,Pycnonotidae,BF 11 ,Eurillas,latirostris,Cameroon,Littoral,,Nlonako,4.911,9.98,02/24/2018,Skin - 1; Tissue - 100,Submontane forest,,,,,,,no,no,testes 2 x 1 mm,no,male,100%
133938,34676,Pycnonotidae,JCC 18-41,Eurillas,virens,Cameroon,Littoral,,Nlonako,4.911,9.98,02/24/2018,Tissue - 100; Skin - 1,Submontane forest,,,,,,,no,no,"ovary mass 6 x 5 mm, ova 2 x 2 mm; oviduct 2 mm in diameter",no,female,100%
133939,34672,Pycnonotidae,JCC 18-39,Eurillas,virens,Cameroon,Littoral,,Nlonako,4.911,9.98,02/24/2018,Tissue - 100; Skin - 1,Submontane forest,,,,,,,no,no,testes 6 x 4 mm,no,male,100%
133940,34678,Pycnonotidae,BF 13,Eurillas,virens,Cameroon,Littoral,,Nlonako,4.911,9.98,02/25/2018,Skin - 1; Tissue - 100,Submontane forest,,,,,,,no,no,testes 7 x 4 mm,no,male,100%
134866,30117,Pycnonotidae,LASG 1009,Bleda,canicapillus,Liberia,,,"NE Sapo National Park, Sione County",5.3,-8.262,05/31/2019,Skin - 1; Tissue - 1,primary forest,,,,,,,no,moderate,testes 2 x 1 mm,light in dorsum,male,100%
134867,30122,Pycnonotidae,LASG 1012,Bleda,canicapillus,Liberia,,,"NE Sapo National Park, Sione County",5.3,-8.262,05/31/2019,Skin - 1; Tissue - 1,primary forest,,,,,,,no,light,testes 2 x 1 mm,light in neck and wings,male,100%
134868,30187,Pycnonotidae,LASG 1049,Bleda,syndactylus,Liberia,,,"NE Sapo National Park, Sione County",5.3,-8.262,06/03/19,Skin - 1; Tissue - 1,primary forest,,,,,,,no,light,"ovary mass 4 x 3 mm, smooth",light on wings and rump,female,100%
134869,30114,Pycnonotidae,MFOR 767,Bleda,syndactylus,Liberia,,,"NE Sapo National Park, Sione County",5.3,-8.262,05/31/2019,Skin - 1; Tissue - 1,primary forest,,,,,,,no,no,testes 2 x 1 mm,no,male,100%
134870,30119,Pycnonotidae,MFOR 769,Bleda,canicapillus,Liberia,,,"NE Sapo National Park, Sione County",5.3,-8.262,05/31/2019,Skin - 1; Tissue - 1,primary forest,,,,,,,no,light,"ovary mass 5 x 3 mm, smooth",no,female,100%
134871,30135,Pycnonotidae,MFOR 775,Bleda,eximius,Liberia,,,"NE Sapo National Park, Sione County",5.3,-8.262,06/01/19,Skin - 1; Tissue - 1,primary forest,,,,,,,no,light,"ovary mass 9 x 6 mm, ova 1 mm",no,female,100%
134872,30173,Pycnonotidae,MFOR 790,Bleda,canicapillus,Liberia,,,"NE Sapo National Park, Sione County",5.3,-8.262,06/03/19,Tissue - 1; Skin - 1,primary forest,,,,,,,no,light,testes 1.5 x 1 mm,no,male,100%
134873,30182,Pycnonotidae,MFOR 793,Bleda,canicapillus,Liberia,,,"NE Sapo National Park, Sione County",5.3,-8.262,06/03/19,Skin - 1; Tissue - 1,primary forest,,,,,,,no,no,"ovary mass 6 x 4 mm, ova 1 x 1 mm",no,female,100%
134903,30153,Pycnonotidae,LASG 1031,Criniger,olivaceus,Liberia,,,"NE Sapo National Park, Sione County",5.3,-8.262,06/02/19,Tissue - 1; Skin - 1,primary forest,,,,,,,no,light,testes 2 x 1 mm,light in legs,male,100%
134904,30165,Pycnonotidae,LASG 1038,Criniger,olivaceus,Liberia,,,"NE Sapo National Park, Sione County",5.3,-8.262,06/02/19,Tissue - 1; Skin - 1,primary forest,,,,,,,no,light,"ovary mass 3 x 1 mm, smooth",no,female,100%
134905,30185,Pycnonotidae,LASG 1048,Criniger,calurus,Liberia,,,"NE Sapo National Park, Sione County",5.3,-8.262,06/03/19,Skin - 1; Tissue - 1,primary forest,,,,,,,no,no,testes 1 x 1 mm,no,male,100%
134906,30170,Pycnonotidae,MFOR 789,Criniger,calurus,Liberia,,,"NE Sapo National Park, Sione County",5.3,-8.262,06/03/19,Skin - 1; Tissue - 1,primary forest,,,,,,,no,light,"ovary mass 7 x 5 mm, ova < 1 mm, granular",no,female,100%
134908,30103,Pycnonotidae,LASG 1001,Criniger,barbatus,Liberia,,,"NE Sapo National Park, Sione County",5.3,-8.262,05/30/2019,Tissue - 1; Skin - 1,primary forest,,,,,,,no,no,"ovary mass 10 x 5 mm, ova > 1 mm",light in wings,female,100%
134909,30125,Pycnonotidae,LASG 1014,Criniger,barbatus,Liberia,,,"NE Sapo National Park, Sione County",5.3,-8.262,05/31/2019,Tissue - 1; Skin - 1,primary forest,,,,,,,no,light,testes 2 x 1 mm,light in neck,male,100%
134910,30154,Pycnonotidae,LASG 1032,Criniger,barbatus,Liberia,,,"NE Sapo National Park, Sione County",5.3,-8.262,06/02/19,Tissue - 1; Skin - 1,primary forest,,,,,,,no,no,testes 2 x 1 mm,no,male,100%
135182,30111,Pycnonotidae,LASG 1006,Eurillas,latirostris,Liberia,,,"NE Sapo National Park, Sione County",5.3,-8.262,05/31/2019,Skin - 1; Tissue - 1,primary forest,,,,,,,no,moderate,testes 3 x 2 mm,no,male,100%
135183,30131,Pycnonotidae,LASG 1018,Eurillas,latirostris,Liberia,,,"NE Sapo National Park, Sione County",5.3,-8.262,05/31/2019,Skin - 1; Tissue - 1,primary forest,,,,,,,no,light,testes 2 x 1 mm,light in neck,male,100%
135184,30149,Pycnonotidae,LASG 1028,Eurillas,latirostris,Liberia,,,"NE Sapo National Park, Sione County",5.3,-8.262,06/02/19,Tissue - 1; Skin - 1,primary forest,,,,,,,no,moderate,ovary mass 7 x 3 mm,no,female,100%
